10,NA,NA,52.10%,750 ml,NA,NA,139 €,Ardbeg Ardbog (US Import),"Original Bottling, Islay Single Malt"
NA,NA,NA,51.90%,500 ml,1,293,204 €,Ardbeg,"Master of Malt, Islay Single Malt"
NA,NA,NA,57.10%,700 ml,NA,NA,69 €,Ardbeg Corryvreckan,"Original Bottling, Islay Single Malt"
NA,NA,NA,46.50%,700 ml,NA,NA,135 €,Ardbeg Dark Cove,"Original Bottling, Islay Single Malt"
NA,NA,2012,56.70%,700 ml,NA,12000,245 €,Ardbeg (Feis Ile 2012),"Original Bottling, Islay Single Malt"
30,NA,1996,40.00%,700 ml,NA,NA,1053 €,Fuaran,"Original Bottling, Islay Single Malt"
NA,NA,NA,46.00%,700 ml,NA,NA,113 €,Ardbeg Kelpie,"Original Bottling, Islay Single Malt"
NA,NA,2009,58.90%,700 ml,NA,2400,411 €,Ardbeg Supernova (Committee Release),"Original Bottling, Islay Single Malt"
4,2002,2006,59.90%,700 ml,NA,1392,627 €,Ardbeg Young Uigeadail (The Ardbeg Committee),"Original Bottling, Islay Single Malt"
20,1985,2005,54.10%,700 ml,NA,NA,154 €,Ardmore 66.20,"Scotch Malt Whisky Society, Highlands Single Malt"
8,2008,2016,60.10%,700 ml,NA,232,78 €,Ardmore 66.104,"Scotch Malt Whisky Society, Highlands Single Malt"
14,NA,NA,46.00%,700 ml,NA,NA,48 €,Arran,"Original Bottling, Islands Single Malt"
8,1995,2003,55.00%,700 ml,NA,NA,211 €,Arran 121.2,"Scotch Malt Whisky Society, Islands Single Malt"
12,1996,2008,55.60%,700 ml,1562,107,90 €,Arran,"Scots Whisky-Forum, Islands Single Malt"
19,1996,2015,49.20%,700 ml,1321,564,188 €,Arran Signle Cask (Taiwan Exclusive),"Original Bottling, Islands Single Malt"
18,1998,2016,53.70%,700 ml,894,310,109 €,Arran Single Cask,"Original Bottling, Islands Single Malt"
14,2000,2014,55.50%,700 ml,NA,1106,91 €,Arran Single Cask,"Original Bottling, Islands Single Malt"
16,2000,2016,53.00%,700 ml,NA,168,105 €,Arran 121.96,"Scotch Malt Whisky Society, Islands Single Malt"
9,2005,2014,50.70%,700 ml,NA,510,73 €,Arran Peated Edition (Private Cask),"Original Bottling, Islands Single Malt"
NA,1995,NA,43.00%,700 ml,NA,NA,52 €,Arran Founder´s Reserve (First Release),"Original Bottling, Islands Single Malt"
NA,NA,2006,57.70%,700 ml,NA,487,86 €,Arran Napolean Cognac Cask,"Original Bottling, Islands Single Malt"
NA,NA,NA,40.00%,700 ml,NA,NA,158 €,Arran Robert Burns (World Federation),"Original Bottling, Islands Single Malt"
NA,NA,NA,56.40%,700 ml,NA,8700,262 €,Arran Smugglers Series Volume One (The Illicit Stills),"Original Bottling, Islands Single Malt"
NA,NA,NA,56.40%,750 ml,NA,8700,263 €,Arran Smugglers Series Volume One (The Illicit Stills),"Original Bottling, Islands Single Malt"
NA,NA,NA,55.40%,700 ml,NA,8700,204 €,Arran Smugglers Series Volume Two (The High Seas),"Original Bottling, Islands Single Malt"
NA,NA,NA,55.40%,750 ml,NA,8700,204 €,Arran Smugglers Series Volume Two (The High Seas),"Original Bottling, Islands Single Malt"
10,NA,NA,43.00%,750 ml,NA,NA,70 €,Auchentoshan (1980s),"Original Bottling, Lowlands Single Malt"
35,1975,2010,46.90%,700 ml,NA,500,514 €,Auchentoshan Bourbon Cask,"Original Bottling, Lowlands Single Malt"
5,NA,NA,40.00%,750 ml,NA,NA,70 €,Auchentoshan (1980s),"Original Bottling, Lowlands Single Malt"
12,2005,2017,59.90%,200 ml,133,NA,85 €,Auchentoshan Distillery Cask,"Original Bottling, Lowlands Single Malt"
10,NA,NA,40.00%,750 ml,NA,NA,134 €,Auchentoshan Radi Clyde,"Original Bottling, Lowlands Single Malt"
NA,NA,NA,40.00%,1000 ml,NA,NA,41 €,Auchentoshan Select (Old Style),"Original Bottling, Lowlands Single Malt"
27,1989,2016,57.30%,700 ml,NA,360,126 €,Auchroisk,"Cadenhead, Speyside Single Malt"
25,1990,2015,57.50%,700 ml,NA,458,171 €,Aultmore,"Master of Malt, Speyside Single Malt"
12,1991,2003,57.90%,700 ml,NA,NA,117 €,Aultmore 73.13,"Scotch Malt Whisky Society, Speyside Single Malt"
14,1995,2009,43.00%,700 ml,NA,NA,49 €,Aultmore Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
