name,age,vintage,vol,ml,price
"Hanyu, Original BottlingSingle Cask b.2007One of 374 Bottles (Cask 9511)",17,1990,55.50%,700,1369 €January 2019
"Hanyu, Original Bottling26th AnniversaryOne of 700 Bottles",25,,48.00%,700,2275 €May 2019
"Hanyu, Original BottlingSingle Cask b.2013(Cask 518)",23,1990,53.90%,700,691 €October 2016
"Hanyu, Original BottlingSingle Cask(Cask 346)",,2000,58.20%,700,1217 €March 2019
"Hanyu, Original BottlingSingle Cask(Cask 923)",,2000,57.00%,700,847 €June 2017
"Hanyu, Original BottlingThe Wave b.2009One of 200 Bottles (Cask 9305)",19,1990,53.00%,700,2716 €June 2019
"Hanyu, Original BottlingNoh b.2010One of 463 Bottles (Cask 6066)",10,2000,61.00%,700,1805 €May 2018
"Hanyu, Original BottlingSingle Cask b.2014(Cask 921)",14,2000,57.60%,700,1185 €March 2019
"Hanyu, Original BottlingSingle Cask b.2011(Cask 9510)",11,2000,60.90%,700,1154 €November 2018
"Hanyu, Original BottlingGolden Horse",8,,43.00%,700,97 €August 2017
"Hanyu, Original BottlingSingle Cask(Cask 362)",,2000,56.10%,700,1297 €December 2018
"Hanyu, Original BottlingShinanoya Cask (3rd Release) b.2014One of 293 Bottles (Cask 1504)",14,2000,57.70%,700,1078 €May 2018
"Hanyu, Original BottlingGhost Series (8th Edition) b.2016One of 26 Bottles",,,60.10%,700,8474 €December 2017
"Hanyu, Original BottlingFull Proof (Caber Tossing) b.2006One of 204 Bottles (Cask 9204)",18,1988,56.30%,720,6173 €June 2019
"Hanyu, Original BottlingAce of Spades (First Release) b.2005One of 122 Bottles (Cask 9308)",20,1985,55.00%,720,28023 €August 2017
"Hanyu, Original BottlingWhisky Talk 2012 (Ichiro´s Malt) b.2012One of 446 Bottles",12,2000,60.50%,700,1089 €March 2019
"Hanyu, Original Bottling (Ichiro´s Malt)",20,,57.50%,700,2116 €April 2019
"Hanyu, Original BottlingSingle Cask (Ichiro´s Malt) b.2007One of 352 Bottles (Cask 9501)",19,1988,55.60%,700,1328 €December 2018
"Hanyu, Original BottlingK6 Diamonds Label (Ichiro´s Malt) b.2014One of 345 Bottles (Cask 123)",14,2000,60.00%,700,1198 €April 2018
"Hanyu, Original BottlingSingle Cask (Ichiro´s Malt) b.2013(Cask 381)",22,1991,57.10%,700,1222 €June 2018
"Hanyu, Original BottlingSingle Cask (Ichiro´s Malt) b.2015One of 300 Bottles (Cask 63)",15,2000,58.80%,700,1410 €March 2019
"Hanyu, Original BottlingSingle Cask (Ichiro´s Malt) b.2005One of 600 Bottles",17,1988,56.00%,700,961 €December 2018
"Hanyu, Original BottlingMalt Whisky (Ichiro´s Malt) b.2015One of 593 Bottles",5,2010,60.80%,700,1049 €June 2019
"Hanyu, Original BottlingMadeira Finish (Ichiro´s Malt) Strong Box b.2012One of 260 Bottles (Cask 1383)",26,1986,55.30%,700,1734 €September 2016
"Hanyu, Original Bottling27th Anniversary (Ichiro´s Malt)One of 700 Bottles",,1990,48.00%,700,1790 €June 2019
"Hanyu, Original Bottling (Ichiro´s Malt)",23,,58.00%,700,1729 €December 2018
"Hanyu, Original BottlingThe Game (Ichiro´s Malt) b.2013One of 299 Bottles (Cask 1302)",13,2000,59.50%,700,1915 €October 2017
"Hanyu, Original BottlingSingle Cask (Ichiro´s Malt) b.2015(Cask 358)",15,2000,56.50%,700,723 €December 2017
"Hanyu, Original Bottling3rd Anniversary (Ichiro´s Malt) b.2009One of 263 Bottles (Cask 9800)",9,2000,60.70%,700,1245 €February 2018
"Hanyu, Original BottlingSingle Cask (Ichiro´s Malt)(Cask 1732)",,1985,57.10%,700,1841 €September 2017
"Hanyu, Original BottlingFinal Vintage (Ichiro´s Malt)",15,,46.00%,700,910 €April 2019
"Hanyu, Original BottlingFinal Vintage (Ichiro´s Malt) b.2009One of 349 Bottles (Cask 6093)",9,2000,59.00%,700,946 €May 2019
"Hanyu, Original BottlingK6 Diamonds Label (Ichiro´s Malt) b.2014(Cask 123)",14,2000,60.00%,700,855 €November 2014
"Hanyu, Original Bottling28th Anniversary (Ichiro´s Malt)One of 359 Bottles",,1990,48.00%,700,1211 €December 2018
"Hanyu, Original BottlingSingle Cask (Ichiro´s Malt) b.2015(Cask 955)",15,2000,60.00%,700,1728 €June 2019
"Hanyu, Original BottlingThe Final Vintage (Ichiro´s Malt) b.2015One of 3710 Bottles",15,2000,46.50%,700,896 €June 2019
"Hanyu, Original BottlingSingle Cask (Ichiro´s Malt)(Cask 1386)",,1991,54.10%,700,2778 €June 2019
"Hanyu, Original BottlingK6 Spades Label (Ichiro´s Malt) b.2014One of 120 Bottles (Cask 1702)",14,2000,60.00%,700,1229 €April 2018
"Hanyu, Original BottlingFinal Vintage (Ichiro´s Malt)One of 438 Bottles (Cask 6095)",,2000,60.00%,700,654 €July 2016
"Hanyu, Original BottlingCask Strength (Ichiro´s Malt) b.2008",23,1985,58.00%,700,2149 €May 2019
"Hanyu, Original BottlingThe Game (Ichiro´s Malt) b.2014One of 192 Bottles (Cask 417)",26,1988,51.90%,700,4197 €June 2019
"Hanyu, Original BottlingQuarter Cask (Ichiro´s Malt) b.2012One of 167 Bottles (Cask 349)",12,2000,58.40%,700,988 €December 2018
"Hanyu, Original BottlingJoker Colour (Ichiro´s Malt Card)One of 3690 Bottles",,,57.70%,700,2845 €June 2019
"Hanyu, Original BottlingThree of Hears (Ichiro´s Malt Card) b.2010One of 807 Bottles (Cask 465)",10,2000,61.20%,700,3205 €April 2019
"Hanyu, Original BottlingFive of Clubs (Ichiro´s Malt Card)One of 372 Bottles (Cask 371)",,1991,57.40%,700,7308 €February 2019
"Hanyu, Original BottlingJoker Monochrome (Ichiro´s Malt Card) b.2009One of 241 Bottles",24,1985,54.90%,700,21786 €March 2019
"Hanyu, Original BottlingFive of Spades (Ichiro´s Malt Card) b.2008One of 632 Bottles (Cask 9601)",8,2000,60.50%,700,4691 €June 2019
"Hanyu, Original BottlingQueen of Diamonds (Ichiro´s Malt Card) b.2007One of 223 Bottles (Cask 9109)",22,1985,58.00%,700,14537 €May 2019
"Hanyu, Original BottlingSix of Diamonds (Ichiro´s Malt Card) b.2007One of 277 Bottles (Cask 9410)",7,2000,60.00%,700,6005 €June 2018
"Hanyu, Original BottlingQueen of Clubs (Ichiro´s Malt Card) b.2008One of 330 Bottles (Cask 7003)",20,1988,56.00%,700,9355 €March 2019
"Hanyu, Original BottlingSeven of Diamonds (Ichiro´s Malt Card) b.2010One of 570 Bottles (Cask 9031)",20,1990,54.80%,700,4298 €March 2018
"Hanyu, Original BottlingJack of Spades (Ichiro´s Malt Card) b.2007One of 349 Bottles (Cask 7002)",17,1990,54.00%,700,3220 €May 2017
"Hanyu, Original BottlingTwo of Spades (Ichiro´s Malt Card) b.2011One of 290 Bottles (Cask 477)",20,1991,55.80%,700,6209 €January 2019
"Hanyu, Original BottlingAce of Clubs (Ichiro´s Malt Card) b.2012One of 503 Bottles (Cask 9523)",12,2000,59.40%,700,7505 €April 2019
"Hanyu, Original BottlingSix of Hearts (Ichiro´s Malt Card) b.2012One of 564 Bottles (Cask 405)",21,1991,57.90%,700,4000 €November 2018
"Hanyu, Original BottlingAce of Spades (Ichiro´s Malt Card) b.2006One of 300 Bottles (Cask 9308)",21,1985,55.70%,700,15560 €October 2018
"Hanyu, Original BottlingSix of Clubs (Ichiro´s Malt Card) b.2009One of 597 Bottles (Cask 9020)",9,2000,57.90%,700,5308 €June 2019
"Hanyu, Original BottlingAce of Diamonds (Ichiro´s Malt Card) b.2008One of 527 Bottles (Cask 9023)",22,1986,56.40%,700,4423 €April 2019
"Hanyu, Original BottlingFour of Spades (Ichiro´s Malt Card) b.2010One of 570 Bottles (Cask 60)",10,2000,58.60%,700,3633 €March 2019
"Hanyu, Original BottlingThree of Spades (Ichiro´s Malt Card) b.2012One of 354 Bottles (Cask 7000)",22,1990,57.00%,700,4719 €January 2019
"Hanyu, Original BottlingFour of Diamonds (Ichiro´s Malt Card) b.2011One of 546 Bottles (Cask 9030)",11,2000,56.90%,700,5679 €June 2019
"Hanyu, Original BottlingKing of Clubs (Ichiro´s Malt Card) b.2010One of 417 Bottles (Cask 9108)",22,1988,58.00%,700,7881 €March 2019
"Hanyu, Original BottlingFour of Hearts (Ichiro´s Malt Card) b.2010One of 361 Bottles (Cask 529)",10,2000,59.20%,700,3278 €April 2018
"Hanyu, Original BottlingEight of Diamonds (Ichiro´s Malt Card) b.2009One of 595 Bottles (Cask 9302)",18,1991,57.00%,700,2754 €May 2016
"Hanyu, Original BottlingJack of Clubs (Ichiro´s Malt Card) b.2006One of 330 Bottles (Cask 9001)",15,1991,56.00%,700,7140 €January 2019
"Hanyu, Original BottlingQueen of Hearts (Ichiro´s Malt Card) b.2006One of 324 Bottles (Cask 9102)",16,1990,54.00%,700,10591 €November 2017
"Hanyu, Original BottlingKing of Hearts (Ichiro´s Malt Card) b.2009One of 444 Bottles (Cask 9033)",33,1986,55.40%,700,9099 €March 2019
"Hanyu, Original BottlingEight of Hearts (Ichiro´s Malt Card) b.2008One of 617 Bottles (Cask 9303)",17,1991,56.80%,700,6913 €June 2019
"Hanyu, Original BottlingEight of Clubs (Ichiro´s Malt Card) b.2011One of 561 Bottles (Cask 7100)",23,1988,57.50%,700,5309 €May 2019
"Hanyu, Original BottlingEight of Hearts (Ichiro´s Malt Card) b.2008One of 617 Bottles (Cask 9303)",17,1991,56.80%,700,6913 €June 2019
"Hanyu, Original BottlingNine of Diamonds (Ichiro´s Malt Card) b.2009One of 248 Bottles (Cask 9421)",24,1985,58.20%,700,5602 €January 2018
"Hanyu, Original BottlingSix of Hearts (Ichiro´s Malt Card) b.2012One of 564 Bottles (Cask 405)",21,1991,57.90%,700,4000 €November 2018
"Hanyu, Original BottlingJoker Colour (Ichiro´s Malt Card)One of 3690 Bottles",,,57.70%,700,2845 €June 2019
"Hanyu, Original BottlingJack of Spades (Ichiro´s Malt Card) b.2007One of 349 Bottles (Cask 7002)",17,1990,54.00%,700,3220 €May 2017
"Hanyu, Original BottlingJoker Monochrome (Ichiro´s Malt Card) b.2009One of 241 Bottles",24,1985,54.90%,700,21786 €March 2019
"Hanyu, Original BottlingThree of Spades (Ichiro´s Malt Card) b.2012One of 354 Bottles (Cask 7000)",22,1990,57.00%,700,4719 €January 2019
"Hanyu, Original BottlingSix of Clubs (Ichiro´s Malt Card) b.2009One of 597 Bottles (Cask 9020)",9,2000,57.90%,700,5308 €June 2019
"Hanyu, Original BottlingFour of Spades (Ichiro´s Malt Card) b.2010One of 570 Bottles (Cask 60)",10,2000,58.60%,700,3633 €March 2019
"Hanyu, Original BottlingAce of Diamonds (Ichiro´s Malt Card) b.2008One of 527 Bottles (Cask 9023)",22,1986,56.40%,700,4423 €April 2019
"Hanyu, Original BottlingJack of Clubs (Ichiro´s Malt Card) b.2006One of 330 Bottles (Cask 9001)",15,1991,56.00%,700,7140 €January 2019
"Hanyu, Original BottlingFour of Diamonds (Ichiro´s Malt Card) b.2011One of 546 Bottles (Cask 9030)",11,2000,56.90%,700,5679 €June 2019
"Hanyu, Original BottlingKing of Clubs (Ichiro´s Malt Card) b.2010One of 417 Bottles (Cask 9108)",22,1988,58.00%,700,7881 €March 2019
"Hanyu, Original BottlingEight of Clubs (Ichiro´s Malt Card) b.2011One of 561 Bottles (Cask 7100)",23,1988,57.50%,700,5309 €May 2019
"Hanyu, Original BottlingAce of Spades (Ichiro´s Malt Card) b.2006One of 300 Bottles (Cask 9308)",21,1985,55.70%,700,15560 €October 2018
"Hanyu, Original BottlingEight of Diamonds (Ichiro´s Malt Card) b.2009One of 595 Bottles (Cask 9302)",18,1991,57.00%,700,2754 €May 2016
"Hanyu, Original BottlingKing of Hearts (Ichiro´s Malt Card) b.2009One of 444 Bottles (Cask 9033)",33,1986,55.40%,700,9099 €March 2019
"Hanyu, Original BottlingKing of Spades (Ichiro´s Malt Card) b.2007One of 271 Bottles (Cask 9418)",21,1986,57.00%,700,9450 €February 2019
"Hanyu, Original BottlingFour of Hearts (Ichiro´s Malt Card) b.2010One of 361 Bottles (Cask 529)",10,2000,59.20%,700,3278 €April 2018
"Hanyu, Original BottlingFive of Diamonds (Ichiro´s Malt Card) b.2012One of 652 Bottles (Cask 1305)",12,2000,57.70%,700,4424 €May 2019
"Hanyu, Original BottlingTen of Hearts (Ichiro´s Malt Card) b.2011One of 295 Bottles (Cask 463)",11,2000,61.00%,700,7689 €March 2019
"Hanyu, Original BottlingSeven of Hearts (Ichiro´s Malt Card) b.2007One of 636 Bottles (Cask 9002)",17,1990,54.00%,700,3992 €May 2017
"Hanyu, Original BottlingNine of Clubs (Ichir´s Malt Card) b.2011One of 238 Bottles (Cask 401)",20,1991,57.30%,700,16970 €November 2017
"Hanyu, Original BottlingFull Proof (Nice Butt) b.2007One of 534 Bottles (Cask 9307)",19,1988,55.00%,700,3951 €June 2019
"Hanyu, Original BottlingFinal Vintage (Single Cask) b.2010",10,2000,48.00%,700,802 €June 2019
"Hanyu, Original BottlingZuma Roka (Single Cask) b.2014(Cask 919)",14,2000,57.40%,700,1730 €March 2019
"Hanyu, Original BottlingFull Proof (Single Cask) b.2008One of 200 Bottles (Cask 9306)",20,1988,55.00%,700,4271 €April 2019
"Hanyu, Original BottlingNoh Single Cask (Spanish Oak) b.2009One of 625 Bottles (Cask 9306)",21,1988,55.60%,700,1910 €February 2019
"Hanyu, Part des AngesClosed Distilleries b.2008One of 305 Bottles (Cask 2812)",22,1986,58.40%,700,1379 €May 2018
"Hanyu, Scotch Malt Whisky Society131.1 b.2013One of 212 Bottles",22,1991,57.40%,700,1427 €July 2018
"Hanyu, Scotch Malt Whisky Society131.2One of 646 Bottles",13,,55.10%,700,1517 €May 2019
"Hanyu, ShinanoyaThe Game b.2012One of 232 Bottles (Cask 9805)",12,2000,59.00%,700,2110 €April 2019
"Karuizawa, Daily Dram b.2008One of 200 Bottles (Cask 6994)",31,1977,62.70%,700,4590 €April 2019
"Karuizawa, Full Proof EuropeSingle Cask b.2005One of 204 Bottles (Cask 2221)",11,1994,61.00%,700,2130 €May 2018
"Karuizawa, Ichiro AkutoThe Essence of KaruizawaOne of 677 Bottles",40,,46.00%,700,1120 €January 2018
"Karuizawa, Martin's SelectionSingle Cask b.2004One of 342 Bottles (Cask 6249)",31,1973,56.00%,700,5126 €March 2019
"Karuizawa, Number One DrinksSingle Cask b.2008One of 528 Bottles (Cask 7290)",36,1972,65.00%,700,6005 €June 2019
"Karuizawa, Original Bottling",15,,40.00%,700,677 €May 2019
"Karuizawa, Original BottlingSamurai b.2014One of 83 Bottles (Cask 2031)",27,1987,58.40%,700,3893 €April 2017
"Karuizawa, Original BottlingGeisha Cask b.2010One of 573 Bottles (Cask 6256)",29,1981,60.50%,700,3486 €January 2018
"Karuizawa, Original BottlingRare Vintage b.2013",16,1997,62.00%,700,2052 €March 2019
"Karuizawa, Original BottlingGolden GeishaOne of 129 Bottles (Cask 3579)",33,,63.40%,700,13580 €June 2019
"Karuizawa, Original BottlingBar Show 2016 b.2016One of 420 Bottles (Cask 2520)",17,1999,60.30%,700,1474 €March 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 2279)",29,1982,58.10%,700,3805 €August 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 8309)",30,1981,57.00%,700,2757 €June 2018
"Karuizawa, Original BottlingGeisha b.2013One of 350 Bottles (Cask 8606)",30,1983,55.80%,700,4938 €June 2019
"Karuizawa, Original BottlingGeisha b.2014(Cask 5347)",30,1984,58.20%,700,8765 €June 2019
"Karuizawa, Original BottlingThe Crowning Cask b.2018One of 48 Bottles (Cask 7661)",25,1993,64.00%,700,6321 €May 2019
"Karuizawa, Original BottlingGeisha b.2012One of 467 Bottles (Cask 7267)",41,1971,62.80%,700,8479 €June 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 7914)",27,1984,59.30%,700,2946 €August 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 4747)",34,1977,66.90%,700,4362 €December 2017
"Karuizawa, Original BottlingSingle Sherry Cask b.2015One of 199 Bottles (Cask 2372)",50,1965,62.30%,700,28048 €April 2019
"Karuizawa, Original BottlingSingle Cask b.2016One of 102 Bottles (Cask 226)",35,1981,57.30%,700,5732 €October 2018
"Karuizawa, Original BottlingTokyo Bar Show 2013(Cask 7603)",,2000,62.40%,700,1296 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2007(Cask 7683)",19,1988,59.30%,700,1869 €October 2018
"Karuizawa, Original BottlingPure Malt",12,,40.00%,700,745 €January 2019
"Karuizawa, Original BottlingSingle Cask b.2012(Cask 8597)",29,1983,62.10%,700,4080 €April 2019
"Karuizawa, Original BottlingSingle Cask b.2014One of 358 Bottles (Cask 4201)",30,1984,57.40%,700,3974 €January 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 7502)",30,1981,55.90%,700,3805 €August 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 6207)",30,1981,58.30%,700,2947 €March 2019
"Karuizawa, Original BottlingSuji Bachi Kabuto b.2014One of 119 Bottles",33,1981,63.40%,700,3265 €February 2018
"Karuizawa, Original BottlingGeisha b.2010One of 554 Bottles (Cask 7818)",34,1976,63.60%,750,5575 €March 2019
"Karuizawa, Original BottlingSingle Cask b.2010One of 547 Bottles (Cask 2541)",25,1985,58.90%,700,3278 €April 2018
"Karuizawa, Original BottlingSingle Cask b.2006One of 204 Bottles (Cask 2221)",12,1994,61.00%,700,1905 €November 2018
"Karuizawa, Original BottlingPrendre le Rythme b.2012(Cask 78)",31,1981,60.50%,700,3583 €December 2018
"Karuizawa, Original BottlingMurasaki GeishaOne of 60 Bottles",31,,60.10%,700,15169 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2012(Cask 8444)",30,1982,58.60%,700,4664 €August 2018
"Karuizawa, Original Bottling Miniature b.2012(Cask 3603)",48,1964,57.70%,50,1959 €May 2019
"Karuizawa, Original BottlingNoh b.2009One of 486 Bottles (Cask 6719)",33,1976,63.00%,700,6001 €June 2019
"Karuizawa, Original BottlingSamurai b.2014",31,1983,59.10%,700,4671 €April 2017
"Karuizawa, Original BottlingNoh b.2007One of 528 Bottles (Cask 7026)",30,1977,62.80%,700,5334 €February 2019
"Karuizawa, Original BottlingGeisha b.2017One of 465 Bottles (Cask 6258)",18,1999,61.20%,700,1771 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 8800)",30,1981,64.80%,700,3089 €October 2017
"Karuizawa, Original BottlingNoh Single Cask b.2012One of 207 Bottles (Cask 348)",31,1981,58.90%,700,4845 €April 2019
"Karuizawa, Original BottlingGolden Samurai b.2015",35,1980,61.60%,700,5482 €April 2019
"Karuizawa, Original BottlingSingle Cask b.2013(Cask 7752)",34,1979,59.90%,700,3289 €June 2018
"Karuizawa, Original BottlingSpirit of Asama b.2012",13,,48.00%,700,895 €June 2019
"Karuizawa, Original BottlingGeisha b.2018One of 265 Bottles (Cask 8518)",35,,59.10%,700,8642 €June 2019
"Karuizawa, Original BottlingGeisha b.2012One of 460 Bottles (Cask 2233)",29,1983,59.40%,700,3109 €September 2018
"Karuizawa, Original BottlingBalanced Sherry b.2012(Cask 7590)",12,2000,60.90%,700,1466 €April 2019
"Karuizawa, Original BottlingSingle CaskOne of 484 Bottles (Cask 7436)",,1999,60.60%,700,1833 €May 2019
"Karuizawa, Original BottlingNoh b.2009One of 480 Bottles (Cask 270)",15,1994,62.70%,700,1638 €February 2019
"Karuizawa, Original BottlingNoh b.2009One of 190 Bottles (Cask 4592)",32,1977,60.70%,700,6085 €January 2019
"Karuizawa, Original Bottling8-Headed Dragon b.2016One of 530 Bottles (Cask 171)",35,1981,54.40%,700,6173 €June 2019
"Karuizawa, Original BottlingUniting Nations b.2010One of 677 Bottles",40,1970,46.00%,700,1363 €November 2017
"Karuizawa, Original Bottling Decanter",17,,40.00%,700,926 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 2634)",30,1981,55.20%,700,3847 €March 2019
"Karuizawa, Original BottlingNoh Single Cask b.2012One of 82 Bottles (Cask 1842)",41,1971,63.70%,700,8970 €March 2018
"Karuizawa, Original Bottling100% Malt Whisky",15,,40.00%,700,544 €August 2017
"Karuizawa, Original BottlingMercian b.2005(Cask 2011)",11,1994,62.80%,700,2278 €September 2018
"Karuizawa, Original BottlingNoh b.2012One of 335 Bottles (Cask 3565)",32,1980,59.20%,700,4938 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2017One of 378 Bottles (Cask 2410)",18,1999,59.90%,700,1261 €April 2018
"Karuizawa, Original BottlingSingle Cask b.2010(Cask 3312)",13,1997,60.20%,700,1059 €October 2018
"Karuizawa, Original BottlingNoh b.2015One of 495 Bottles (Cask 2326)",15,2000,62.20%,700,2933 €November 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 2961)",27,1984,57.70%,200,776 €July 2017
"Karuizawa, Original BottlingDistillery Exclusive b.2002(Cask 2409)",21,1981,58.60%,700,2855 €April 2017
"Karuizawa, Original BottlingSamurai b.2014One of 260 Bottles (Cask 3656)",30,1984,60.80%,700,8568 €February 2019
"Karuizawa, Original BottlingGeisha b.2012One of 540 Bottles (Cask 3186)",28,1984,58.00%,700,3263 €September 2018
"Karuizawa, Original BottlingNoh b.2012One of 302 Bottles (Cask 7893)",23,1989,63.90%,700,2572 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2007(Cask 6978)",15,1992,62.80%,700,890 €October 2017
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 1985)",41,1970,59.10%,700,5229 €August 2018
"Karuizawa, Original BottlingGolden GeishaOne of 129 Bottles (Cask 3579)",33,,63.40%,700,13580 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2014One of 175 Bottles (Cask 8354)",30,1984,53.30%,700,13034 €December 2016
"Karuizawa, Original BottlingSingle Cask b.2012One of 12 Bottles (Cask 2961)",28,1984,57.70%,700,5255 €April 2017
"Karuizawa, Original BottlingSingle Cask b.2005(Cask 7587)",30,1975,63.60%,700,3477 €May 2017
"Karuizawa, Original BottlingGeisha b.2018One of 170 Bottles (Cask 8908)",33,,54.40%,700,11630 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2012(Cask 4803)",31,1981,62.20%,700,2984 €April 2017
"Karuizawa, Original BottlingSingle Cask b.2011One of 523 Bottles (Cask 7038)",39,1972,63.30%,700,5506 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2007One of 430 Bottles (Cask 3330)",15,1992,61.50%,700,1666 €March 2019
"Karuizawa, Original BottlingSingle Cask b.2016One of 505 Bottles (Cask 6412)",35,1981,57.70%,700,8611 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2007(Cask 3318)",16,1991,62.50%,700,1205 €June 2018
"Karuizawa, Original BottlingGeisha b.2014One of 392 Bottles (Cask 3626)",40,1974,64.50%,700,12095 €February 2019
"Karuizawa, Original BottlingGloria Ocean",,,43.00%,720,135 €August 2018
"Karuizawa, Original BottlingSingle Cask b.2012One of 584 Bottles (Cask 162)",31,1981,55.80%,700,4101 €March 2019
"Karuizawa, Original BottlingKohaku",10,,40.00%,700,1085 €July 2018
"Karuizawa, Original BottlingSingle Cask b.2014One of 358 Bottles (Cask 4201)",30,1984,57.40%,700,3974 €January 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 3462)",28,1983,58.90%,700,2749 €August 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 6207)",30,1981,58.30%,700,2947 €March 2019
"Karuizawa, Original BottlingGeisha b.2012One of 427 Bottles (Cask 4010)",35,1977,65.90%,700,3948 €May 2018
"Karuizawa, Original BottlingCarpe Koi Series b.2012(Cask 4021)",28,1984,64.50%,700,3650 €November 2018
"Karuizawa, Original BottlingBar Show 2016 b.2016One of 420 Bottles (Cask 2520)",17,1999,60.30%,700,1474 €March 2019
"Karuizawa, Original BottlingSingle Cask b.2007One of 480 Bottles",19,1988,58.30%,700,1165 €February 2019
"Karuizawa, Original BottlingGeisha b.2013One of 350 Bottles (Cask 8606)",30,1983,55.80%,700,4938 €June 2019
"Karuizawa, Original BottlingBrilliant Sherry b.2012(Cask 199)",12,2000,60.20%,700,1235 €June 2019
"Karuizawa, Original BottlingMercian",,,37.00%,660,92 €September 2018
"Karuizawa, Original BottlingSingle CaskOne of 484 Bottles (Cask 7436)",,1999,60.60%,700,1833 €May 2019
"Karuizawa, Original BottlingGeisha b.2014(Cask 5347)",30,1984,58.20%,700,8765 €June 2019
"Karuizawa, Original Bottling Decanter",17,,40.00%,700,926 €June 2019
"Karuizawa, Original BottlingMercian b.2008(Cask 5021)",13,1995,63.00%,500,1304 €January 2019
"Karuizawa, Original BottlingNoh Single Cask b.2012One of 207 Bottles (Cask 348)",31,1981,58.90%,700,4845 €April 2019
"Karuizawa, Original BottlingThe Last Bottling b.2013",14,1999,60.50%,200,479 €February 2019
"Karuizawa, Original BottlingGolden Samurai b.2015",35,1980,61.60%,700,5482 €April 2019
"Karuizawa, Original BottlingSpirit of Asama b.2012",13,,48.00%,700,895 €June 2019
"Karuizawa, Original BottlingPure Malt",12,,40.00%,700,745 €January 2019
"Karuizawa, Original BottlingSingle Cask b.2013(Cask 4556)",33,1980,60.30%,700,4010 €May 2018
"Karuizawa, Original BottlingNoh b.2007One of 186 Bottles (Cask 5004)",12,1995,63.00%,700,2710 €December 2018
"Karuizawa, Original BottlingSingle Cask b.2013(Cask 6431)",33,1980,62.10%,700,8647 €December 2018
"Karuizawa, Original BottlingGeisha b.2010One of 554 Bottles (Cask 7818)",34,1976,63.60%,750,5575 €March 2019
"Karuizawa, Original BottlingSingle Cask b.2013One of 271 Bottles (Cask 3662)",29,1984,61.00%,700,4740 €December 2018
"Karuizawa, Original BottlingHanshin Tigers Mercian",,,40.00%,700,759 €June 2019
"Karuizawa, Original BottlingPrendre le Rythme b.2012(Cask 78)",31,1981,60.50%,700,3583 €December 2018
"Karuizawa, Original BottlingSingle Cask b.2014(Cask 5410)",30,1984,57.70%,700,2521 €April 2018
"Karuizawa, Original BottlingSingle Cask b.2009One of 390 Bottles (Cask 7981)",28,1981,59.60%,700,2749 €August 2018
"Karuizawa, Original BottlingHarbour City b.2015One of 212 Bottles (Cask 4376)",35,1980,60.10%,700,8849 €May 2019
"Karuizawa, Original BottlingMemories b.2013(Cask 855)",14,1999,57.00%,700,1402 €April 2019
"Karuizawa, Original BottlingGhost Series b.2012One of 140 Bottles (Cask 3681)",16,1996,59.50%,700,2657 €August 2017
"Karuizawa, Original BottlingNoh Single Cask b.2012One of 82 Bottles (Cask 1842)",41,1971,63.70%,700,8970 €March 2018
"Karuizawa, Original Bottling100% Malt Whisky",15,,40.00%,700,544 €August 2017
"Karuizawa, Original BottlingGeisha Label b.2017One of 324 Bottles",18,,61.40%,700,1852 €June 2019
"Karuizawa, Original BottlingSherry CaskOne of 46 Bottles",,1988,57.90%,700,7654 €June 2019
"Karuizawa, Original BottlingSamurai b.2015One of 1981 Bottles (Cask 6355)",34,1981,59.80%,700,8027 €May 2019
"Karuizawa, Original BottlingNoh b.2012One of 335 Bottles (Cask 3565)",32,1980,59.20%,700,4938 €June 2019
"Karuizawa, Original BottlingGeisha b.2017One of 465 Bottles (Cask 6258)",18,1999,61.20%,700,1771 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 8800)",30,1981,64.80%,700,3089 €October 2017
"Karuizawa, Original BottlingSingle Cask b.2014One of 508 Bottles (Cask 7857)",30,1984,58.00%,700,2893 €May 2018
"Karuizawa, Original BottlingSingle Cask b.2012(Cask 6177)",42,1970,64.30%,700,7649 €April 2019
"Karuizawa, Original BottlingSingle Cask b.2008(Cask 7387)",22,1986,60.70%,700,2268 €February 2019
