Index,age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type,country,name_1,name_2
2308,17,1965,1982,43.00%,750,2035.74,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
2309,43,1965,2008,48.40%,700,1623.93,Macallan Càrn Mòr,"Scottish Liqueur Centre, Speyside Single Malt",Scottish Liqueur Centre,Speyside,UK,Macallan,Macallan Càrn
2310,28,1965,1993,55.70%,50,122.1,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Macallan,Macallan
2311,28,1965,1993,55.70%,50,56.61,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Macallan,Macallan
2312,26,1966,1992,43.00%,50,306.36,Macallan (Limited Edition),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Limited
2313,25,1966,1991,43.00%,750,3241.2,Macallan Anniversary Malt (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
2314,30,1966,1996,51.60%,50,227.55,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Macallan,Macallan
2315,30,1968,1998,57.10%,700,1615.05,Macallan Cask Strength,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Macallan,Macallan Cask
2316,35,1968,2003,40.30%,750,1659.45,Macallan (US Import),"Jim McEwan, Speyside Single Malt",Jim McEwan,Speyside,UK,Macallan,Macallan (US
2317,25,1970,1995,43.00%,750,2470.86,Macallan Anniversary Malt (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
2318,25,1971,1996,43.00%,700,2666.22,Macallan Anniversary Malt (Giovinetti & Figli),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
2319,25,1976,2001,50.00%,700,1119.99,Macallan First Bottling,"Silver Seal, Speyside Single Malt",Silver Seal,Speyside,UK,Macallan,Macallan First
2320,18,1979,1997,40.00%,750,3008.1,Macallan Gran Reserva (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Gran
2321,18,1980,1998,40.00%,750,3304.47,Macallan Gran Reserva (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Gran
2322,19,1988,2007,56.30%,700,580.53,Macallan Cask Strength,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Macallan,Macallan Cask
2323,12,1989,2001,40.00%,700,103.23,Macallan,"Glen Almond Whisky Syndicate, Speyside Single Malt",Glen Almond Whisky Syndicate,Speyside,UK,Macallan,Macallan
2324,15,1990,2005,50.00%,700,166.5,Macallan The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,Macallan,Macallan The
2325,25,1990,2015,52.00%,700,699.3,Macallan XOP,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,Macallan,Macallan XOP
2326,11,1990,2001,46.00%,700,105.45,Macallan,"Dun Eideann, Speyside Single Malt",Dun Eideann,Speyside,UK,Macallan,Macallan
2327,15,1990,2005,58.50%,700,1385.28,Macallan Easter Elchie (Seasonal Selection),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
2328,12,1990,2002,40.00%,1000,289.71,Macallan Elegancia,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Elegancia
2329,9,1990,1999,46.00%,700,89.91,Macallan Single Cask,"The Whisky House, Speyside Single Malt",The Whisky House,Speyside,UK,Macallan,Macallan Single
2330,13,1991,2004,43.00%,700,101.01,Macallan Best Casks of Scotland,"Jean Boyer, Speyside Single Malt",Jean Boyer,Speyside,UK,Macallan,Macallan Best
2331,18,1991,2009,43.00%,700,429.57,Macallan,"Glen Alba, Speyside Single Malt",Glen Alba,Speyside,UK,Macallan,Macallan
2332,22,1995,2017,52.70%,750,6103.89,Macallan Exceptional Cask (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
2333,20,1996,2016,54.60%,750,5241.42,Macallan Exceptional Cask (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
2334,,2000,,43.00%,700,387.39,Macallan Speymalt (Father Time),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
2335,15,2002,2017,58.50%,750,3815.07,Macallan Exceptional Cask (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
2336,14,2003,2017,60.80%,700,3442.11,Macallan Exceptional Cask #3,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
2337,14,2003,2017,60.80%,750,2967.03,Macallan Exceptional Cask #3,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
2338,12,2004,2016,65.20%,700,4171.38,Macallan Exceptional Cask (1990s),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
2339,12,2004,2016,65.20%,750,3351.09,Macallan Exceptional Cask (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
2340,12,2005,2017,63.80%,750,3396.6,Macallan Exceptional Cask (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
2843,15,1985,2000,43.00%,750,800.31,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
2844,18,1973,1991,43.00%,700,1857.03,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
2845,18,1974,1992,43.00%,750,2251.08,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
2846,18,1981,1999,43.00%,750,2681.76,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
2847,18,1985,2003,43.00%,750,1118.88,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
2848,18,1985,2003,43.00%,50,217.56,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
2849,18,1986,2004,43.00%,700,1153.29,Macallan (Old Style),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Old
2850,33,1937,1970,45.71%,750,4146.96,Macallan (1970s),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (1970s)
2851,33,1937,1970,40.00%,750,3946.05,Macallan (1970s),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (1970s)
2852,35,1940,1975,43.00%,750,3505.38,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
2853,33,1946,1979,40.00%,750,2891.55,Macallan (Pinerolo),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Pinerolo)
2854,8,1952,1960,45.71%,750,6220.44,Macallan (Rinaldi),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Rinaldi)
2855,,1959,,45.71%,750,3796.2,Macallan (Rinaldi),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Rinaldi)
2856,,1960,,45.71%,750,3265.62,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
2857,11,1968,1979,42.86%,750,1161.06,Macallan,"Berry Bros & Rudd, Speyside Single Malt",Berry Bros & Rudd,Speyside,UK,Macallan,Macallan
2858,8,1969,1977,49.60%,722,1409.7,Macallan (US Import),"Averys, Speyside Single Malt",Averys,Speyside,UK,Macallan,Macallan (US
2859,26,1969,1995,43.70%,700,863.58,Macallan,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Macallan,Macallan
2860,35,1972,2007,43.00%,750,1295.37,Macallan Speymalt (US Import),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
2861,25,1975,2000,43.00%,750,2354.31,Macallan Anniversary (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
2862,27,1977,2004,51.00%,700,724.83,Macallan Old & Rare,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,Macallan,Macallan Old
2863,25,1978,2003,50.00%,700,360.75,Macallan The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,Macallan,Macallan The
2864,22,1979,2001,53.50%,700,360.75,Macallan Scott´s Selection,"Robert Scott & Co, Speyside Single Malt",Robert Scott & Co,Speyside,UK,Macallan,Macallan Scott´s
2865,31,1985,2016,52.80%,700,1174.38,Macallan Càrn Mòr,"Scottish Liqueur Centre, Speyside Single Malt",Scottish Liqueur Centre,Speyside,UK,Macallan,Macallan Càrn
2866,26,1989,2015,49.60%,700,304.14,Macallan Authentic Collection,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Macallan,Macallan Authentic
2867,21,1989,2010,45.20%,700,219.78,Macallan,"Premier Bond, Speyside Single Malt",Premier Bond,Speyside,UK,Macallan,Macallan
2868,14,1989,2003,45.00%,700,376.29,Macallan Single Cask,"Samaroli, Speyside Single Malt",Samaroli,Speyside,UK,Macallan,Macallan Single
2869,23,1989,2012,50.10%,700,202.02,Macallan Scott´s Selection,"Robert Scott & Co, Speyside Single Malt",Robert Scott & Co,Speyside,UK,Macallan,Macallan Scott´s
2870,21,1990,2011,51.50%,700,204.24,Macallan,"Malts of Scotland, Speyside Single Malt",Malts of Scotland,Speyside,UK,Macallan,Macallan
2871,17,1996,2013,55.30%,700,2145.63,Macallan Easter Elchies,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
2872,20,1997,2017,46.60%,750,29321.76,Macallan Exceptional Cask (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
2873,12,2004,2016,68.20%,750,4146.96,Macallan Exceptional Cask (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
3478,18,1973,1991,43.00%,750,1773.78,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
3479,18,1975,1993,43.00%,750,1747.14,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
3480,12,1979,1991,45.71%,50,46.62,Macallan (1970s),"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Macallan,Macallan (1970s)
3481,51,1948,1999,46.60%,700,11474.07,Macallan Select Reserve,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Select
3482,,1950,,43.00%,750,4891.77,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
3483,15,1958,1973,43.00%,750,1188.81,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
3484,,1961,,45.71%,750,3575.31,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
3485,24,1963,1987,46.00%,750,1132.2,Macallan,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Macallan,Macallan
3486,25,1964,1989,43.00%,750,2945.94,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
3487,29,1965,1994,50.80%,700,1582.86,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Macallan,Macallan
3488,32,1966,1998,40.00%,700,1248.75,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
3489,35,1968,2003,41.20%,700,1096.68,Macallan,"Duncan Taylor, Speyside Single Malt",Duncan Taylor,Speyside,UK,Macallan,Macallan
3490,30,1971,2001,56.40%,700,14229.09,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Fine
3491,30,1971,2001,55.90%,700,12283.26,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Fine
3492,22,1974,1996,43.00%,700,411.81,Macallan,"Blackadder, Speyside Single Malt",Blackadder,Speyside,UK,Macallan,Macallan
3493,30,1974,2004,56.50%,700,15084.9,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Fine
3494,,1974,,43.00%,700,1104.45,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
3495,14,1980,1994,43.00%,750,479.52,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Macallan,Macallan
3496,19,1988,2007,54.20%,700,219.78,Macallan Rare Auld,"Duncan Taylor, Speyside Single Malt",Duncan Taylor,Speyside,UK,Macallan,Macallan Rare
3497,25,1989,2014,54.70%,700,641.58,Macallan Artist Collection,"La Maison du Whisky, Speyside Single Malt",La Maison du Whisky,Speyside,UK,Macallan,Macallan Artist
3498,25,1989,2014,51.40%,700,465.09,Macallan,"Sansibar, Speyside Single Malt",Sansibar,Speyside,UK,Macallan,Macallan
3499,12,1989,2001,60.10%,700,143.19,Macallan Barrel Selection,"Wilson & Morgan, Speyside Single Malt",Wilson & Morgan,Speyside,UK,Macallan,Macallan Barrel
3500,17,1991,2008,46.00%,700,240.87,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
3501,20,1994,2014,43.00%,700,133.2,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
3502,8,1996,2004,46.00%,700,119.88,Macallan,"Murray McDavid, Speyside Single Malt",Murray McDavid,Speyside,UK,Macallan,Macallan
3503,12,1998,2010,46.00%,700,169.83,Macallan,"Murray McDavid, Speyside Single Malt",Murray McDavid,Speyside,UK,Macallan,Macallan
3506,50,1939,1989,40.00%,50,82.14,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
3902,18,1981,1999,40.00%,700,1033.41,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
3903,18,1983,2001,43.00%,700,1124.43,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
3904,16,1990,2006,46.00%,700,99.9,Macallan,"James MacArthur, Speyside Single Malt",James MacArthur,Speyside,UK,Macallan,Macallan
3905,50,1937,1987,40.00%,50,149.85,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
3906,50,1938,1988,40.00%,50,137.64,Macallan Pure Malt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Pure
4361,15,1985,2000,43.00%,700,569.43,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
4362,33,1937,1970,40.00%,750,4062.6,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
4363,40,1939,1979,43.00%,750,30754.77,Macallan Fine and Rare (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Fine
4364,31,1939,1970,40.00%,750,4263.51,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
4365,52,1950,2002,51.70%,700,26342.52,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Fine
4366,25,1950,1975,43.00%,750,1621.71,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
4367,,1954,,45.71%,750,3575.31,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
4368,,1955,,46.00%,750,4644.24,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
4369,,1959,,45.71%,750,4668.66,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
4370,43,1959,2002,46.70%,700,34331.19,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Fine
4371,,1961,,57.14%,750,4262.4,Macallan 100 Proof,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan 100
4372,43,1965,2008,54.30%,700,1529.58,Macallan Càrn Mòr,"Scottish Liqueur Centre, Speyside Single Malt",Scottish Liqueur Centre,Speyside,UK,Macallan,Macallan Càrn
4373,,1973,,40.00%,700,996.78,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
4374,21,1974,1995,46.00%,700,647.13,Macallan (Old Style),"Murray McDavid, Speyside Single Malt",Murray McDavid,Speyside,UK,Macallan,Macallan (Old
4375,,1989,,46.00%,700,57.72,Macallan,"McIntyre's Malt Whisky Coy, Speyside Single Malt",McIntyre's Malt Whisky Coy,Speyside,UK,Macallan,Macallan
4376,12,1990,2002,57.40%,500,1429.68,Macallan Cask Strength,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Cask
4377,16,1990,2006,46.00%,700,137.64,Macallan,"Murray McDavid, Speyside Single Malt",Murray McDavid,Speyside,UK,Macallan,Macallan
4378,14,1991,2005,46.00%,700,107.67,Macallan Alchemist,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Alchemist
4379,15,1997,2012,53.70%,700,143.19,Macallan Single Cask Series,"Master of Malt, Speyside Single Malt",Master of Malt,Speyside,UK,Macallan,Macallan Single
4380,12,1997,2009,46.00%,700,119.88,Macallan McGibbon´s Provenance,"Douglas McGibbon, Speyside Single Malt",Douglas McGibbon,Speyside,UK,Macallan,Macallan McGibbon´s
4381,15,1997,2012,46.00%,700,67.71,Macallan First Cask,"Direct Wines, Speyside Single Malt",Direct Wines,Speyside,UK,Macallan,Macallan First
4384,50,1937,1987,40.00%,750,2656.23,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
4385,50,1940,1990,40.00%,50,150.96,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
4415,,1939,,40.00%,50,116.55,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
4504,,1959,,45.70%,750,873.57,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan
4505,,1963,,43.00%,757,1540.68,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
4506,12,1989,2001,45.70%,700,178.71,Macallan Malts of Distinction,"Morrison Fairlie Distillery Co., Speyside Single Malt",Morrison Fairlie Distillery Co.,Speyside,UK,Macallan,Macallan Malts
4507,13,1995,2008,52.30%,700,3201.24,Macallan Easter Elchie,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
4737,15,1984,1999,43.00%,50,122.1,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
4738,,1939,,40.00%,750,2877.12,Macallan (Crystal Decanter),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Crystal
4739,25,1965,1990,43.00%,750,2595.18,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
4740,25,1971,1996,43.00%,700,333,Macallan Finest Collection,"Hart Brothers, Speyside Single Malt",Hart Brothers,Speyside,UK,Macallan,Macallan Finest
4741,25,1972,1997,43.00%,700,2461.98,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
4742,31,1973,2004,43.00%,700,632.7,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
