name,age,vintage,vol,ml,price
"Springbank, Adelphi b.2004",35,1969,58.50%,700,1310 €November 2018
"Springbank, Adelphi b.2012One of 220 Bottles (Cask 72)",16,1996,53.90%,700,175 €October 2018
"Springbank, AdelphiEddie Edmonstone at Blairgar b.2012One of 60 Bottles",16,1996,54.10%,700,184 €August 2018
"Springbank, Adelphi b.2011One of 225 Bottles (Cask 1035/1)",14,1997,52.50%,700,140 €November 2016
"Springbank, Adelphi b.2010One of 261 Bottles",12,1998,51.50%,700,91 €November 2016
"Springbank, Adelphi b.1997",32,1965,50.80%,700,2552 €January 2018
"Springbank, Adelphi b.2009One of 257 Bottles (Cask 132)",17,1992,54.30%,700,146 €December 2018
"Springbank, Adelphi b.2003(Cask 1622)",33,1970,54.40%,700,1819 €January 2019
"Springbank, Adelphi b.1997",32,1965,51.50%,700,2484 €January 2019
"Springbank, Alambic ClassiqueDouble Matured Selection b.2007One of 306 Bottles (Cask 7115)",15,1992,49.90%,700,270 €June 2019
"Springbank, Alchemist b.2005",10,1995,46.00%,700,125 €March 2019
"Hazelburn, Alchemist b.2006",8,1998,46.00%,700,52 €May 2019
"Springbank, Alte Tabakstube b.1995One of 150 Bottles",30,1965,53.80%,700,805 €February 2015
"Springbank, Anam na h-AlbaThe Soul of Scotland b.2013One of 72 Bottles",14,1999,54.60%,700,163 €November 2018
"Springbank, Antique Lions of SpiritsSavannah b.2018One of 243 Bottles",20,1998,48.00%,700,248 €January 2019
"Springbank, Archives b.2017One of 186 Bottles (Cask 427)",19,1998,46.40%,700,256 €March 2019
"Springbank, Archives b.2015One of 239 Bottles (Cask 551)",19,1996,54.90%,700,289 €May 2019
"Springbank, Archives b.2015One of 227 Bottles (Cask 106)",19,1996,54.80%,700,275 €March 2019
"Springbank, Archives b.2015One of 284 Bottles (Cask 550)",19,1996,56.40%,700,265 €March 2019
"Springbank, Archives b.2016One of 287 Bottles (Cask 269)",17,1999,50.30%,700,190 €March 2019
"Springbank, Berry Bros & Rudd b.2003",35,1968,46.00%,700,1047 €September 2018
"Springbank, Berry Bros & RuddBerrys´ Own Selection b.2011(Cask 51)",17,1994,55.00%,700,170 €June 2018
"Springbank, Berry Bros & RuddBerrys´ Own Selection b.2009(Cask 71)",17,1992,46.00%,700,176 €November 2018
"Springbank, Berry Bros & RuddBerrys´ Own Selection b.2011(Cask 61)",19,1992,46.00%,700,290 €December 2018
"Springbank, Berry Bros & RuddBerrys´ Own Selection b.2009(Cask 195)",16,1993,46.00%,700,159 €June 2018
"Springbank, Best Dram b.2015",15,2000,42.90%,700,114 €June 2017
"Springbank, BlackadderRaw Cask b.2012One of 266 Bottles",14,1998,53.20%,700,250 €March 2019
"Springbank, Blackadder b.1997(Cask 1561)",30,1967,52.00%,700,782 €March 2017
"Springbank, BlackadderSingle Cask b.2000One of 386 Bottles (Cask 3263)",9,1991,45.00%,750,202 €February 2019
"Longrow, Blackadder b.1998(Cask 75)",6,1992,58.90%,700,180 €April 2016
"Springbank, BlackadderRaw Cask b.2002(Cask 4)",11,1991,57.40%,700,172 €June 2018
"Springbank, Blackadder b.2000One of 397 Bottles (Cask 102)",10,1990,43.00%,700,73 €March 2018
"Springbank, BlackadderRaw Cask b.2005One of 120 Bottles (Cask 139)",10,1995,58.40%,700,180 €January 2019
"Springbank, BlackadderRaw Cask b.2007One of 280 Bottles (Cask 67)",12,1995,55.70%,700,408 €June 2019
"Longrow, CadenheadAuthentic Collection b.2004One of 270 Bottles",11,1993,54.10%,700,166 €March 2019
"Springbank, Cadenhead(Cask 265)",,1979,48.40%,700,1915 €December 2018
"Longrow, CadenheadAuthentic Collection b.2001One of 360 Bottles",9,1992,56.80%,700,120 €June 2017
"Springbank, Cadenhead b.1991",18,1973,57.90%,700,1602 €March 2019
"Springbank, CadenheadAuthentic Collection b.1999One of 228 Bottles",32,1967,46.80%,700,1620 €December 2018
"Springbank, CadenheadAuthentic Collection b.1998One of 582 Bottles",18,1980,53.40%,700,732 €May 2019
"Springbank, CadenheadBond Reserve",12,,51.60%,700,127 €September 2017
"Hazelburn, Cadenhead b.2005One of 288 Bottles",8,1997,58.40%,700,238 €June 2019
"Longrow, CadenheadSherry Cask b.2014One of 288 Bottles",12,2002,53.10%,700,170 €April 2019
"Hazelburn, CadenheadAuthentic Collection b.2018One of 192 Bottles",13,2005,54.60%,700,74 €June 2019
"Longrow, CadenheadDuthiesOne of 738 Bottles",9,,46.00%,700,70 €November 2016
"Springbank, CadenheadAuthentic Collection b.2000One of 426 Bottles",11,1989,55.40%,700,164 €March 2019
"Springbank, CadenheadAuthentic Collection b.1994",31,1963,52.30%,700,4893 €March 2018
"Hazelburn, CadenheadAuthentic Collection b.2011One of 240 Bottles",11,2000,54.30%,700,84 €November 2018
"Springbank, Cadenhead b.1991",18,1973,57.50%,700,1410 €March 2019
"Springbank, CadenheadAuthentic Collection b.2014One of 234 Bottles",14,2000,49.00%,700,127 €April 2019
"Springbank, Cadenhead b.1984",33,1951,46.00%,750,2222 €June 2019
"Springbank, CadenheadBond Reserve",12,,51.60%,700,127 €September 2017
"Springbank, CadenheadWarehouse Tasting b.2016",19,1997,58.80%,700,355 €March 2018
"Hazelburn, Cadenhead b.2005One of 288 Bottles",8,1997,58.40%,700,238 €June 2019
"Springbank, Cadenhead b.2016One of 540 Bottles",13,2003,57.00%,700,173 €June 2019
"Springbank, CadenheadAuthentic Collection b.1996",31,1965,50.50%,700,3826 €March 2019
"Longrow, CadenheadAuthentic Collection b.2001One of 354 Bottles",9,1992,57.20%,700,127 €April 2019
"Longrow, Cadenhead b.1992",18,1974,54.70%,700,1779 €December 2018
"Longrow, CadenheadSherry Cask b.2014One of 288 Bottles",12,2002,53.10%,700,170 €April 2019
"Springbank, CadenheadAuthentic Collection b.2003One of 234 Bottles",12,1991,56.60%,700,129 €February 2019
"Springbank, CadenheadAuthentic Collection b.2005One of 654 Bottles",14,1991,53.90%,700,175 €March 2019
"Hazelburn, CadenheadSingle CaskOne of 290 Bottles",8,,57.40%,700,265 €June 2019
"Hazelburn, Cadenhead b.2015One of 162 Bottles",8,2007,54.00%,700,78 €September 2017
"Springbank, Cadenhead b.2016One of 72 Bottles",19,1997,53.40%,700,220 €February 2019
"Hazelburn, CadenheadAuthentic Collection b.2014One of 288 Bottles",13,2001,50.80%,700,70 €April 2019
"Springbank, CadenheadAuthentic Collection b.1995",19,1976,56.40%,700,505 €February 2018
"Longrow, CadenheadWarehouse Tasting b.2016",15,2001,56.20%,700,171 €June 2019
"Longrow, Cadenhead b.2006One of 654 Bottles",10,1996,59.40%,700,154 €May 2019
"Hazelburn, CadenheadWarehouse Tasting b.2017",13,2004,54.80%,700,139 €May 2019
"Springbank, Cadenhead(Cask 196)",,1978,56.40%,700,2339 €May 2019
"Longrow, CadenheadAuthentic Collection b.2001One of 342 Bottles",9,1992,57.00%,700,127 €June 2017
"Springbank, Cadenhead(Cask 195)",,1978,58.90%,700,2149 €May 2019
"Springbank, CadenheadAuthentic Collection b.1999One of 300 Bottles",12,1987,57.20%,700,182 €April 2017
"Hazelburn, CadenheadDuthiesOne of 634 Bottles",9,,46.00%,700,40 €December 2013
"Springbank, CadenheadWood Range b.2010One of 222 Bottles",10,2000,53.50%,700,127 €November 2016
"Longrow, CadenheadAuthentic Collection b.2010One of 584 Bottles",12,1998,55.70%,700,204 €April 2019
"Hazelburn, CadenheadAuthentic Collection b.2018One of 192 Bottles",13,2005,54.60%,700,74 €June 2019
"Springbank, CadenheadAuthentic Collection b.2002One of 570 Bottles",13,1989,56.10%,700,227 €February 2019
"Longrow, CadenheadAuthentic Collection b.2011",13,1998,55.00%,700,133 €January 2019
"Springbank, CadenheadWarehouse Tasting b.2016",19,1997,59.00%,700,284 €June 2019
"Springbank, CadenheadAuthentic Collection b.1998",34,1964,52.20%,700,3116 €April 2019
"Longrow, Cadenhead b.1995",8,1987,57.70%,700,375 €October 2016
"Springbank, CadenheadAuthentic Collection b.2009One of 625 Bottles",8,2001,58.50%,700,86 €March 2019
"Longrow, CadenheadAuthentic Collection b.2016One of 150 Bottles",14,2002,49.30%,700,131 €January 2019
"Longrow, CadenheadBond Reserve b.2005",11,1994,58.00%,700,126 €February 2019
"Hazelburn, CadenheadAuthentic Collection b.2014One of 294 Bottles",12,2002,54.10%,700,101 €August 2018
"Springbank, CadenheadWarehouse Tasting b.2016",16,2000,51.00%,700,138 €June 2019
"Springbank, CadenheadDuthies",12,,46.00%,700,57 €May 2014
"Springbank, CadenheadAuthentic Collection b.1999One of 228 Bottles",32,1967,46.80%,700,1620 €December 2018
"Longrow, CadenheadAuthentic Collection b.2004One of 270 Bottles",11,1993,54.10%,700,166 €March 2019
"Springbank, CadenheadAuthentic Collection b.1998One of 582 Bottles",18,1980,53.40%,700,732 €May 2019
"Springbank, Cadenhead(Cask 265)",,1979,48.40%,700,1915 €December 2018
"Longrow, CadenheadAuthentic Collection b.2001One of 360 Bottles",9,1992,56.80%,700,120 €June 2017
"Longrow, CadenheadWarehouse Tasting b.2017",11,2006,58.70%,700,105 €June 2019
"Longrow, CadenheadSherry Cask b.2017One of 276 Bottles",15,2002,51.40%,700,167 €June 2019
"Springbank, Cadenhead30th Anniversary b.2017One of 186 Bottles",14,2003,57.10%,700,179 €March 2019
"Longrow, CadenheadDuthiesOne of 738 Bottles",9,,46.00%,700,70 €November 2016
"Springbank, Cadenhead(Cask 2164)",,1965,54.50%,700,3348 €June 2016
"Springbank, Cadenhead (1970s)",22,,45.71%,750,2321 €February 2019
"Longrow, CadenheadWarehouse Tasting (Chardonnay Finish) b.2017",16,2001,56.00%,700,139 €February 2019
"Springbank, Celtic Whisky b.2005One of 276 Bottles (Cask 331)",13,1992,57.20%,700,132 €June 2019
"Springbank, Classic Whisky & LifestyleBritish Classics (Triumph) Wooden Box b.2015One of 247 Bottles",15,2000,47.10%,700,145 €April 2019
"Springbank, Copper Monument b.2016One of 240 Bottles (Cask 470)",21,1995,45.80%,700,275 €May 2019
"Springbank, Creative Whisky CompanyExclusive Malts b.2006One of 374 Bottles",10,1996,51.50%,700,127 €May 2019
"Springbank, Da MhileThe Wedding Edition b.2012One of 261 Bottles",20,1992,52.80%,700,315 €March 2019
"Springbank, Da Mhile b.1999One of 1000 Bottles",7,1992,58.60%,700,273 €January 2019
"Springbank, Da MhileOrganic b.1999One of 1000 Bottles",7,1992,46.00%,750,173 €June 2019
"Springbank, Da MhileOrganic b.1999One of 1000 Bottles",7,1992,46.00%,700,147 €March 2019
"Springbank, Da MhileLost & Found",,1992,57.30%,700,163 €September 2013
"Springbank, Da MhileNewborn b.2007One of 153 Bottles (Cask 237)",15,1992,56.40%,700,328 €April 2018
"Springbank, Da MhileLost and Found b.2012One of 87 Bottles (Cask 237)",20,1992,57.30%,700,468 €April 2018
"Springbank, Daily DramThe Nectar of the Daily Drams b.2017",23,1994,50.60%,700,467 €June 2019
"Springbank, Dewar RattrayCask Collection b.2010One of 220 Bottles (Cask 96)",15,1995,49.90%,700,276 €March 2019
"Springbank, Dewar RattrayCask Collection b.2006One of 258 Bottles (Cask 155)",13,1993,57.30%,700,205 €February 2019
"Springbank, Dewar RattrayCask Collection b.2009One of 295 Bottles (Cask 827)",12,1997,59.30%,700,98 €March 2019
"Springbank, Dion GunsonSingle Cask b.2013One of 150 Bottles (Cask 248)",21,1992,51.90%,700,344 €April 2019
"Springbank, Direct WinesFirst Cask b.1995(Cask 1641)",26,1969,46.00%,700,1481 €June 2019
"Springbank, Douglas LaingOld & Rare b.2011One of 158 Bottles",20,1991,52.90%,700,183 €January 2015
"Springbank, Douglas LaingXOP b.2017One of 332 Bottles (Cask dl12379)",21,1996,54.30%,700,395 €June 2019
"Springbank, Douglas LaingThe Old Malt Cask b.2000One of 204 Bottles",33,1967,41.40%,700,620 €June 2017
"Springbank, Douglas LaingXOP b.2016One of 131 Bottles (Cask 11366)",21,1995,54.80%,700,299 €July 2018
"Springbank, Douglas LaingThe Old Malt Cask b.2006One of 358 Bottles (Cask 3553)",10,1996,50.00%,700,99 €June 2019
"Springbank, Douglas LaingThe Old Malt Cask b.2002One of 297 Bottles",10,1992,50.00%,700,115 €December 2018
"Springbank, Douglas LaingThe Old Malt Cask b.2003One of 285 Bottles (Cask 944)",14,1989,50.00%,700,111 €December 2016
"Springbank, Douglas LaingOld Particular b.2014One of 233 Bottles (Cask 10527)",21,1993,51.40%,700,200 €November 2018
"Springbank, Douglas LaingThe Old Malt Cask b.2004One of 542 Bottles (Cask 1492)",10,1994,50.00%,700,84 €August 2016
"Springbank, Douglas LaingThe Old Malt Cask b.2003One of 628 Bottles (Cask 628)",10,1993,50.00%,700,99 €November 2018
"Springbank, Douglas LaingThe Old Malt Cask b.2007One of 353 Bottles",18,1989,50.00%,700,154 €May 2019
"Springbank, Douglas LaingThe Old Malt Cask b.2002One of 311 Bottles",10,1992,50.00%,700,105 €November 2015
"Springbank, Douglas LaingThe Old Malt Cask b.2001One of 216 Bottles",34,1967,43.40%,700,1361 €September 2018
"Springbank, Douglas LaingThe Old Malt Cask b.2005One of 320 Bottles",10,1995,50.00%,700,91 €January 2019
"Springbank, Douglas LaingThe Old Malt Cask b.2009One of 310 Bottles",16,,50.00%,700,149 €December 2018
"Springbank, Douglas LaingDirector´s Cut b.2011One of 302 Bottles (Cask 8700)",15,1996,56.30%,700,198 €June 2019
"Springbank, Douglas LaingThe Old Malt Cask b.2008One of 365 Bottles",15,,50.00%,700,125 €September 2018
"Springbank, Douglas LaingOld Particular b.2014One of 360 Bottles (Cask 10737)",18,1996,48.40%,700,178 €April 2019
"Springbank, Drinks by the Dram Miniature b.2016(Cask 420)",25,1991,53.20%,30,31 €June 2019
"Springbank, Dun Eideann b.1987",20,1967,46.00%,750,1560 €December 2017
"Springbank, Dun Eideann b.2000One of 238 Bottles (Cask 1635)",33,1967,46.00%,700,1567 €March 2019
"Springbank, Dun Eideann b.1988(Cask 3139)",21,1967,46.00%,750,1330 €June 2016
"Springbank, Duncan TaylorThe NC2 Range b.2008",11,1997,46.00%,700,87 €June 2014
"Springbank, Duncan TaylorThe Way of Spirits b.2005",14,1991,51.10%,700,106 €December 2018
"Springbank, Duncan TaylorThe NC2 Range b.2007",14,1993,46.00%,700,178 €April 2019
"Springbank, Duncan Taylor b.2002One of 214 Bottles (Cask 1943)",35,1967,40.50%,700,613 €December 2016
"Springbank, Duncan TaylorThe NC2 Range b.2009",12,1997,54.40%,700,85 €September 2018
"Springbank, Duncan TaylorThe NC2 Range b.2008",12,1996,46.00%,700,70 €March 2019
"Springbank, Duncan TaylorThe NC2 Range b.2008",12,1996,46.00%,700,70 €March 2019
"Springbank, Duncan TaylorThe NC2 Range b.2006",13,1993,46.00%,700,81 €March 2019
"Springbank, Duncan TaylorRare Auld b.2012One of 226 Bottles (Cask 83)",17,1995,51.40%,700,282 €March 2019
"Springbank, Duncan Taylor b.2004One of 216 Bottles (Cask 1942)",37,1967,41.60%,700,575 €August 2016
"Springbank, Duncan Taylor b.2012One of 107 Bottles (Cask 533)",19,1993,55.80%,700,183 €February 2019
"Springbank, Duncan TaylorThe Octave Strong Box b.2016One of 81 Bottles (Cask 639909)",22,1994,50.70%,700,293 €April 2019
"Springbank, Duncan TaylorSherry Oak b.2013One of 66 Bottles (Cask 635264)",20,1993,54.40%,700,390 €March 2018
"Springbank, Eaglesome Ltd.",15,,46.00%,700,215 €September 2017
"Springbank, Eaglesome Ltd.Single Malt",15,,46.00%,750,241 €December 2018
"Springbank, Edition Spirits b.2016One of 160 Bottles (Cask hl12708)",21,1995,49.90%,700,240 €March 2019
"Springbank, Edition SpiritsAuthors Series (Alexandre Duma) b.2015One of 96 Bottles",18,1997,56.50%,700,487 €March 2019
"Springbank, Edition SpiritsAuthor´s Series (Benjamin Disraeli) b.2016One of 67 Bottles",20,1996,57.50%,700,459 €April 2019
"Springbank, Edition SpiritsAuthor´s Series (Thomas Hardy) b.2017One of 216 Bottles (Cask hl14288)",24,1993,53.30%,700,447 €July 2018
"Springbank, Elixir DistillersMasterpiece b.2016One of 339 Bottles",23,1993,52.20%,700,370 €April 2019
"Springbank, Elixir DistillersArt of Whisky b.2016One of 191 Bottles",24,1992,51.70%,700,370 €June 2019
"Springbank, Feinkost ReifferscheidPrivate Bottling b.2018One of 120 Bottles (Cask 596)",25,1993,55.20%,700,337 €November 2018
"Springbank, Fortnum & Mason b.2004",13,1991,46.00%,700,77 €May 2019
"Springbank, Hart BrothersFinest Collection b.2013",17,1996,51.50%,700,135 €April 2019
"Hazelburn, Hart Brothers b.2006",8,1998,46.00%,700,64 €October 2017
"Springbank, Hart BrothersFinest Collection b.2003",12,1991,46.00%,700,80 €November 2015
"Springbank, Hart Brothers b.2001",34,1967,40.90%,700,886 €June 2019
"Springbank, Hart BrothersFinest Collection b.2015",22,1993,50.70%,700,204 €February 2019
"Springbank, High Spirits' Collection b.2006One of 289 Bottles (Cask 434)",11,1995,46.00%,700,132 €April 2018
"Springbank, High Spirits' CollectionNatural Cask Strength b.2006(Cask 433)",11,1995,57.30%,750,200 €June 2016
"Springbank, High Spirits' CollectionValentino Zagatti´s Personal Choice b.2008",17,1991,46.00%,700,351 €March 2018
"Springbank, High Spirits' CollectionNatural Cask Strength b.2006One of 18 Bottles (Cask 433)",11,1995,57.30%,500,220 €June 2016
"Springbank, High Spirits' CollectionLochs and Castles (Craigmillar Castle) b.2004One of 326 Bottles (Cask 432)",9,1995,46.00%,700,162 €February 2018
"Springbank, High Spirits' CollectionLochs and Castles of Scotland (Kilkhurn Castle) b.2006One of 51 Bottles (Cask 46)",11,1995,46.00%,700,155 €March 2017
"Springbank, Highland Laird",21,,52.50%,700,174 €October 2018
"Springbank, Hunter LaingOld & Rare b.2016One of 75 Bottles",20,1996,58.30%,700,407 €June 2019
"Springbank, Hunter LaingOld & Rare b.2013One of 270 Bottles",17,1996,54.20%,700,260 €November 2017
"Springbank, Hunter LaingKinship (Feis Ile 2018) b.2018One of 519 Bottles",25,,53.70%,700,762 €May 2019
"Springbank, Ian MacleodLe Clan des Grands Malts b.2001One of 158 Bottles (Cask 2284)",27,1974,51.00%,700,703 €March 2019
"Springbank, Ian MacleodChieftain´s b.2006One of 4802 Bottles (Cask 57/61)",37,1969,41.00%,700,655 €October 2018
"Springbank, Ian MacleodDun Bheagan b.2004(Cask 148)",35,1969,50.00%,700,914 €January 2019
"Springbank, Ian MacleodChieftain´s b.2003One of 216 Bottles (Cask 1778)",29,1974,51.20%,700,574 €November 2018
"Springbank, Ian MacleodChieftain´s b.2003One of 498 Bottles (Cask 1413)",35,1968,54.20%,700,1166 €August 2018
"Springbank, Ian MacleodChieftain´s b.2001One of 275 Bottles (Cask 2381)",27,1974,56.60%,700,411 €March 2017
"Springbank, Ian MacleodChieftain´s b.2007One of 132 Bottles (Cask 1542)",39,1968,43.00%,750,623 €December 2017
"Springbank, Ian MacleodChieftain´s b.2002One of 576 Bottles (Cask 410)",30,1972,57.80%,700,893 €March 2019
"Springbank, Ian MacleodChieftain´s Strong Box b.2003One of 300 Bottles (Cask 50)",34,1969,43.20%,700,480 €June 2016
"Springbank, Ian MacleodDun Bheagan b.2006One of 192 Bottles (Cask 616)",38,1968,43.00%,700,1010 €January 2019
"Springbank, Ian MacleodChieftain´s b.2002One of 180 Bottles (Cask 1388)",28,1974,46.00%,700,506 €December 2018
"Springbank, Ian MacleodChieftain´s b.2002One of 444 Bottles (Cask 1161)",28,1974,56.00%,700,539 €May 2018
"Springbank, Ian MacleodChieftain´s Strong Box b.2002One of 204 Bottles (Cask 1780)",28,1974,56.30%,700,616 €September 2018
"Springbank, Ian MacleodChieftain´s b.2005One of 540 Bottles (Cask 793)",36,1969,57.30%,700,967 €November 2018
"Springbank, Ian MacleodChieftain´s b.2002One of 504 Bottles (Cask 1162)",28,1974,56.50%,700,298 €February 2016
"Springbank, Ian MacleodDun Bheagan b.2004One of 432 Bottles (Cask 1415)",36,1968,51.40%,700,1010 €January 2019
"Springbank, Ian MacleodChieftain´s Strong Box b.2002One of 702 Bottles (Cask 1159)",28,1974,46.00%,700,506 €May 2019
"Springbank, Ian MacleodChieftain´s b.2002One of 252 Bottles (Cask 789)",30,1972,46.00%,700,687 €August 2018
"Springbank, Ian MacleodChieftain´s Wooden Box b.2008One of 150 Bottles (Cask 794)",39,1969,57.80%,700,1512 €February 2019
"Springbank, Ian MacleodDun Bheagan b.2005One of 240 Bottles (Cask 411)",36,1969,50.00%,700,961 €February 2019
"Springbank, Ian Macleod b.2002One of 194 Bottles (Cask 1779)",28,1974,56.10%,700,193 €August 2013
"Springbank, Ian MacleodChieftain´s b.2007One of 630 Bottles (Cask 1343)",37,1970,43.00%,700,883 €February 2019
"Springbank, Ian MacleodChieftain´s b.2002One of 192 Bottles (Cask 3528)",27,1975,53.70%,700,252 €February 2015
"Springbank, Ian MacleodChieftain´s b.2008One of 398 Bottles (Cask 1414)",40,1968,54.00%,700,2346 €June 2019
"Springbank, Ian MacleodChieftain´s Strong Box b.2003One of 192 Bottles (Cask 2965)",33,1970,50.20%,700,505 €November 2016
"Springbank, Ian MacleodChieftain´s b.2004One of 588 Bottles (Cask 1679)",34,1970,43.00%,700,865 €June 2019
"Springbank, Ian MacleodDun Bheagan b.2002One of 474 Bottles (Cask 2246)",28,1974,48.00%,700,496 €November 2017
"Springbank, Ian MacleodDun Bheagan b.2005One of 84 Bottles (Cask 1541)",37,1968,56.50%,700,1773 €February 2019
"Springbank, Ian MacleodDun Bheagan b.2002One of 582 Bottles (Cask 2247)",28,1974,48.00%,700,555 €January 2019
"Springbank, Jack Wiebers Whisky WorldOld Train Line b.2009One of 240 Bottles (Cask 913)",16,1993,52.40%,700,415 €November 2018
"Springbank, James MacArthur500 Years of Scotch Whisky",,,49.10%,700,905 €December 2018
"Springbank, James MacArthur Miniature b.1995",26,1969,48.70%,50,63 €January 2019
"Hazelburn, Kingsbury b.2006(Cask 7038)",8,1998,46.00%,700,53 €May 2015
"Springbank, Kingsbury b.2004One of 263 Bottles (Cask 365)",11,1993,54.90%,700,479 €February 2019
"Springbank, Kingsbury (Oloroso) b.2000",9,1991,46.00%,700,338 €December 2018
"Longrow, Kirsch ImportOne of 360 Bottles (Cask 120)",,1987,46.00%,700,199 €May 2014
"Longrow, Kirsch ImportOne of 380 Bottles (Cask 119)",,1987,43.00%,700,370 €June 2019
"Longrow, Kirsch ImportOne of 384 Bottles (Cask 121)",,1987,46.00%,700,255 €September 2018
"Springbank, Loch Fyne Whiskies b.2017(Cask 591)",28,1989,40.00%,500,284 €June 2019
"Springbank, Lockett BrosReserve  b.2014One of 250 Bottles (Cask 470)",21,1993,49.40%,700,162 €November 2018
"Springbank, Lombard b.2002",37,1965,46.00%,700,293 €August 2013
"Springbank, Lombard b.1999",8,1991,50.00%,700,86 €October 2018
"Springbank, Lombard",30,,43.00%,700,577 €March 2019
"Springbank, LombardJewels of Scotland b.1995",30,1965,46.00%,700,568 €June 2019
"Springbank, Lombard b.1999(Cask 167)",8,1991,58.50%,700,81 €September 2018
"Springbank, LombardThe Golfing Greats",,1965,46.00%,750,1555 €May 2018
"Springbank, LombardLombard Collection b.1991(Cask 1277)",26,1965,46.00%,750,1359 €December 2018
"Springbank, Luvians Bottle ShopOpen Championship Bottle Strong Box b.2005One of 278 Bottles (Cask 589)",12,,57.90%,700,304 €June 2019
"Springbank, Maltman b.2012One of 321 Bottles (Cask 224)",17,1995,50.30%,700,179 €March 2019
"Springbank, Maltman b.2016One of 244 Bottles (Cask 212214)",24,1992,47.10%,700,247 €June 2019
"Springbank, Malts of ScotlandSingle Cask b.2015One of 239 Bottles (Cask 15038)",17,1998,49.20%,700,120 €April 2019
"Springbank, Malts of Scotland b.2012One of 212 Bottles",14,1998,51.50%,700,115 €January 2019
"Springbank, Malts of ScotlandSingle Cask b.2015One of 248 Bottles",11,2004,51.90%,700,106 €February 2017
"Springbank, Malts of Scotland b.2012One of 144 Bottles (Cask 12036)",21,1991,51.50%,700,187 €November 2018
"Springbank, Malts of ScotlandWarehouse Dram #14 b.2016One of 147 Bottles (Cask 16009)",18,1998,49.60%,500,141 €March 2019
"Springbank, Malts of Scotland b.2014One of 185 Bottles (Cask 14037 )",16,1998,49.80%,700,170 €February 2019
"Springbank, Malts of Scotland b.2013One of 78 Bottles",13,2000,48.20%,700,156 €January 2019
"Springbank, Malts of Scotland b.2014One of 168 Bottles",10,2004,51.20%,700,110 €April 2019
"Springbank, Mark Reyner'sRenegadeOne of 326 Bottles",18,,46.00%,700,240 €May 2019
"Springbank, Meadowside BlendingMaltman b.2016One of 309 Bottles (Cask 108)",20,1996,48.90%,700,204 €June 2019
"Springbank, Meadowside BlendingThe Maltman b.2013One of 577 Bottles (Cask 585)",17,1996,50.10%,700,187 €June 2019
"Springbank, Meadowside BlendingThe Maltman b.2012One of 338 Bottles (Cask 68)",17,1995,46.00%,700,102 €March 2017
"Hazelburn, Meadowside BlendingThe Maltman b.2016One of 176 Bottles (Cask 11078)",16,2000,47.10%,700,99 €March 2019
"Springbank, Meadowside BlendingThe Maltman b.2014One of 307 Bottles (Cask 212)",16,1998,51.70%,700,243 €March 2019
"Springbank, Meadowside BlendingMaltman b.2015One of 249 Bottles (Cask 312)",16,1999,47.50%,700,158 €April 2018
"Springbank, Meadowside BlendingMaltman b.2017One of 276 Bottles (Cask 290)",20,1997,55.80%,700,238 €February 2019
"Springbank, Meadowside BlendingThe Maltman b.2015One of 279 Bottles (Cask 208)",23,1992,47.10%,700,204 €May 2019
"Springbank, Meadowside BlendingThe Maltman b.2015One of 246 Bottles (Cask 103)",19,1996,48.50%,700,210 €June 2019
"Springbank, Milroy's of Soho",30,,50.00%,700,695 €August 2017
"Springbank, Moon-ImportDovr - Toutes - Mares b.1996One of 520 Bottles (Cask 41/42)",11,1985,50.00%,700,807 €January 2019
"Springbank, Moon-ImportThe Birds b.1987One of 504 Bottles (Cask 367)",22,1965,46.00%,750,4005 €September 2018
"Springbank, Moon-Import b.2010One of 236 Bottles",17,1993,46.00%,700,200 €March 2018
"Longrow, Moon-ImportThe Birds b.1990One of 600 Bottles (Cask 1731)",17,1973,46.00%,750,2147 €March 2019
"Springbank, Moon-ImportDovr - Toutes - Mares b.1996One of 1100 Bottles (Cask 40/1 40/2 40/3 40/4)",11,1985,50.00%,700,979 €May 2019
"Longrow, Moon-ImportBirds b.1990",17,1973,46.00%,700,1359 €October 2017
"Springbank, Moon-ImportLe Fanciulle Dell b.2008",17,1991,59.30%,750,1740 €June 2019
"Springbank, Moon-ImportThe Birds b.1987(Cask 363)",22,1965,46.00%,750,2857 €January 2018
"Springbank, Murray McDavid b.1999",8,1991,46.00%,700,95 €May 2019
"Springbank, Murray McDavidMission b.2010One of 559 Bottles",19,1991,56.10%,700,177 €May 2019
"Springbank, Murray McDavid Wooden Box b.1999One of 155 Bottles (Cask 2139)",34,1965,46.00%,700,1861 €March 2019
"Springbank, Murray McDavidMission Gold Series b.2008One of 282 Bottles",13,1995,55.40%,700,230 €October 2018
"Springbank, Murray McDavidCuvee b.2004One of 1224 Bottles (Cask mm0406)",,,46.00%,700,212 €November 2018
"Springbank, Murray McDavid b.1999",34,1965,46.00%,700,1449 €August 2017
"Springbank, Murray McDavidRNLB Ernest & Mary Shaw b.1999",10,1989,46.00%,700,118 €May 2019
"Springbank, Murray McDavid b.2016(Cask 314)",25,1991,59.00%,700,442 €May 2019
"Springbank, Murray McDavidSherry Cask Wooden Box b.1998One of 204 Bottles (Cask 580)",33,1965,46.00%,700,1261 €October 2018
"Springbank, Murray McDavidMission b.2009One of 285 Bottles",18,1991,50.30%,700,170 €October 2018
"Springbank, Murray McDavid b.2005One of 480 Bottles",9,1996,46.00%,700,97 €December 2018
