age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type,country,name_1,name_2
21.0,1994.0,2015.0,53.20%,700,238.65000000000003,Glendronach Single Cask (Distillery Exclusive),"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
22.0,1994.0,2016.0,53.20%,700,238.65000000000003,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
22.0,1994.0,2016.0,51.60%,700,248.64,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
19.0,1995.0,2014.0,55.80%,700,271.95000000000005,Glendronach Cask Strength,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Cask
19.0,1995.0,2014.0,55.40%,700,166.50000000000003,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
19.0,1995.0,2014.0,56.90%,700,202.02,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
20.0,1995.0,2015.0,52.80%,700,198.69000000000003,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
20.0,1995.0,2015.0,54.10%,700,192.03000000000003,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
20.0,1995.0,2015.0,54.60%,700,207.57,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
21.0,1995.0,2016.0,51.80%,700,210.9,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
14.0,1996.0,2010.0,59.70%,700,135.42000000000002,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
17.0,1996.0,2013.0,53.10%,700,207.57,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
20.0,1996.0,2016.0,53.00%,700,230.88,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
12.0,2004.0,2016.0,56.10%,700,153.18,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Single
11.0,2005.0,2016.0,57.30%,700,183.15,Glendronach Hand Filled (Single Cask),"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glendronach,Glendronach Hand
23.0,1974.0,1997.0,63.10%,700,264.18,Glendullan Rare Malts,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glendullan,Glendullan Rare
17.0,1978.0,1995.0,65.30%,50,21.090000000000003,Glendullan,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Glendullan,Glendullan
13.0,1982.0,1995.0,40.00%,700,204.24,Glenesk Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Glenesk,Glenesk Connoisseurs
30.0,1965.0,1995.0,54.10%,700,740.3700000000001,Glenfarclas,"Big Market, Speyside Single Malt",Big Market,Speyside,UK,Glenfarclas,Glenfarclas
25.0,1974.0,1999.0,43.00%,700,340.7700000000001,Glenfarclas,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas
12.0,1982.0,1994.0,57.10%,700,190.92,Glenfarclas 1.46,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Glenfarclas,Glenfarclas 1.46
25.0,1986.0,2011.0,49.70%,700,304.1400000000001,Glenfarclas Raw Cask,"Blackadder, Speyside Single Malt",Blackadder,Speyside,UK,Glenfarclas,Glenfarclas Raw
25.0,1988.0,2013.0,53.20%,700,329.67,Glenfarclas Distillery Exclusive,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas Distillery
25.0,1989.0,2014.0,46.00%,700,177.60000000000005,Glenfarclas German Edition,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas German
26.0,1989.0,2015.0,56.30%,700,382.95000000000016,Glenfarclas Distillery Exclusive,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas Distillery
16.0,1989.0,2005.0,60.20%,700,257.52000000000004,Glenfarclas Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas Single
13.0,1990.0,2003.0,43.00%,700,130.98000000000002,Glenfarclas Family Malt Collection,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas Family
19.0,1991.0,2010.0,56.90%,700,541.6800000000002,Glenfarclas Family Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas Family
10.0,1994.0,2004.0,58.00%,700,188.7,Glenfarclas Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas Single
15.0,1995.0,2010.0,60.10%,700,415.14,Glenfarclas Family Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas Family
20.0,1996.0,2016.0,46.00%,700,173.16000000000003,Glenfarclas Christmas Edition (Sherry Cask),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas Christmas
19.0,1997.0,2016.0,53.40%,700,140.97,Glenfarclas 1.203,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Glenfarclas,Glenfarclas 1.203
9.0,2002.0,2011.0,53.00%,700,124.32,Glenfarclas Movember Release,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas Movember
9.0,2003.0,2012.0,57.50%,700,260.85,Glenfarclas Family Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfarclas,Glenfarclas Family
31.0,1973.0,2004.0,48.90%,700,444.00000000000006,Glenfiddich Authentic Collection,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Glenfiddich,Glenfiddich Authentic
13.0,2003.0,2016.0,59.00%,700,243.09000000000003,Glenfiddich Peated (Spirit of Speyside Festival 2017),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfiddich,Glenfiddich Peated
21.0,1996.0,2017.0,57.80%,700,701.5200000000003,Glenfiddich Single Cask (130th Anniversary),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenfiddich,Glenfiddich Single
27.0,1973.0,2000.0,40.00%,700,223.11,Glenglassaugh Family Silver,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenglassaugh,Glenglassaugh Family
37.0,1974.0,2011.0,48.10%,700,507.27,Glenglassaugh 21.28,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Glenglassaugh,Glenglassaugh 21.28
28.0,1976.0,2004.0,53.30%,700,220.89,Glenglassaugh,"Dewar Rattray, Highlands Single Malt",Dewar Rattray,Highlands,UK,Glenglassaugh,Glenglassaugh
19.0,1986.0,2005.0,40.00%,700,128.76000000000002,Glenglassaugh Last Year of Distillation,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenglassaugh,Glenglassaugh Last
24.0,1986.0,2010.0,45.30%,700,228.66000000000003,Glenglassaugh Manager´s Legacy (Dod Cameron),"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenglassaugh,Glenglassaugh Manager´s
7.0,2009.0,2016.0,54.70%,700,133.20000000000002,Glenglassaugh Rare Cask Release,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenglassaugh,Glenglassaugh Rare
25.0,1968.0,1993.0,50.30%,700,487.29,Glengoyne Vintage Reserve,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glengoyne,Glengoyne Vintage
21.0,1985.0,2006.0,53.00%,700,279.72,Glengoyne Single Cask (Spanish Oak),"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glengoyne,Glengoyne Single
20.0,1986.0,2006.0,51.00%,700,508.38000000000005,Glengoyne Peters Choice,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glengoyne,Glengoyne Peters
17.0,1989.0,2006.0,56.00%,700,483.96,Glengoyne Charlies Choice,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glengoyne,Glengoyne Charlies
15.0,1991.0,2006.0,57.00%,700,217.56000000000003,Glengoyne Jims Choice,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glengoyne,Glengoyne Jims
14.0,1998.0,2012.0,58.50%,700,238.65000000000003,Glengoyne Teapot Dram,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glengoyne,Glengoyne Teapot
50.0,1940.0,1990.0,40.00%,50,124.32,Glenlivet,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Glenlivet,Glenlivet
23.0,1967.0,1990.0,56.00%,750,560.5500000000002,Glenlivet 2.8,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenlivet,Glenlivet 2.8
27.0,1968.0,1995.0,46.00%,700,427.35,Glenlivet First Cask,"Direct Wines, Speyside Single Malt",Direct Wines,Speyside,UK,Glenlivet,Glenlivet First
40.0,1972.0,2012.0,46.10%,50,46.62000000000001,Glenlivet Alambic Classique,"Alambic Classique, Speyside Single Malt",Alambic Classique,Speyside,UK,Glenlivet,Glenlivet Alambic
21.0,1973.0,1994.0,50.20%,700,269.73,Glenlivet,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Glenlivet,Glenlivet
23.0,1973.0,1996.0,43.00%,700,261.96000000000004,Glenlivet (Velier Import),"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Glenlivet,Glenlivet (Velier
29.0,1975.0,2004.0,56.00%,700,428.46,Glenlivet 2.64,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Glenlivet,Glenlivet 2.64
20.0,1983.0,2003.0,46.00%,700,346.32000000000005,Glenlivet Cellar Collection,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenlivet,Glenlivet Cellar
17.0,1992.0,2009.0,59.30%,500,145.41000000000003,Glenlivet Cask Strength Edition,"Chivas Brothers, Speyside Single Malt",Chivas Brothers,Speyside,UK,Glenlivet,Glenlivet Cask
9.0,2007.0,2016.0,60.90%,700,103.23,Glenlivet 2.97,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Glenlivet,Glenlivet 2.97
,1968.0,,40.00%,750,532.8000000000002,Glenlochy (Pinerolo),"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Glenlochy,Glenlochy (Pinerolo)
13.0,1974.0,1987.0,40.00%,750,310.8,Glenlochy Connoisseurs Choice (Old Style),"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Glenlochy,Glenlochy Connoisseurs
14.0,1968.0,1982.0,40.00%,750,284.16,Glenlossie Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Glenlossie,Glenlossie Connoisseurs
18.0,1966.0,1984.0,46.00%,750,802.5300000000003,Glenlossie Glenlivet,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Glenlossie,Glenlossie Glenlivet
17.0,1978.0,1995.0,43.00%,700,470.64,Glenmorangie Tain L´Hermitage,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenmorangie,Glenmorangie Tain
16.0,1979.0,1995.0,40.00%,700,306.36,Glenmorangie,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenmorangie,Glenmorangie
19.0,1993.0,2012.0,46.00%,700,246.42,Glenmorangie Ealanta,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenmorangie,Glenmorangie Ealanta
25.0,1979.0,2004.0,43.00%,700,270.84000000000003,Glenrothes,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenrothes,Glenrothes
17.0,1982.0,1999.0,43.00%,700,237.54,Glenrothes,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenrothes,Glenrothes
20.0,1985.0,2005.0,43.00%,700,204.24,Glenrothes,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenrothes,Glenrothes
11.0,1987.0,1998.0,43.00%,700,154.29000000000005,Glenrothes,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenrothes,Glenrothes
20.0,1997.0,2017.0,43.00%,700,113.22,Glenrothes Decanter Collection,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Glenrothes,Glenrothes Decanter
11.0,2006.0,2017.0,67.20%,700,125.43,Glenrothes Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Glenrothes,Glenrothes Single
,1966.0,,40.00%,700,552.7800000000002,Glenturret Classic Vintage,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenturret,Glenturret Classic
27.0,1986.0,2013.0,46.40%,700,145.41000000000003,Glenturret Glasgow 2014 (Commonwealth Games),"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenturret,Glenturret Glasgow
29.0,1987.0,2016.0,42.10%,700,153.18,Glenturret,"Cadenhead, Highlands Single Malt",Cadenhead,Highlands,UK,Glenturret,Glenturret
29.0,1980.0,2009.0,43.40%,700,601.62,Glenugie 99.11,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Glenugie,Glenugie 99.11
36.0,1970.0,2006.0,57.90%,700,553.8900000000001,Glenury,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenury,Glenury
29.0,1970.0,1999.0,57.00%,700,507.27,Glenury Rare Malts,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Glenury,Glenury Rare
28.0,1984.0,2012.0,46.00%,700,417.36,Glenury Rare Old,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Glenury,Glenury Rare
13.0,2000.0,2013.0,63.10%,700,499.50000000000006,Hakushu 120.8,"Scotch Malt Whisky Society, Japan Single Malt",Scotch Malt Whisky Society,Japan,JP,Hakushu,Hakushu 120.8
15.0,2000.0,2015.0,46.50%,700,715.95,Hanyu The Final Vintage (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Hanyu,Hanyu The
27.0,1968.0,1995.0,43.00%,700,622.71,Highland Park,"Hart Brothers, Islands Single Malt",Hart Brothers,Islands,UK,Highland,Highland Park
18.0,1972.0,1990.0,56.00%,50,41.07,Highland Park,"Signatory Vintage, Islands Single Malt",Signatory Vintage,Islands,UK,Highland,Highland Park
36.0,1973.0,2009.0,43.00%,700,442.89,Highland Park MacPhails Collection,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail,Islands,UK,Highland,Highland Park
21.0,1977.0,1998.0,40.00%,700,558.33,Highland Park Bicentenary Vintage,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
33.0,1978.0,2011.0,47.80%,700,656.0100000000001,Highland Park Vintage Collection,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
21.0,1984.0,2005.0,56.10%,700,709.2900000000003,Highland Park Ambassador Cask 1,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
20.0,1990.0,2010.0,40.00%,700,130.98000000000002,Highland Park,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
12.0,1990.0,2002.0,57.70%,700,156.51000000000005,Highland Park,"Signatory Vintage, Islands Single Malt",Signatory Vintage,Islands,UK,Highland,Highland Park
21.0,1991.0,2012.0,46.00%,700,169.83,Highland Park First Cask,"Direct Wines, Islands Single Malt",Direct Wines,Islands,UK,Highland,Highland Park
12.0,1995.0,2007.0,60.60%,700,296.37,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
15.0,2001.0,2016.0,59.00%,700,182.04,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
15.0,2001.0,2016.0,61.80%,700,266.40000000000003,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
15.0,2001.0,2016.0,61.30%,700,177.60000000000005,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
15.0,2001.0,2016.0,62.00%,700,319.68,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
14.0,2002.0,2016.0,54.70%,700,203.13,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
13.0,2003.0,2016.0,60.40%,750,188.7,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
12.0,2004.0,2016.0,64.50%,700,115.44,Highland Park 4.226,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society,Islands,UK,Highland,Highland Park
12.0,2005.0,2017.0,66.40%,700,170.94000000000003,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
11.0,2006.0,2017.0,64.50%,700,208.68,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
,1969.0,,40.00%,50,9.99,Aberfeldy,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Aberfeldy,Aberfeldy
19.0,1993.0,2012.0,46.00%,700,68.82000000000001,Aberfeldy First Cask,"Direct Wines, Highlands Single Malt",Direct Wines,Highlands,UK,Aberfeldy,Aberfeldy First
8.0,1965.0,1973.0,50.00%,750,271.95000000000005,Aberlour,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Aberlour,Aberlour
18.0,1998.0,2016.0,59.70%,500,145.41000000000003,Aberlour Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Aberlour,Aberlour Single
15.0,2000.0,2015.0,46.00%,700,59.94000000000001,Aberlour,"Malts of Scotland, Speyside Single Malt",Malts of Scotland,Speyside,UK,Aberlour,Aberlour
12.0,1998.0,2010.0,55.00%,700,170.94000000000003,Highland Park Saint Magnus,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Highland,Highland Park
35.0,1976.0,2011.0,50.00%,700,303.0300000000001,Imperial The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,Imperial,Imperial The
19.0,1976.0,1995.0,43.00%,50,29.97,Imperial,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Imperial,Imperial
18.0,1993.0,2011.0,43.00%,700,127.65,Imperial (Dumpy Bottle),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Imperial,Imperial (Dumpy
18.0,1994.0,2012.0,43.00%,700,139.86,Imperial,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Imperial,Imperial
20.0,1995.0,2015.0,46.00%,700,113.22,Imperial The Un-Chillfiltered Collection,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Imperial,Imperial The
20.0,1997.0,2017.0,43.00%,700,145.41000000000003,Imperial,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Imperial,Imperial
22.0,1974.0,1996.0,55.70%,750,303.0300000000001,Inchgower Rare Malts,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Inchgower,Inchgower Rare
18.0,1976.0,1994.0,46.00%,700,154.29000000000005,Inchgower First Cask,"Direct Wines, Speyside Single Malt",Direct Wines,Speyside,UK,Inchgower,Inchgower First
24.0,1980.0,2004.0,46.00%,700,209.79,Inchgower First Cask,"Direct Wines, Speyside Single Malt",Direct Wines,Speyside,UK,Inchgower,Inchgower First
27.0,1977.0,2004.0,51.00%,700,298.5900000000001,Inverleven Cask Strength,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage,Lowlands,UK,Inverleven,Inverleven Cask
19.0,1988.0,2007.0,59.98%,700,271.95000000000005,Jura Delme Evans Select,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Jura,Jura Delme
26.0,1965.0,1991.0,45.00%,700,251.97000000000003,Jura Stillman´s Dram,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Jura,Jura Stillman´s
2.0,2006.0,2008.0,61.90%,700,162.06,Kilchoman Anticipation,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman Anticipation
5.0,2007.0,2012.0,46.00%,700,120.99,Kilchoman Loch Gorm (1st Release),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman Loch
3.0,2007.0,2010.0,62.20%,700,273.06,Kilchoman Single Cask (Feis Ile 2010),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman Single
4.0,2010.0,2014.0,58.40%,700,176.49,Kilchoman Kilchoman Club (3rd Release),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman Kilchoman
7.0,2010.0,2017.0,59.30%,700,177.60000000000005,Kilchoman Sauternes Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman Sauternes
3.0,2006.0,2009.0,46.00%,700,167.61,Kilchoman Inaugural Release,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman Inaugural
,1967.0,,40.00%,50,44.40000000000001,Kinclaith Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Kinclaith,Kinclaith Connoisseurs
25.0,1990.0,2015.0,63.20%,350,410.70000000000016,Kininvie The First Drop (Special Release),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Kininvie,Kininvie The
12.0,2000.0,2012.0,43.00%,700,41.07,Knockando,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Knockando,Knockando
11.0,1974.0,1985.0,40.00%,750,207.57,Knockdhu,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Knockdhu,Knockdhu
19.0,1979.0,1998.0,46.00%,700,285.2700000000001,Lagavulin,"Murray McDavid, Islay Single Malt",Murray McDavid,Islay,UK,Lagavulin,Lagavulin
19.0,1980.0,1999.0,43.00%,1000,432.9,Lagavulin Distillers Edition,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Lagavulin,Lagavulin Distillers
16.0,1984.0,2000.0,43.00%,1000,531.69,Lagavulin Distillers Edition,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Lagavulin,Lagavulin Distillers
,1989.0,,43.00%,700,361.86,Lagavulin Distillers Edition,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Lagavulin,Lagavulin Distillers
24.0,1991.0,2015.0,59.90%,700,539.46,Lagavulin (Feis Ile 2015),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Lagavulin,Lagavulin (Feis
16.0,1994.0,2010.0,52.70%,700,488.4,Lagavulin (Feis Ile 2010),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Lagavulin,Lagavulin (Feis
19.0,1995.0,2014.0,54.70%,700,485.07000000000005,Lagavulin (Feis Ile 2014),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Lagavulin,Lagavulin (Feis
20.0,1996.0,2016.0,50.60%,700,547.23,Laphroaig Masterpieces,"Speciality Drinks, Islay Single Malt",Speciality Drinks,Islay,UK,Laphroaig,Laphroaig Masterpieces
18.0,1998.0,2016.0,55.90%,700,186.48,Laphroaig,"Cadenhead, Islay Single Malt",Cadenhead,Islay,UK,Laphroaig,Laphroaig
18.0,1998.0,2016.0,58.10%,700,156.51000000000005,Laphroaig 29.218,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society,Islay,UK,Laphroaig,Laphroaig 29.218
16.0,1999.0,2015.0,50.00%,700,137.64,Laphroaig 29.195,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society,Islay,UK,Laphroaig,Laphroaig 29.195
12.0,2003.0,2015.0,46.00%,700,162.06,Laphroaig Highgrove,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Laphroaig,Laphroaig Highgrove
21.0,1993.0,2014.0,48.40%,350,156.51000000000005,Laphroaig Friends of Laphroaig,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Laphroaig,Laphroaig Friends
32.0,1972.0,2004.0,48.90%,700,436.23,Ledaig Rare & Old Selection,"Alambic Classique, Islands Single Malt",Alambic Classique,Islands,UK,Ledaig,Ledaig Rare
,1972.0,,40.00%,50,37.74,Ledaig Connoisseurs Choice,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail,Islands,UK,Ledaig,Ledaig Connoisseurs
,1973.0,,40.00%,750,439.56000000000006,Ledaig Connoisseurs Choice,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail,Islands,UK,Ledaig,Ledaig Connoisseurs
8.0,2005.0,2013.0,54.50%,50,11.1,Ledaig,"Whisky-Doris, Islands Single Malt",Whisky-Doris,Islands,UK,Ledaig,Ledaig
30.0,1968.0,1998.0,40.00%,700,445.11,Linkwood Distillery Labels,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Linkwood,Linkwood Distillery
18.0,1990.0,2008.0,43.00%,50,21.090000000000003,Linkwood,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Linkwood,Linkwood
21.0,1991.0,2012.0,55.10%,700,160.95000000000005,Littlemill,"Whiskybroker.co.uk, Lowlands Single Malt",Whiskybroker.co.uk,Lowlands,UK,Littlemill,Littlemill
25.0,1991.0,2016.0,50.90%,700,399.6,Littlemill XOP,"Douglas Laing, Lowlands Single Malt",Douglas Laing,Lowlands,UK,Littlemill,Littlemill XOP
20.0,1992.0,2012.0,54.60%,700,208.68,Littlemill,"Berry Bros & Rudd, Lowlands Single Malt",Berry Bros & Rudd,Lowlands,UK,Littlemill,Littlemill
4.0,2001.0,2005.0,45.00%,700,37.74,Loch Lomond Distillery Select (Craiglodge),"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Loch,Loch Lomond
11.0,1992.0,2003.0,59.70%,700,152.07000000000005,Loch Lomond 122.3,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Loch,Loch Lomond
24.0,1981.0,2005.0,40.00%,700,306.36,Lochside Rare Old,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Lochside,Lochside Rare
20.0,1991.0,2011.0,43.00%,700,179.82000000000005,Lochside Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Lochside,Lochside Connoisseurs
15.0,1991.0,2006.0,43.00%,700,160.95000000000005,Lochside Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Lochside,Lochside Connoisseurs
14.0,1991.0,2005.0,43.00%,700,156.51000000000005,Lochside 30th Anniversary,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Lochside,Lochside 30th
