age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type,country,name_1,name_2
16.0,1991.0,2007.0,50.00%,700,197.58,Littlemill The Old Malt Cask,"Douglas Laing, Lowlands Single Malt",Douglas Laing,Lowlands,UK,Littlemill,Littlemill The
21.0,1979.0,2000.0,50.00%,700,416.25000000000006,Lochside First Bottling,"Silver Seal, Highlands Single Malt",Silver Seal,Highlands,UK,Lochside,Lochside First
23.0,1988.0,2011.0,52.60%,700,173.16000000000003,Longmorn First Cask,"Whisky Import Nederland, Speyside Single Malt",Whisky Import Nederland,Speyside,UK,Longmorn,Longmorn First
22.0,1988.0,2010.0,50.00%,700,330.7800000000001,Longmorn,"Silver Seal, Speyside Single Malt",Silver Seal,Speyside,UK,Longmorn,Longmorn
11.0,2002.0,2013.0,48.00%,700,57.72000000000001,Longmorn,"Hidden Spirits, Speyside Single Malt",Hidden Spirits,Speyside,UK,Longmorn,Longmorn
9.0,2007.0,2016.0,55.80%,700,86.58000000000001,Longmorn,"Creative Whisky Company, Speyside Single Malt",Creative Whisky Company,Speyside,UK,Longmorn,Longmorn
10.0,1993.0,2003.0,46.00%,700,75.48,Longrow,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow
21.0,1974.0,1995.0,46.00%,700,1855.92,Longrow,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow
13.0,1974.0,1987.0,56.00%,700,2948.160000000001,Longrow Sherry Wood,"Samaroli, Campbeltown Single Malt",Samaroli,Campbeltown,UK,Longrow,Longrow Sherry
15.0,1998.0,2013.0,48.10%,700,222.00000000000003,Longrow Madeira,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow Madeira
21.0,1994.0,2015.0,46.00%,700,456.21,Longrow Single Cask,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow Single
34.0,1937.0,1971.0,43.00%,750,2616.2700000000004,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
12.0,1958.0,1970.0,45.71%,750,4276.83,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
,1961.0,,54.10%,50,670.44,Macallan Select Reserve,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Select
,1962.0,,46.00%,750,3301.1400000000012,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
,1962.0,,45.71%,750,3073.59,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell,Hope,UK,Macallan,Macallan
26.0,1975.0,2001.0,40.00%,700,337.44000000000005,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
35.0,1977.0,2012.0,46.30%,700,1972.4700000000007,Macallan Old & Rare,"Hunter Laing, Speyside Single Malt",Hunter Laing,Speyside,UK,Macallan,Macallan Old
25.0,1976.0,2001.0,50.00%,700,1303.14,Macallan,"Silver Seal, Speyside Single Malt",Silver Seal,Speyside,UK,Macallan,Macallan
30.0,1980.0,2010.0,49.60%,700,335.22,Macallan Prenzlow Portfolio Collection,"Jack Wiebers Whisky World, Speyside Single Malt",Jack Wiebers Whisky World,Speyside,UK,Macallan,Macallan Prenzlow
16.0,1988.0,2004.0,56.10%,700,206.46,Macallan The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,Macallan,Macallan The
20.0,1989.0,2009.0,50.50%,700,170.94000000000003,Macallan Authentic Collection,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Macallan,Macallan Authentic
13.0,1990.0,2003.0,55.00%,700,301.92,Macallan Raw Cask,"Blackadder, Speyside Single Malt",Blackadder,Speyside,UK,Macallan,Macallan Raw
9.0,1991.0,2000.0,40.00%,700,73.26,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
17.0,1983.0,2000.0,46.00%,700,224.22000000000003,Millburn,"Signatory Vintage, Highlands Single Malt",Signatory Vintage,Highlands,UK,Millburn,Millburn
18.0,1983.0,2001.0,46.00%,700,224.22000000000003,Millburn,"Signatory Vintage, Highlands Single Malt",Signatory Vintage,Highlands,UK,Millburn,Millburn
40.0,1961.0,2001.0,55.00%,700,1116.66,Miltonduff Pluscarden Valley,"Silver Seal, Speyside Single Malt",Silver Seal,Speyside,UK,Miltonduff,Miltonduff Pluscarden
24.0,1979.0,2003.0,57.10%,700,476.19000000000005,Miltonduff Pluscarden Valley,"Silver Seal, Speyside Single Malt",Silver Seal,Speyside,UK,Miltonduff,Miltonduff Pluscarden
20.0,1995.0,2015.0,51.10%,700,111.0,Miltonduff,"Liquid Sun, Speyside Single Malt",Liquid Sun,Speyside,UK,Miltonduff,Miltonduff
11.0,2004.0,2015.0,53.60%,700,134.31,Miltonduff,"Malts of Scotland, Speyside Single Malt",Malts of Scotland,Speyside,UK,Miltonduff,Miltonduff
16.0,1988.0,2004.0,59.40%,700,1038.96,Miyagikyo 124.1,"Scotch Malt Whisky Society, Japan Single Malt",Scotch Malt Whisky Society,Japan,JP,Miyagikyo,Miyagikyo 124.1
14.0,1990.0,2004.0,50.00%,700,173.16000000000003,Mortlach The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,Mortlach,Mortlach The
16.0,1972.0,1988.0,40.00%,750,604.95,Oban,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Oban,Oban
15.0,1974.0,1989.0,57.60%,750,628.2600000000001,Pulteney First Cask,"Direct Wines, Highlands Single Malt",Direct Wines,Highlands,UK,Pulteney,Pulteney First
,1980.0,,43.00%,700,187.59,Pulteney,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Pulteney,Pulteney
17.0,1990.0,2007.0,54.20%,700,113.22,Pulteney Authentic Collection,"Cadenhead, Highlands Single Malt",Cadenhead,Highlands,UK,Pulteney,Pulteney Authentic
13.0,1997.0,2010.0,43.00%,700,86.58000000000001,Pulteney Single Cask,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Pulteney,Pulteney Single
18.0,1997.0,2015.0,55.70%,700,123.21,Pulteney Single Cask (US Exclusive),"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Pulteney,Pulteney Single
14.0,1993.0,2007.0,43.00%,700,123.21,Pittyvaich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Pittyvaich,Pittyvaich Connoisseurs
15.0,1993.0,2008.0,43.00%,700,112.11,Pittyvaich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Pittyvaich,Pittyvaich Connoisseurs
26.0,1978.0,2004.0,50.00%,700,467.31000000000006,Port Ellen The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Port,Port Ellen
30.0,1979.0,2009.0,52.60%,700,853.59,Port Ellen Old & Rare,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Port,Port Ellen
30.0,1979.0,2009.0,53.30%,700,903.54,Port Ellen Old & Rare,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Port,Port Ellen
16.0,1980.0,1996.0,43.00%,700,476.19000000000005,Port Ellen Islay Dream (Velier Import),"Velier, Islay Single Malt",Velier,Islay,UK,Port,Port Ellen
21.0,1980.0,2001.0,43.00%,700,942.39,Port Ellen,"Silver Seal, Islay Single Malt",Silver Seal,Islay,UK,Port,Port Ellen
23.0,1982.0,2005.0,51.80%,700,330.7800000000001,Port Ellen McGibbon´s Provenance,"Douglas McGibbon, Islay Single Malt",Douglas McGibbon,Islay,UK,Port,Port Ellen
26.0,1982.0,2008.0,50.00%,700,390.72,Port Ellen The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Port,Port Ellen
19.0,1982.0,2001.0,43.00%,700,590.5200000000002,Port Ellen Connoisseurs Choice,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Port,Port Ellen
18.0,1982.0,2000.0,43.00%,700,906.87,Port Ellen First Bottling,"Silver Seal, Islay Single Malt",Silver Seal,Islay,UK,Port,Port Ellen
23.0,1983.0,2006.0,53.00%,700,367.41,Port Ellen The Golden Cask,"The House of MacDuff, Islay Single Malt",The House of MacDuff,Islay,UK,Port,Port Ellen
13.0,1983.0,1996.0,43.00%,700,492.84,Port Ellen,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Port,Port Ellen
30.0,1974.0,2004.0,55.80%,1500,2915.970000000001,Rosebank (Magnum),"Silver Seal, Lowlands Single Malt",Silver Seal,Lowlands,UK,Rosebank,Rosebank (Magnum)
13.0,1980.0,1993.0,59.60%,200,175.38000000000005,Rosebank,"Scotch Malt Whisky Society, Lowlands Single Malt",Scotch Malt Whisky Society,Lowlands,UK,Rosebank,Rosebank
14.0,1990.0,2004.0,46.00%,700,204.24,Rosebank McGibbon´s Provenance,"Douglas McGibbon, Lowlands Single Malt",Douglas McGibbon,Lowlands,UK,Rosebank,Rosebank McGibbon´s
10.0,1991.0,2001.0,60.10%,700,288.6,Rosebank,"Clydesdale, Lowlands Single Malt",Clydesdale,Lowlands,UK,Rosebank,Rosebank
21.0,1992.0,2013.0,52.30%,700,477.30000000000007,Rosebank Old & Rare,"Hunter Laing, Lowlands Single Malt",Hunter Laing,Lowlands,UK,Rosebank,Rosebank Old
23.0,1975.0,1998.0,58.60%,700,233.1,Brackla,"Signatory Vintage, Highlands Single Malt",Signatory Vintage,Highlands,UK,Brackla,Brackla
25.0,1975.0,2000.0,50.00%,700,618.2700000000002,Scapa First Bottling,"Silver Seal, Islands Single Malt",Silver Seal,Islands,UK,Scapa,Scapa First
14.0,1992.0,2006.0,60.60%,500,157.62,Scapa Cask Strength Edition,"Chivas Brothers, Islands Single Malt",Chivas Brothers,Islands,UK,Scapa,Scapa Cask
12.0,1993.0,2005.0,50.00%,200,43.290000000000006,Scapa,"Douglas Laing, Islands Single Malt",Douglas Laing,Islands,UK,Scapa,Scapa
4.0,2012.0,2016.0,58.00%,700,316.35,Shinshu Mars,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Shinshu,Shinshu Mars
,2013.0,,58.00%,700,222.00000000000003,Shinshu Mars Komagatake (Takashimaya),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Shinshu,Shinshu Mars
29.0,1962.0,1991.0,46.00%,750,2360.9700000000007,Springbank,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank
24.0,1966.0,1990.0,58.10%,750,6038.400000000002,Springbank Local Barley,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Local
32.0,1966.0,1998.0,54.60%,700,3715.1700000000014,Springbank Local Barley,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Local
21.0,1967.0,1988.0,46.00%,700,993.45,Springbank,"Duncan Taylor, Campbeltown Single Malt",Duncan Taylor,Campbeltown,UK,Springbank,Springbank
40.0,1968.0,2008.0,45.50%,700,1440.7800000000002,Springbank,"The Scottish Independent Distillers Co. Ltd., Campbeltown Single Malt",The Scottish Independent Distillers Co. Ltd.,Campbeltown,UK,Springbank,Springbank
12.0,1987.0,1999.0,57.20%,700,218.67,Springbank Authentic Collection,"Cadenhead, Campbeltown Single Malt",Cadenhead,Campbeltown,UK,Springbank,Springbank Authentic
13.0,1989.0,2002.0,54.20%,700,128.76000000000002,Springbank Port Wood,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Port
17.0,1998.0,2015.0,52.40%,700,225.33,Springbank Private Bottling,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Private
30.0,1966.0,1996.0,40.00%,700,590.5200000000002,Linlithgow Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Linlithgow,Linlithgow Connoisseurs
26.0,1982.0,2008.0,55.00%,700,358.53000000000014,Linlithgow Chieftain´s,"Ian Macleod, Lowlands Single Malt",Ian Macleod,Lowlands,UK,Linlithgow,Linlithgow Chieftain´s
24.0,1960.0,1984.0,40.00%,750,497.28,Strathisla (Triangular Bottle),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Strathisla,Strathisla (Triangular
25.0,1988.0,2013.0,53.20%,500,241.98,Strathisla Cask Strength Edition,"Chivas Brothers, Speyside Single Malt",Chivas Brothers,Speyside,UK,Strathisla,Strathisla Cask
18.0,1997.0,2015.0,56.90%,700,85.47000000000001,Strathisla Small Batch,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Strathisla,Strathisla Small
,1998.0,,40.00%,640,309.69000000000005,Yamazaki Burai-Ha,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Yamazaki,Yamazaki Burai-Ha
5.0,2008.0,2013.0,59.00%,700,135.42000000000002,Scapa,"Kingsbury, Islands Single Malt",Kingsbury,Islands,UK,Scapa,Scapa
15.0,1986.0,2001.0,43.00%,700,178.71,Tamdhu,"Samaroli, Speyside Single Malt",Samaroli,Speyside,UK,Tamdhu,Tamdhu
30.0,1973.0,2003.0,43.00%,750,202.02,Teaninich (US Import),"D&M Aficionados' Club, Highlands Single Malt",D&M Aficionados' Club,Highlands,UK,Teaninich,Teaninich (US
20.0,1994.0,2014.0,52.50%,700,115.44,Tobermory Small Batch,"Cadenhead, Islands Single Malt",Cadenhead,Islands,UK,Tobermory,Tobermory Small
11.0,1977.0,1988.0,59.60%,700,417.36,Tomatin Le Bonheur,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Tomatin,Tomatin Le
14.0,1989.0,2003.0,50.00%,700,122.1,Tullibardine The Old Malt Cask,"Douglas Laing, Highlands Single Malt",Douglas Laing,Highlands,UK,Tullibardine,Tullibardine The
,2013.0,,46.00%,700,293.04,Wolfburn Dornoch Whisky Festival 2016,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Wolfburn,Wolfburn Dornoch
17.0,1986.0,2003.0,45.00%,700,2592.96,Yamazaki Sherry Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Yamazaki,Yamazaki Sherry
,1992.0,,55.00%,700,1406.37,Yamazaki Owner´s Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Yamazaki,Yamazaki Owner´s
,1992.0,,61.00%,700,1885.89,Yamazaki Owner´s Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Yamazaki,Yamazaki Owner´s
,1994.0,,60.00%,700,1872.57,Yamazaki Owner´s Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Yamazaki,Yamazaki Owner´s
15.0,1978.0,1993.0,40.00%,750,142.08,Aberfeldy (US Import),"Whyte & Whyte Importers Ltd., Highlands Single Malt",Whyte & Whyte Importers Ltd.,Highlands,UK,Aberfeldy,Aberfeldy (US
16.0,1979.0,1995.0,59.10%,700,122.1,Allt-a-Bhainne,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Allt-a-Bhainne,Allt-a-Bhainne
14.0,1979.0,1993.0,57.80%,700,173.16000000000003,Allt-a-Bhainne 108.2,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Allt-a-Bhainne,Allt-a-Bhainne 108.2
18.0,1974.0,1992.0,43.00%,700,879.1200000000001,Ardbeg,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Ardbeg,Ardbeg
19.0,1974.0,1993.0,43.00%,700,680.4300000000002,Ardbeg,"van Wees, Islay Single Malt",van Wees,Islay,UK,Ardbeg,Ardbeg
29.0,1975.0,2004.0,58.30%,700,1003.44,Ardbeg Old & Rare,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg Old
10.0,1990.0,2000.0,50.00%,700,113.22,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Ardbeg,Ardbeg The
10.0,1991.0,2001.0,45.00%,700,293.04,Ardbeg Single Cask,"Samaroli, Islay Single Malt",Samaroli,Islay,UK,Ardbeg,Ardbeg Single
15.0,1992.0,2007.0,51.60%,700,149.85000000000005,Ardbeg Scott´s Selection,"Robert Scott & Co, Islay Single Malt",Robert Scott & Co,Islay,UK,Ardbeg,Ardbeg Scott´s
26.0,1977.0,2003.0,45.00%,700,389.61,Ardmore 35th Anniversary,"Samaroli, Highlands Single Malt",Samaroli,Highlands,UK,Ardmore,Ardmore 35th
26.0,1977.0,2003.0,58.10%,700,174.27,Ardmore Scott´s Selection,"Robert Scott & Co, Highlands Single Malt",Robert Scott & Co,Highlands,UK,Ardmore,Ardmore Scott´s
23.0,1977.0,2000.0,58.10%,700,204.24,Ardmore,"Signatory Vintage, Highlands Single Malt",Signatory Vintage,Highlands,UK,Ardmore,Ardmore
21.0,1985.0,2006.0,54.60%,700,250.86,Ardmore 66.21,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Ardmore,Ardmore 66.21
15.0,2000.0,2015.0,54.10%,700,105.45,Arran Private Cask (Year of the Dragon),"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Arran,Arran Private
9.0,2002.0,2011.0,61.30%,700,146.52,Arran 121.50,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society,Islands,UK,Arran,Arran 121.50
26.0,1979.0,2005.0,46.00%,700,183.15,Auchroisk First Cask,"Direct Wines, Speyside Single Malt",Direct Wines,Speyside,UK,Auchroisk,Auchroisk First
21.0,1985.0,2006.0,54.60%,700,159.84,Auchroisk 95.6,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Auchroisk,Auchroisk 95.6
14.0,1999.0,2013.0,55.50%,700,56.61000000000001,Auchroisk,"Morrison and MacKay, Speyside Single Malt",Morrison and MacKay,Speyside,UK,Auchroisk,Auchroisk
14.0,1974.0,1988.0,50.00%,750,582.75,Aultmore 20th Anniversary,"Samaroli, Speyside Single Malt",Samaroli,Speyside,UK,Aultmore,Aultmore 20th
,1975.0,,40.00%,750,411.81000000000006,Balmenach Spirit of Scotland (US Import),"Speymalt Whisky Distributors Ltd., Speyside Single Malt",Speymalt Whisky Distributors Ltd.,Speyside,UK,Balmenach,Balmenach Spirit
15.0,1980.0,1995.0,50.40%,700,214.23,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Balvenie,Balvenie Single
25.0,1989.0,2014.0,47.80%,700,425.13000000000005,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Balvenie,Balvenie Single
15.0,1992.0,2007.0,47.80%,700,156.51000000000005,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Balvenie,Balvenie Single
17.0,1993.0,2010.0,46.00%,700,71.04,Ben Nevis First Cask,"Direct Wines, Highlands Single Malt",Direct Wines,Highlands,UK,Ben,Ben Nevis
12.0,1998.0,2010.0,46.00%,700,146.52,Ben Nevis Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Ben,Ben Nevis
24.0,1987.0,2011.0,52.00%,700,202.02,BenRiach Cask Exclusive,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Cask
9.0,1988.0,1997.0,40.00%,700,66.60000000000001,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes Connoisseurs
8.0,2006.0,2014.0,45.00%,700,48.84,Benromach Chateau Cissac Wood Finish,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Chateau
12.0,1987.0,1999.0,40.00%,700,125.43,Bladnoch Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Bladnoch,Bladnoch Connoisseurs
24.0,1990.0,2014.0,56.90%,700,199.8,Braeval 50.59,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Braeval,Braeval 50.59
25.0,1990.0,2015.0,56.50%,700,167.61,Bladnoch 50.69,"Scotch Malt Whisky Society, Lowlands Single Malt",Scotch Malt Whisky Society,Lowlands,UK,Bladnoch,Bladnoch 50.69
35.0,1970.0,2005.0,52.10%,700,872.46,Bowmore,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Bowmore,Bowmore
21.0,1971.0,1992.0,43.00%,750,905.76,Bowmore,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Bowmore,Bowmore
14.0,1971.0,1985.0,57.70%,750,2200.02,Bowmore,"Sestante, Islay Single Malt",Sestante,Islay,UK,Bowmore,Bowmore
,1973.0,,43.00%,750,1163.2800000000002,Bowmore,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Bowmore,Bowmore
24.0,1974.0,1998.0,46.00%,700,569.4300000000002,Bowmore First Cask,"Direct Wines, Islay Single Malt",Direct Wines,Islay,UK,Bowmore,Bowmore First
22.0,1982.0,2004.0,51.00%,700,261.96000000000004,Bowmore,"Signatory Vintage, Islay Single Malt",Signatory Vintage,Islay,UK,Bowmore,Bowmore
12.0,1983.0,1995.0,60.40%,700,170.94000000000003,Bowmore,"Cadenhead, Islay Single Malt",Cadenhead,Islay,UK,Bowmore,Bowmore
9.0,1989.0,1998.0,58.90%,700,255.3,Bowmore 3.43,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society,Islay,UK,Bowmore,Bowmore 3.43
8.0,1991.0,1999.0,45.00%,700,356.31000000000006,Bowmore Dreams,"Moon-Import, Islay Single Malt",Moon-Import,Islay,UK,Bowmore,Bowmore Dreams
14.0,2003.0,2017.0,56.10%,700,382.95000000000016,Bowmore Hand Filled,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Bowmore,Bowmore Hand
,1982.0,,43.00%,700,453.99000000000007,Brora Connoisseurs Choice (Old Style),"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Brora,Brora Connoisseurs
9.0,2006.0,2015.0,61.00%,500,125.43,Bruichladdich Valinch (Dunlossit Farm),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Bruichladdich,Bruichladdich Valinch
25.0,1988.0,2013.0,56.30%,700,240.87000000000003,Bunnahabhain Artist Collection,"La Maison du Whisky, Islay Single Malt",La Maison du Whisky,Islay,UK,Bunnahabhain,Bunnahabhain Artist
11.0,1998.0,2009.0,53.40%,700,160.95000000000005,Bunnahabhain,"Adelphi, Islay Single Malt",Adelphi,Islay,UK,Bunnahabhain,Bunnahabhain
22.0,1967.0,1989.0,46.00%,750,1631.7,Caol Ila Duthie for Corti,"R. W. Duthie & Co., Islay Single Malt",R. W. Duthie & Co.,Islay,UK,Caol,Caol Ila
29.0,1980.0,2009.0,55.50%,700,205.35,Caol Ila,"Bladnoch Forum, Islay Single Malt",Bladnoch Forum,Islay,UK,Caol,Caol Ila
33.0,1980.0,2013.0,46.00%,700,214.23,Caol Ila The Smokery,"Wemyss Malts, Islay Single Malt",Wemyss Malts,Islay,UK,Caol,Caol Ila
21.0,1981.0,2002.0,46.00%,700,133.20000000000002,Caol Ila First Cask,"Direct Wines, Islay Single Malt",Direct Wines,Islay,UK,Caol,Caol Ila
30.0,1982.0,2012.0,54.40%,700,458.43000000000006,Caol Ila Artist Collection,"La Maison du Whisky, Islay Single Malt",La Maison du Whisky,Islay,UK,Caol,Caol Ila
22.0,1991.0,2013.0,46.00%,700,120.99,Caol Ila,"Mackillop's Choice, Islay Single Malt",Mackillop's Choice,Islay,UK,Caol,Caol Ila
39.0,1972.0,2011.0,46.00%,700,436.23,Caperdonich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Caperdonich,Caperdonich Connoisseurs
5.0,2008.0,2013.0,62.00%,700,566.1,Chichibu (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Chichibu,Chichibu (Ichiro´s
11.0,1990.0,2001.0,54.80%,700,281.94,Clynelish 26.16,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society,Highlands,UK,Clynelish,Clynelish 26.16
20.0,1995.0,2015.0,53.60%,700,169.83,Clynelish,"Signatory Vintage, Highlands Single Malt",Signatory Vintage,Highlands,UK,Clynelish,Clynelish
,1969.0,,40.00%,700,453.99000000000007,Convalmore Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Convalmore,Convalmore Connoisseurs
22.0,1985.0,2007.0,46.00%,700,140.97,Cragganmore First Cask,"Direct Wines, Speyside Single Malt",Direct Wines,Speyside,UK,Cragganmore,Cragganmore First
12.0,1988.0,2000.0,60.70%,700,169.83,Cragganmore 37.16,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Cragganmore,Cragganmore 37.16
24.0,1972.0,1996.0,52.40%,500,269.73,Craigellachie The Bottlers,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Craigellachie,Craigellachie The
16.0,1980.0,1996.0,60.40%,750,129.87,Craigellachie,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Craigellachie,Craigellachie
22.0,1992.0,2014.0,55.00%,700,134.31,Dailuaine,"Acorn, Speyside Single Malt",Acorn,Speyside,UK,Dailuaine,Dailuaine
19.0,1990.0,2009.0,46.00%,700,123.21,Dalmore First Cask,"Direct Wines, Highlands Single Malt",Direct Wines,Highlands,UK,Dalmore,Dalmore First
15.0,1985.0,2000.0,58.20%,700,219.78000000000003,Dufftown 91.15,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Dufftown,Dufftown 91.15
10.0,1995.0,2005.0,46.00%,700,65.49000000000001,Edradour The Un-Chillfiltered Collection,"Signatory Vintage, Highlands Single Malt",Signatory Vintage,Highlands,UK,Edradour,Edradour The
8.0,2003.0,2011.0,46.00%,700,69.93,Edradour Straight from the Cask (Sauternes Finish),"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Edradour,Edradour Straight
10.0,2003.0,2013.0,54.60%,700,176.49,Edradour Artist Collection,"La Maison du Whisky, Highlands Single Malt",La Maison du Whisky,Highlands,UK,Edradour,Edradour Artist
21.0,1986.0,2007.0,46.00%,700,113.22,Glen Elgin First Cask,"Direct Wines, Speyside Single Malt",Direct Wines,Speyside,UK,Glen,Glen Elgin
27.0,1976.0,2003.0,58.70%,700,246.42,Glen Grant,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Glen,Glen Grant
30.0,1977.0,2007.0,57.40%,700,255.3,Glen Grant,"Douglas Of Drumlanrig, Speyside Single Malt",Douglas Of Drumlanrig,Speyside,UK,Glen,Glen Grant
11.0,1993.0,2004.0,58.90%,700,62.16,Glen Grant The Golden Cask,"The House of MacDuff, Speyside Single Malt",The House of MacDuff,Speyside,UK,Glen,Glen Grant
21.0,1995.0,2016.0,43.00%,700,77.7,Glen Grant,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Glen,Glen Grant
