0,1,2,3,4,5,6,7,8,9
NA,NA,NA,43.00%,700 ml,NA,NA,106 €,Glenfiddich 125th Anniversary,"Original Bottling, Speyside Single Malt"
31,1973,2004,48.90%,700 ml,NA,186,400 €,Glenfiddich Authentic Collection,"Cadenhead, Speyside Single Malt"
13,2003,2016,59.00%,700 ml,33643,NA,219 €,Glenfiddich Peated (Spirit of Speyside Festival 2017),"Original Bottling, Speyside Single Malt"
21,1996,2017,57.80%,700 ml,1,96,632 €,Glenfiddich Single Cask (130th Anniversary),"Original Bottling, Speyside Single Malt"
21,NA,NA,40.00%,750 ml,NA,NA,142 €,Glenfiddich (Caribbean Rum Finish),"Original Bottling, Speyside Single Malt"
21,NA,NA,43.00%,700 ml,NA,NA,280 €,Glenfiddich Experimental Series (Winter Storm),"Original Bottling, Speyside Single Malt"
21,NA,NA,40.00%,700 ml,NA,NA,184 €,Glenfiddich Gran Reserva (Rum Finish),"Original Bottling, Speyside Single Malt"
21,NA,NA,43.20%,700 ml,NA,NA,123 €,Glenfiddich Reserve (Rum Finish),"Original Bottling, Speyside Single Malt"
25,NA,NA,43.00%,700 ml,NA,NA,295 €,Glenfiddich Rare Oak,"Original Bottling, Speyside Single Malt"
30,NA,NA,43.00%,750 ml,NA,NA,341 €,Glenfiddich,"Original Bottling, Speyside Single Malt"
NA,NA,1986,43.00%,750 ml,NA,12000,283 €,Glenfiddich Centenary,"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,700 ml,NA,NA,75 €,Glenfiddich Clans of the Highlands (Clan Sutherland),"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,750 ml,NA,NA,94 €,Glenfiddich Clans of the Highlands (Clan Cameron),"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,750 ml,NA,NA,193 €,Glenfiddich Clans of the Highlands (MacDonald of Clanranald),"Original Bottling, Speyside Single Malt"
NA,NA,NA,43.00%,750 ml,NA,NA,69 €,Glenfiddich Clans of the Highlands (Clan Drummond),"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,750 ml,NA,NA,103 €,Glenfiddich Clans of the Highlands (Clan Kennedy),"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,750 ml,NA,NA,82 €,Glenfiddich Clans of the Highlands (Clan MacPherson),"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,500 ml,NA,NA,125 €,Glenfiddich Malt Whisky Liqueur,"Original Bottling, Speyside Single Malt"
NA,NA,NA,47.60%,700 ml,NA,NA,293 €,Glenfiddich Snow Phoenix,"Original Bottling, Speyside Single Malt"
NA,NA,NA,47.60%,750 ml,NA,NA,315 €,Glenfiddich Snow Phoenix,"Original Bottling, Speyside Single Malt"
NA,NA,1990,40.00%,700 ml,NA,NA,49 €,Glenfiddich Special Old Reserve,"Original Bottling, Speyside Single Malt"
NA,NA,NA,43.00%,700 ml,NA,NA,36 €,Glenfiddich Special Old Reserve,"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,750 ml,NA,NA,48 €,Glenfiddich Special Old Reserve,"Original Bottling, Speyside Single Malt"
27,1973,2000,40.00%,700 ml,NA,5000,201 €,Glenglassaugh Family Silver,"Original Bottling, Highlands Single Malt"
37,1974,2011,48.10%,700 ml,NA,NA,457 €,Glenglassaugh 21.28,"Scotch Malt Whisky Society, Highlands Single Malt"
28,1976,2004,53.30%,700 ml,NA,288,199 €,Glenglassaugh,"Dewar Rattray, Highlands Single Malt"
19,1986,2005,40.00%,700 ml,NA,NA,116 €,Glenglassaugh Last Year of Distillation,"Original Bottling, Highlands Single Malt"
24,1986,2010,45.30%,700 ml,NA,500,206 €,Glenglassaugh Manager´s Legacy (Dod Cameron),"Original Bottling, Highlands Single Malt"
7,2009,2016,54.70%,700 ml,4,155,120 €,Glenglassaugh Rare Cask Release,"Original Bottling, Highlands Single Malt"
22,NA,2005,40.00%,700 ml,NA,NA,157 €,Glenglassaugh,"Original Bottling, Highlands Single Malt"
30,NA,NA,44.80%,700 ml,NA,NA,298 €,Glenglassaugh,"Original Bottling, Highlands Single Malt"
1,NA,NA,50.00%,200 ml,NA,NA,20 €,Glenglassaugh Fledgling XB,"Original Bottling, Highlands Single Malt"
NA,NA,NA,46.00%,700 ml,NA,NA,39 €,Glenglassaugh Revival (First Release),"Original Bottling, Highlands Single Malt"
12,NA,NA,43.00%,750 ml,NA,NA,50 €,Glengoyne (1980s),"Original Bottling, Highlands Single Malt"
12,NA,NA,43.00%,700 ml,NA,NA,42 €,Glengoyne (1990s Italian Import),"Original Bottling, Highlands Single Malt"
14,NA,NA,40.00%,700 ml,NA,NA,52 €,Glengoyne Limited Edition,"Original Bottling, Highlands Single Malt"
25,1968,1993,50.30%,700 ml,1131,4500,439 €,Glengoyne Vintage Reserve,"Original Bottling, Highlands Single Malt"
21,1985,2006,53.00%,700 ml,629,632,252 €,Glengoyne Single Cask (Spanish Oak),"Original Bottling, Highlands Single Malt"
20,1986,2006,51.00%,700 ml,433,603,458 €,Glengoyne Peters Choice,"Original Bottling, Highlands Single Malt"
17,1989,2006,56.00%,700 ml,1231,279,436 €,Glengoyne Charlies Choice,"Original Bottling, Highlands Single Malt"
15,1991,2006,57.00%,700 ml,1083,693,196 €,Glengoyne Jims Choice,"Original Bottling, Highlands Single Malt"
14,1998,2012,58.50%,700 ml,2,NA,215 €,Glengoyne Teapot Dram,"Original Bottling, Highlands Single Malt"
10,NA,NA,43.00%,700 ml,NA,NA,36 €,Glenkinchie,"Original Bottling, Lowlands Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,30 €,Glenlivet Single Malt Scotch Whisky,"Original Bottling, Speyside Single Malt"
12,NA,NA,43.00%,700 ml,NA,NA,51 €,Glenlivet (1990s),"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,50 ml,NA,NA,4 €,Glenlivet,"George & J.G. Smith, Speyside Single Malt"
50,1940,1990,40.00%,50 ml,NA,NA,112 €,Glenlivet,"Gordon & MacPhail, Speyside Single Malt"
23,1967,1990,56.00%,750 ml,NA,NA,505 €,Glenlivet 2.8,"Original Bottling, Speyside Single Malt"
27,1968,1995,46.00%,700 ml,2824,NA,385 €,Glenlivet First Cask,"Direct Wines, Speyside Single Malt"
40,1972,2012,46.10%,50 ml,NA,60,42 €,Glenlivet Alambic Classique,"Alambic Classique, Speyside Single Malt"
21,1973,1994,50.20%,700 ml,NA,NA,243 €,Glenlivet,"Cadenhead, Speyside Single Malt"
23,1973,1996,43.00%,700 ml,3301,NA,236 €,Glenlivet (Velier Import),"Signatory Vintage, Speyside Single Malt"
29,1975,2004,56.00%,700 ml,NA,NA,386 €,Glenlivet 2.64,"Scotch Malt Whisky Society, Speyside Single Malt"
20,1983,2003,46.00%,700 ml,NA,NA,312 €,Glenlivet Cellar Collection,"Original Bottling, Speyside Single Malt"
17,1992,2009,59.30%,500 ml,gl 17 011,NA,131 €,Glenlivet Cask Strength Edition,"Chivas Brothers, Speyside Single Malt"
9,2007,2016,60.90%,700 ml,NA,522,93 €,Glenlivet 2.97,"Scotch Malt Whisky Society, Speyside Single Malt"
21,NA,NA,43.00%,750 ml,NA,NA,371 €,Glenlivet (1980s),"Original Bottling, Speyside Single Malt"
21,NA,NA,43.00%,700 ml,NA,NA,121 €,Glenlivet Archive,"Original Bottling, Speyside Single Malt"
25,NA,NA,40.00%,750 ml,NA,NA,584 €,Glenlivet Silver Jubilee,"Gordon & MacPhail, Speyside Single Malt"
21,NA,NA,43.00%,700 ml,NA,NA,116 €,Glenlivet Archive (Old Style Black Label),"Original Bottling, Speyside Single Malt"
NA,NA,NA,48.00%,700 ml,NA,NA,138 €,Glenlivet Cipher,"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,700 ml,NA,NA,29 €,Glenlivet Founder´s Reserve,"Original Bottling, Speyside Single Malt"
17,NA,NA,52.10%,700 ml,9345,NA,158 €,Glenlivet Quercus (Single Cask),"Original Bottling, Speyside Single Malt"
NA,1968,NA,40.00%,750 ml,NA,NA,480 €,Glenlochy (Pinerolo),"Gordon & MacPhail, Highlands Single Malt"
13,1974,1987,40.00%,750 ml,NA,NA,280 €,Glenlochy Connoisseurs Choice (Old Style),"Gordon & MacPhail, Highlands Single Malt"
14,1968,1982,40.00%,750 ml,NA,NA,256 €,Glenlossie Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
18,1966,1984,46.00%,750 ml,NA,NA,723 €,Glenlossie Glenlivet,"Cadenhead, Speyside Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,45 €,Glenmorangie,"Original Bottling, Highlands Single Malt"
10,NA,NA,57.20%,1000 ml,NA,NA,139 €,Glenmorangie 100 Proof,"Original Bottling, Highlands Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,139 €,Glenmorangie Golden Rum Cask,"Original Bottling, Highlands Single Malt"
17,1978,1995,43.00%,700 ml,NA,NA,424 €,Glenmorangie Tain L´Hermitage,"Original Bottling, Highlands Single Malt"
16,1979,1995,40.00%,700 ml,NA,NA,276 €,Glenmorangie,"Original Bottling, Highlands Single Malt"
25,NA,NA,43.00%,700 ml,NA,NA,373 €,Glenmorangie Quarter Century,"Original Bottling, Highlands Single Malt"
NA,NA,NA,57.10%,700 ml,NA,NA,113 €,Glenmorangie Astar,"Original Bottling, Highlands Single Malt"
NA,NA,NA,46.00%,700 ml,NA,NA,121 €,Glenmorangie Companta,"Original Bottling, Highlands Single Malt"
19,1993,2012,46.00%,700 ml,NA,NA,222 €,Glenmorangie Ealanta,"Original Bottling, Highlands Single Malt"
NA,NA,NA,46.00%,700 ml,NA,NA,177 €,Glenmorangie Finealta,"Original Bottling, Highlands Single Malt"
12,NA,NA,43.00%,700 ml,NA,NA,45 €,Glenmorangie Lasanta,"Original Bottling, Highlands Single Malt"
NA,NA,NA,43.00%,700 ml,NA,NA,92 €,Glenmorangie Madeira Wood Finish,"Original Bottling, Highlands Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,30 €,Glenmorangie Original,"Original Bottling, Highlands Single Malt"
10,NA,NA,40.00%,3000 ml,NA,NA,158 €,Glenmorangie Original,"Original Bottling, Highlands Single Malt"
NA,NA,NA,46.00%,700 ml,NA,NA,141 €,Glenmorangie Signet,"Original Bottling, Highlands Single Malt"
16,NA,2016,56.40%,700 ml,NA,504,533 €,Glenmorangie Single Cask (400 Years of Gold in Dornoch),"Original Bottling, Highlands Single Malt"
10,NA,NA,57.20%,1000 ml,NA,NA,126 €,Glenmorangie 100 Proof (Traditional),"Original Bottling, Highlands Single Malt"
25,1979,2004,43.00%,700 ml,NA,NA,244 €,Glenrothes,"Original Bottling, Speyside Single Malt"
17,1982,1999,43.00%,700 ml,NA,NA,214 €,Glenrothes,"Original Bottling, Speyside Single Malt"
20,1985,2005,43.00%,700 ml,NA,NA,184 €,Glenrothes,"Original Bottling, Speyside Single Malt"
11,1987,1998,43.00%,700 ml,NA,NA,139 €,Glenrothes,"Original Bottling, Speyside Single Malt"
20,1997,2017,43.00%,700 ml,15974,835,102 €,Glenrothes Decanter Collection,"Signatory Vintage, Speyside Single Malt"
11,2006,2017,67.20%,700 ml,5454,636,113 €,Glenrothes Single Cask,"Original Bottling, Speyside Single Malt"
NA,NA,NA,43.00%,700 ml,NA,NA,35 €,Glenrothes Select Reserve,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,49 €,Glenturret,"Original Bottling, Highlands Single Malt"
NA,1966,NA,40.00%,700 ml,NA,NA,498 €,Glenturret Classic Vintage,"Original Bottling, Highlands Single Malt"
27,1986,2013,46.40%,700 ml,NA,1800,131 €,Glenturret Glasgow 2014 (Commonwealth Games),"Original Bottling, Highlands Single Malt"
29,1987,2016,42.10%,700 ml,NA,150,138 €,Glenturret,"Cadenhead, Highlands Single Malt"
8,NA,NA,40.00%,700 ml,NA,NA,50 €,Glenturret,"Original Bottling, Highlands Single Malt"
NA,NA,NA,43.00%,700 ml,1,NA,40 €,Glenturret Triple Wood,"Original Bottling, Highlands Single Malt"
29,1980,2009,43.40%,700 ml,NA,192,542 €,Glenugie 99.11,"Scotch Malt Whisky Society, Highlands Single Malt"
36,1970,2006,57.90%,700 ml,NA,1926,499 €,Glenury,"Original Bottling, Highlands Single Malt"
29,1970,1999,57.00%,700 ml,NA,NA,457 €,Glenury Rare Malts,"Original Bottling, Highlands Single Malt"
28,1984,2012,46.00%,700 ml,NA,NA,376 €,Glenury Rare Old,"Gordon & MacPhail, Highlands Single Malt"
13,2000,2013,63.10%,700 ml,NA,250,450 €,Hakushu 120.8,"Scotch Malt Whisky Society, Japan Single Malt"
NA,NA,NA,48.00%,700 ml,NA,NA,264 €,Hakushu Heavily Peated,"Original Bottling, Japan Single Malt"
15,2000,2015,46.50%,700 ml,NA,3710,645 €,Hanyu The Final Vintage (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
8,NA,NA,46.00%,700 ml,NA,NA,45 €,Hazelburn,"Original Bottling, Campbeltown Single Malt"
12,NA,NA,55.70%,700 ml,NA,NA,333 €,Highland Park 2000 (Cask Strength),"Original Bottling, Islands Single Malt"
15,NA,NA,40.00%,700 ml,NA,NA,120 €,Highland Park (Dumpy Bottle Sunset Label),"Original Bottling, Islands Single Malt"
16,NA,NA,40.00%,1000 ml,NA,NA,130 €,Highland Park (Dumpy Bottle),"Original Bottling, Islands Single Malt"
18,NA,NA,43.00%,700 ml,NA,NA,140 €,Highland Park (Dumpy Bottle),"Original Bottling, Islands Single Malt"
18,NA,NA,43.00%,700 ml,NA,NA,241 €,Highland Park (Small Label),"Original Bottling, Islands Single Malt"
27,1968,1995,43.00%,700 ml,NA,NA,561 €,Highland Park,"Hart Brothers, Islands Single Malt"
18,1972,1990,56.00%,50 ml,9017,360,37 €,Highland Park,"Signatory Vintage, Islands Single Malt"
36,1973,2009,43.00%,700 ml,NA,NA,399 €,Highland Park MacPhails Collection,"Gordon & MacPhail, Islands Single Malt"
21,1977,1998,40.00%,700 ml,NA,15000,503 €,Highland Park Bicentenary Vintage,"Original Bottling, Islands Single Malt"
33,1978,2011,47.80%,700 ml,NA,NA,591 €,Highland Park Vintage Collection,"Original Bottling, Islands Single Malt"
21,1984,2005,56.10%,700 ml,NA,260,639 €,Highland Park Ambassador Cask 1,"Original Bottling, Islands Single Malt"
20,1990,2010,40.00%,700 ml,NA,NA,118 €,Highland Park,"Original Bottling, Islands Single Malt"
12,1990,2002,57.70%,700 ml,NA,596,141 €,Highland Park,"Signatory Vintage, Islands Single Malt"
21,1991,2012,46.00%,700 ml,15129,NA,153 €,Highland Park First Cask,"Direct Wines, Islands Single Malt"
12,1995,2007,60.60%,700 ml,1555,NA,267 €,Highland Park Single Cask,"Original Bottling, Islands Single Malt"
15,2001,2016,59.00%,700 ml,1674,552,164 €,Highland Park Single Cask,"Original Bottling, Islands Single Malt"
15,2001,2016,61.80%,700 ml,2154,474,240 €,Highland Park Single Cask,"Original Bottling, Islands Single Malt"
15,2001,2016,61.30%,700 ml,2155,576,160 €,Highland Park Single Cask,"Original Bottling, Islands Single Malt"
15,2001,2016,62.00%,700 ml,384,474,288 €,Highland Park Single Cask,"Original Bottling, Islands Single Malt"
14,2002,2016,54.70%,700 ml,3429,258,183 €,Highland Park Single Cask,"Original Bottling, Islands Single Malt"
13,2003,2016,60.40%,750 ml,2103,552,170 €,Highland Park Single Cask,"Original Bottling, Islands Single Malt"
12,2004,2016,64.50%,700 ml,NA,627,104 €,Highland Park 4.226,"Scotch Malt Whisky Society, Islands Single Malt"
11,NA,2016,64.00%,700 ml,3378,582,481 €,Highland Park The Battle of Jutland,"Original Bottling, Islands Single Malt"
12,2005,2017,66.40%,700 ml,1140,540,154 €,Highland Park Single Cask,"Original Bottling, Islands Single Malt"
11,2006,2017,64.50%,700 ml,3720,324,188 €,Highland Park Single Cask,"Original Bottling, Islands Single Malt"
21,NA,NA,40.00%,700 ml,NA,NA,168 €,Highland Park,"Original Bottling, Islands Single Malt"
25,NA,NA,48.10%,700 ml,NA,NA,321 €,Highland Park,"Original Bottling, Islands Single Malt"
25,NA,NA,53.50%,700 ml,NA,NA,458 €,Highland Park,"Original Bottling, Islands Single Malt"
30,NA,NA,48.10%,700 ml,NA,180,632 €,Highland Park,"Original Bottling, Islands Single Malt"
NA,NA,NA,40.00%,700 ml,NA,5400,228 €,Highland Park Capella (60th Anniversary),"Original Bottling, Islands Single Malt"
17,NA,NA,52.90%,700 ml,NA,28000,202 €,Highland Park The Dark,"Original Bottling, Islands Single Malt"
NA,NA,NA,43.10%,700 ml,NA,NA,48 €,Highland Park Dragon Legend,"Original Bottling, Islands Single Malt"
18,NA,NA,54.90%,700 ml,NA,3300,359 €,Highland Park Earl Haakon,"Original Bottling, Islands Single Malt"
15,NA,2013,51.20%,700 ml,NA,19000,281 €,Highland Park Valhalla Collection (Freya),"Original Bottling, Islands Single Malt"
12,NA,NA,58.10%,700 ml,NA,3924,233 €,Highland Park Hjarta,"Original Bottling, Islands Single Malt"
NA,NA,NA,51.40%,700 ml,NA,1200,269 €,Highland Park Hobbister (First Release),"Original Bottling, Islands Single Malt"
NA,NA,NA,60.50%,700 ml,NA,NA,154 €,Highland Park Warrior Serie (Ingvar),"Original Bottling, Islands Single Malt"
15,NA,NA,48.70%,700 ml,NA,21000,287 €,Highland Park Valhalla Collection (Loki),"Original Bottling, Islands Single Malt"
18,NA,NA,45.10%,700 ml,NA,500,468 €,Highland Park Lunar,"Original Bottling, Islands Single Malt"
16,NA,2015,55.80%,700 ml,NA,17000,328 €,Highland Park Valhalla Collection (Odin),"Original Bottling, Islands Single Malt"
12,NA,NA,40.00%,700 ml,NA,800,243 €,Highland Park One in A Million,"Original Bottling, Islands Single Malt"
NA,NA,NA,48.30%,700 ml,NA,1200,208 €,Highland Park Quercus (Third Release),"Original Bottling, Islands Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,42 €,Aberfeldy (Old Style Tall Bottle),"Original Bottling, Highlands Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,35 €,Aberfeldy (Old Style),"Original Bottling, Highlands Single Malt"
NA,1969,NA,40.00%,50 ml,NA,NA,9 €,Aberfeldy,"Gordon & MacPhail, Highlands Single Malt"
19,1993,2012,46.00%,700 ml,5603,NA,62 €,Aberfeldy First Cask,"Direct Wines, Highlands Single Malt"
21,NA,NA,40.00%,700 ml,NA,NA,107 €,Aberfeldy,"Original Bottling, Highlands Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,30 €,Aberlour,"Original Bottling, Speyside Single Malt"
NA,NA,NA,57.10%,1000 ml,NA,NA,100 €,Aberlour 100 Proof (Old Style),"Original Bottling, Speyside Single Malt"
12,NA,NA,58.70%,700 ml,NA,NA,289 €,Aberlour A Bunadh (Silver Label Millennium Bottle),"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,38 €,Aberlour Double Cask,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,1000 ml,NA,NA,93 €,Aberlour V.O.H.M. (1980s),"Original Bottling, Speyside Single Malt"
13,NA,2017,58.10%,700 ml,a16,NA,96 €,Aberlour Hand Filled,"Original Bottling, Speyside Single Malt"
16,NA,2016,56.20%,700 ml,a16,NA,169 €,Aberlour Hand Filled,"Original Bottling, Speyside Single Malt"
18,NA,NA,43.00%,700 ml,NA,NA,79 €,Aberlour,"Original Bottling, Speyside Single Malt"
8,1965,1973,50.00%,750 ml,NA,NA,245 €,Aberlour,"Original Bottling, Speyside Single Malt"
18,1998,2016,59.70%,500 ml,7317,828,131 €,Aberlour Single Cask,"Original Bottling, Speyside Single Malt"
15,2000,2015,46.00%,700 ml,15050,318,54 €,Aberlour,"Malts of Scotland, Speyside Single Malt"
NA,NA,2012,59.70%,700 ml,44,NA,80 €,Aberlour A Bunadh,"Original Bottling, Speyside Single Malt"
NA,NA,2013,60.20%,700 ml,45,NA,89 €,Aberlour A Bunadh,"Original Bottling, Speyside Single Malt"
NA,NA,2014,59.70%,700 ml,48,NA,78 €,Aberlour A Bunadh,"Original Bottling, Speyside Single Malt"
NA,NA,2015,60.70%,700 ml,54,NA,78 €,Aberlour A Bunadh,"Original Bottling, Speyside Single Malt"
NA,NA,NA,44.60%,700 ml,NA,NA,450 €,Highland Park Warrior Serie (Ragnvald),"Original Bottling, Islands Single Malt"
12,1998,2010,55.00%,700 ml,NA,11994,154 €,Highland Park Saint Magnus,"Original Bottling, Islands Single Malt"
NA,NA,NA,48.10%,700 ml,NA,1200,214 €,Highland Park Shiel (Second Release),"Original Bottling, Islands Single Malt"
NA,NA,NA,43.00%,700 ml,NA,NA,143 €,Highland Park Warrior Serie (Sigurd),"Original Bottling, Islands Single Malt"
NA,NA,NA,46.00%,500 ml,2,386,120 €,Highland Park,"That Boutique-y Whisky Company, Islands Single Malt"
NA,NA,NA,40.00%,700 ml,NA,1500,275 €,Highland Park The Dolphins (Royal Navy),"Original Bottling, Islands Single Malt"
35,1976,2011,50.00%,700 ml,7431,443,273 €,Imperial The Old Malt Cask,"Douglas Laing, Speyside Single Malt"
19,1976,1995,43.00%,50 ml,7559,NA,27 €,Imperial,"Signatory Vintage, Speyside Single Malt"
18,1993,2011,43.00%,700 ml,NA,NA,115 €,Imperial (Dumpy Bottle),"Gordon & MacPhail, Speyside Single Malt"
18,1994,2012,43.00%,700 ml,NA,NA,126 €,Imperial,"Gordon & MacPhail, Speyside Single Malt"
20,1995,2015,46.00%,700 ml,50222 50223,NA,102 €,Imperial The Un-Chillfiltered Collection,"Signatory Vintage, Speyside Single Malt"
20,1997,2017,43.00%,700 ml,NA,NA,131 €,Imperial,"Gordon & MacPhail, Speyside Single Malt"
13,NA,2007,58.90%,700 ml,NA,NA,149 €,Inchgower Manager´s Dram,"Original Bottling, Speyside Single Malt"
14,NA,NA,43.00%,700 ml,NA,NA,128 €,Inchgower Flora & Fauna,"Original Bottling, Speyside Single Malt"
14,NA,NA,43.00%,700 ml,NA,NA,93 €,Inchgower Flora & Fauna (1st Edition),"Original Bottling, Speyside Single Malt"
22,1974,1996,55.70%,750 ml,NA,NA,273 €,Inchgower Rare Malts,"Original Bottling, Speyside Single Malt"
18,1976,1994,46.00%,700 ml,9890 ,NA,139 €,Inchgower First Cask,"Direct Wines, Speyside Single Malt"
24,1980,2004,46.00%,700 ml,14149,NA,189 €,Inchgower First Cask,"Direct Wines, Speyside Single Malt"
27,1977,2004,51.00%,700 ml,3600,146,269 €,Inverleven Cask Strength,"Signatory Vintage, Lowlands Single Malt"
NA,NA,NA,48.00%,50 ml,NA,NA,17 €,Jura Island Malt Whisky,"Scotch Malt Whisky Society, Islands Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,45 €,Jura (Old Style),"Original Bottling, Islands Single Malt"
19,1988,2007,59.98%,700 ml,1796,586,245 €,Jura Delme Evans Select,"Original Bottling, Islands Single Malt"
21,NA,NA,44.00%,700 ml,NA,NA,131 €,Jura 200th Anniversary,"Original Bottling, Islands Single Malt"
22,NA,NA,47.00%,700 ml,NA,672,161 €,Jura One for the Road,"Original Bottling, Islands Single Malt"
26,1965,1991,45.00%,700 ml,NA,1800,227 €,Jura Stillman´s Dram,"Original Bottling, Islands Single Malt"
8,NA,NA,40.00%,750 ml,NA,NA,121 €,Jura (1970s),"Original Bottling, Islands Single Malt"
8,NA,NA,40.00%,700 ml,NA,NA,387 €,Karuizawa 100% Malt Whisky,"Original Bottling, Japan Single Malt"
NA,NA,NA,61.70%,700 ml,NA,NA,518 €,Karuizawa Cask Strength (2nd Release),"Original Bottling, Japan Single Malt"
2,2006,2008,61.90%,700 ml,358/2006,NA,146 €,Kilchoman Anticipation,"Original Bottling, Islay Single Malt"
5,2007,2012,46.00%,700 ml,NA,10000,109 €,Kilchoman Loch Gorm (1st Release),"Original Bottling, Islay Single Malt"
3,2007,2010,62.20%,700 ml,113/07,NA,246 €,Kilchoman Single Cask (Feis Ile 2010),"Original Bottling, Islay Single Malt"
4,2010,2014,58.40%,700 ml,65-66,610,159 €,Kilchoman Kilchoman Club (3rd Release),"Original Bottling, Islay Single Malt"
7,2010,2017,59.30%,700 ml,739,294,160 €,Kilchoman Sauternes Cask,"Original Bottling, Islay Single Malt"
3,NA,NA,61.30%,700 ml,100-103 08,1060,355 €,Kilchoman Islay Cask Strength,"Original Bottling, Islay Single Malt"
3,2006,2009,46.00%,700 ml,NA,9000,151 €,Kilchoman Inaugural Release,"Original Bottling, Islay Single Malt"
NA,NA,NA,62.00%,700 ml,NA,NA,117 €,Kilkerran The Tasting Room,"Original Bottling, Campbeltown Single Malt"
NA,1967,NA,40.00%,50 ml,NA,NA,40 €,Kinclaith Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt"
25,1990,2015,63.20%,350 ml,20,NA,370 €,Kininvie The First Drop (Special Release),"Original Bottling, Speyside Single Malt"
12,2000,2012,43.00%,700 ml,NA,NA,37 €,Knockando,"Original Bottling, Speyside Single Malt"
11,1974,1985,40.00%,750 ml,NA,NA,187 €,Knockdhu,"Gordon & MacPhail, Speyside Single Malt"
10,NA,NA,53.70%,500 ml,2,239,154 €,Lagavulin,"That Boutique-y Whisky Company, Islay Single Malt"
11,NA,2013,57.10%,700 ml,NA,NA,503 €,Lagavulin Manager´s Dram,"Original Bottling, Islay Single Malt"
12,NA,2002,58.00%,700 ml,NA,NA,206 €,Lagavulin Special Releases (2002 Release),"Original Bottling, Islay Single Malt"
16,NA,NA,56.10%,700 ml,NA,6000,155 €,Lagavulin (Feis Ile 2017),"Original Bottling, Islay Single Malt"
16,NA,NA,56.10%,700 ml,NA,6000,194 €,Lagavulin Tasting Companion (Feis Ile 2017),"Original Bottling, Islay Single Malt"
16,NA,NA,43.00%,1000 ml,NA,NA,251 €,Lagavulin White Horse (1980s),"Original Bottling, Islay Single Malt"
16,NA,NA,43.00%,700 ml,NA,NA,193 €,Lagavulin White Horse,"Original Bottling, Islay Single Malt"
19,1979,1998,46.00%,700 ml,mm8593,NA,257 €,Lagavulin,"Murray McDavid, Islay Single Malt"
19,1980,1999,43.00%,1000 ml,NA,464,390 €,Lagavulin Distillers Edition,"Original Bottling, Islay Single Malt"
16,1984,2000,43.00%,1000 ml,NA,468,479 €,Lagavulin Distillers Edition,"Original Bottling, Islay Single Malt"
NA,1989,NA,43.00%,700 ml,NA,493,326 €,Lagavulin Distillers Edition,"Original Bottling, Islay Single Malt"
24,1991,2015,59.90%,700 ml,NA,NA,486 €,Lagavulin (Feis Ile 2015),"Original Bottling, Islay Single Malt"
16,1994,2010,52.70%,700 ml,3210,525,440 €,Lagavulin (Feis Ile 2010),"Original Bottling, Islay Single Malt"
19,1995,2014,54.70%,700 ml,NA,3500,437 €,Lagavulin (Feis Ile 2014),"Original Bottling, Islay Single Malt"
NA,NA,2015,55.40%,700 ml,NA,NA,178 €,Lagavulin (Jazz Festival 2015),"Original Bottling, Islay Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,36 €,Laphroaig Islay Single Malt,"Original Bottling, Islay Single Malt"
10,NA,NA,57.30%,1000 ml,NA,NA,481 €,Laphroaig Original Cask Strength (Pre Royal-Warrant),"Original Bottling, Islay Single Malt"
18,NA,NA,48.00%,700 ml,NA,NA,111 €,Laphroaig,"Original Bottling, Islay Single Malt"
18,NA,NA,48.00%,700 ml,NA,NA,123 €,Laphroaig Diamond Jubilee,"Original Bottling, Islay Single Malt"
20,1996,2016,50.60%,700 ml,NA,516,493 €,Laphroaig Masterpieces,"Speciality Drinks, Islay Single Malt"
18,1998,2016,55.90%,700 ml,NA,204,168 €,Laphroaig,"Cadenhead, Islay Single Malt"
18,1998,2016,58.10%,700 ml,NA,288,141 €,Laphroaig 29.218,"Scotch Malt Whisky Society, Islay Single Malt"
