,row,Maker,distilled,age in cast,ABV,Blended,Bourbon,Flavored,Other,Rye,Scotch,single blended grain,single blended malt,world,review score,price,style,country,temperature,precipitation,Unnamed: 0,Temperature,Precipitation
1030,1360.0,Craigellachie,,17 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,132.0,Single Malt Scotch,UK,,,,,
1031,1362.0,Gordon & MacPhail,,,55.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,95.0,Single Malt Scotch,UK,,,,,
1032,1363.0,Gordon & MacPhail,,10 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,50.0,Single Malt Scotch,UK,,,,,
1033,1364.0,Gordon & MacPhail,,10 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,65.0,Single Malt Scotch,UK,,,,,
1034,1365.0,The Tweeddale,,14 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,84.0,Single Malt Scotch,UK,,,,,
1035,1366.0,Grand Macnish,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,30.0,Blended Scotch Whisky,UK,,,,,
1036,1367.0,Girvan,,,57.10%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,87.0,110.0,Single Grain Whisky,UK,,,,,
1037,1368.0,Lord Elcho,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,43.0,Blended Scotch Whisky,UK,,,,,
1038,1370.0,Highland Journey,,,46.20%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,63.0,Blended Malt Scotch Whisky,UK,,,,,
1039,1371.0,Haig Club,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,72.0,Blended Malt Scotch Whisky,UK,,,,,
1040,1373.0,Duncan Taylor,,,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,325.0,Single Malt Scotch,UK,,,,,
1041,1374.0,Duncan Taylor,,,46.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,60.0,Blended Malt Scotch Whisky,UK,,,,,
1042,1375.0,Douglas Laing,,41 year old,48.90%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,87.0,277.0,Single Grain Whisky,UK,,,,,
1043,1376.0,Port Charlotte,,,50.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,72.0,Single Malt Scotch,UK,,,,,
1044,1377.0,Ladyburn,,41 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,1750.0,Single Malt Scotch,UK,,,,,
1045,1378.0,Royal Mile Whiskies,,40 year old,47.10%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,288.0,Blended Malt Scotch Whisky,UK,,,,,
1046,1379.0,Jura,,16 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,65.0,Single Malt Scotch,UK,,,,,
1047,1380.0,Jura,,,42.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,75.0,Single Malt Scotch,UK,,,,,
1048,1381.0,anCnoc,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,65.0,Single Malt Scotch,UK,,,,,
1049,1382.0,Grangestone,,12 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,33.0,Single Malt Scotch,UK,,,,,
1050,1383.0,Grangestone,,12 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,34.0,Single Malt Scotch,UK,,,,,
1051,1384.0,Jamie Stewart,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,16.0,Blended Scotch Whisky,UK,,,,,
1052,1385.0,Rock Oyster,,18 year old,46.80%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,116.0,Blended Malt Scotch Whisky,UK,,,,,
1053,1386.0,MacQueen,,12 year old,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,22.0,Blended Scotch Whisky,UK,,,,,
1054,1387.0,Hamilton,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,20.0,Blended Malt Scotch Whisky,UK,,,,,
1055,1388.0,Grant's,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,17.0,Blended Scotch Whisky,UK,,,,,
1056,1390.0,ScotchMe!,,,44.40%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,34.0,Blended Malt Scotch Whisky,UK,,,,,
1057,1391.0,Trader Joe's,,10 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,26.0,Single Malt Scotch,UK,,,,,
1058,1394.0,Ainsley Brae,,12 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,65.0,Single Malt Scotch,UK,,,,,
1059,1395.0,Glen Ness,,12 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,28.0,Single Malt Scotch,UK,,,,,
1060,1396.0,Monkey Shoulder,,,43.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,33.0,Blended Malt Scotch Whisky,UK,,,,,
1061,1397.0,Aerstone,,10 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,28.0,Single Malt Scotch,UK,,,,,
1062,1398.0,MacNair,,,46.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.0,50.0,Blended Malt Scotch Whisky,UK,,,,,
1063,1399.0,Cardhu,,,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,40.0,Single Malt Scotch,UK,,,,,
1064,1400.0,The Famous Grouse,,12 year old,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,35.0,Blended Malt Scotch Whisky,UK,,,,,
1065,1402.0,Chivas,,12 year old,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,58.0,Blended Scotch Whisky,UK,,,,,
1066,1403.0,Chivas,,12 year old,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,25.0,Blended Scotch Whisky,UK,,,,,
1067,1404.0,Duncan Taylor,,18 year old,54.30%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,110.0,Single Malt Scotch,UK,,,,,
1068,1405.0,Aberlour,,,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,65.0,Single Malt Scotch,UK,,,,,
1069,1406.0,Aberfeldy,,18 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,130.0,Single Malt Scotch,UK,,,,,
1070,1408.0,Arran,,,50.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,80.0,Single Malt Scotch,UK,,,,,
1071,1409.0,Arran,,14 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,70.0,Single Malt Scotch,UK,,,,,
1072,1410.0,Arran,,,53.20%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,125.0,Single Malt Scotch,UK,,,,,
1073,1411.0,Arran,,,56.40%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,123.0,Single Malt Scotch,UK,,,,,
1074,1412.0,Auchentoshan,,40 year old,41.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,1500.0,Single Malt Scotch,UK,,,,,
1075,1413.0,Auchentoshan,,18 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,95.0,Single Malt Scotch,UK,,,,,
1076,1414.0,Auchentoshan,,,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,63.0,Single Malt Scotch,UK,,,,,
1077,1415.0,Douglas Laing,,11 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,62.0,Single Malt Scotch,UK,,,,,
1078,1416.0,Wemyss,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,70.0,Single Malt Scotch,UK,,,,,
1079,1417.0,Wemyss,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,126.0,Single Malt Scotch,UK,,,,,
1080,1418.0,Langside Distillers,,16 year old,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,97.0,Single Malt Scotch,UK,,,,,
1081,1419.0,Balblair,,,53.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,120.0,Single Malt Scotch,UK,,,,,
1082,1420.0,Gordon & MacPhail,,,45.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,140.0,Single Malt Scotch,UK,,,,,
1083,1421.0,The Balvenie,,14 year old,47.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,62.0,Single Malt Scotch,UK,,,,,
1084,1422.0,The Balvenie,,17 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,130.0,Single Malt Scotch,UK,,,,,
1085,1424.0,Ben Nevis,,10 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,40.0,Single Malt Scotch,UK,,,,,
1086,1425.0,The BenRiach Importanticus,,12 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,85.0,Single Malt Scotch,UK,,,,,
1087,1426.0,Lady of the Glen,,14 year old,57.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,101.0,Single Malt Scotch,UK,,,,,
1088,1427.0,Bladnoch,,,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,70.0,Single Malt Scotch,UK,,,,,
1089,1428.0,Hunter Laing,,20 year old,50.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,115.0,Single Malt Scotch,UK,,,,,
1090,1429.0,Bladnoch,,,46.70%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,75.0,Single Malt Scotch,UK,,,,,
1091,1430.0,Douglas Laing,,20 year old,51.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,129.0,Single Malt Scotch,UK,,,,,
1092,1431.0,Bowmore,,,55.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,119.0,Single Malt Scotch,UK,,,,,
1093,1432.0,Bowmore,,23 year old,50.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,630.0,Single Malt Scotch,UK,,,,,
1094,1435.0,Chieftain,,22 year old,51.40%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,130.0,Single Malt Scotch,UK,,,,,
1095,1436.0,Bruichladdich,,,50.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,68.0,Single Malt Scotch,UK,,,,,
1096,1437.0,Br5 Elements of Islay,,,53.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,100.0,Single Malt Scotch,UK,,,,,
1097,1440.0,Bunnahabhain,,,50.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,100.0,Single Malt Scotch,UK,,,,,
1098,1442.0,Caol Ila,,15 year old,61.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,140.0,Single Malt Scotch,UK,,,,,
1099,1443.0,Clynelish,,,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,74.0,Single Malt Scotch,UK,,,,,
1100,1445.0,Wemyss,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,126.0,Single Malt Scotch,UK,,,,,
1101,1446.0,The Dalmore,,,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,69.0,Single Malt Scotch,UK,,,,,
1102,1447.0,The Dalmore,,,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,69.0,Single Malt Scotch,UK,,,,,
1103,1448.0,The Dalmore,,19 year old,53.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,3200.0,Single Malt Scotch,UK,,,,,
1104,1449.0,Dalwhinnie,,15 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,65.0,Single Malt Scotch,UK,,,,,
1105,1452.0,Edradour,,11 year old,59.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,80.0,Single Malt Scotch,UK,,,,,
1106,1453.0,Edradour,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,105.0,Single Malt Scotch,UK,,,,,
1107,1454.0,Glen Scotia,,15 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,85.0,Single Malt Scotch,UK,,,,,
1108,1455.0,Glencadam,,21 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,92.0,Single Malt Scotch,UK,,,,,
1109,1456.0,Glencadam,,,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,42.0,Single Malt Scotch,UK,,,,,
1110,1457.0,GlenDronach,,12 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,59.0,Single Malt Scotch,UK,,,,,
1111,1459.0,GlenDronach,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,48.0,Single Malt Scotch,UK,,,,,
1112,1460.0,Cadenhead,,17 year old,57.40%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,100.0,Single Malt Scotch,UK,,,,,
1113,1461.0,Glenfarclas,,,48.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,803.0,Single Malt Scotch,UK,,,,,
1114,1462.0,Glenfarclas,,,41.30%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,589.0,Single Malt Scotch,UK,,,,,
1115,1463.0,Glenfarclas,,,47.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,1279.0,Single Malt Scotch,UK,,,,,
1116,1464.0,Glenfiddich,,12 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,37.0,Single Malt Scotch,UK,,,,,
1117,1465.0,Glenfiddich,,,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,78.0,Single Malt Scotch,UK,,,,,
1118,1466.0,Glenfiddich,,,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,62.0,Single Malt Scotch,UK,,,,,
1119,1467.0,Glenfiddich,,26 year old,43.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,500.0,Single Malt Scotch,UK,,,,,
1120,1468.0,Glenfiddich,,15 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,55.0,Single Malt Scotch,UK,,,,,
1121,1469.0,Glen Garioch,,,51.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,125.0,Single Malt Scotch,UK,,,,,
1122,1470.0,Glen Garioch,,,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,170.0,Single Malt Scotch,UK,,,,,
1123,1472.0,Glenglassaugh,,30 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,694.0,Single Malt Scotch,UK,,,,,
1124,1473.0,Glenglassaugh,,37 year old,56.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,625.0,Single Malt Scotch,UK,,,,,
1125,1474.0,Glengoyne,,12 year old,57.20%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,50.0,Single Malt Scotch,UK,,,,,
1126,1475.0,Glengoyne,,15 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,70.0,Single Malt Scotch,UK,,,,,
1127,1476.0,Glengoyne,,15 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,75.0,Single Malt Scotch,UK,,,,,
1128,1477.0,Glenkinchie,,24 year old,57.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,450.0,Single Malt Scotch,UK,,,,,
1129,1478.0,Cadenhead,,12 year old,60.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,98.0,Single Malt Scotch,UK,,,,,
1130,1479.0,Gordon & MacPhail,,21 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,125.0,Single Malt Scotch,UK,,,,,
1131,1480.0,Gordon & MacPhail,,21 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,125.0,Single Malt Scotch,UK,,,,,
1132,1481.0,Glenmorangie,,,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,86.0,Single Malt Scotch,UK,,,,,
1133,1482.0,Peerless,,35 year old,40.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,135.0,Single Malt Scotch,UK,,,,,
1134,1483.0,Glenrothes,,,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,80.0,Single Malt Scotch,UK,,,,,
1135,1484.0,Glenrothes,,,52.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,956.0,Single Malt Scotch,UK,,,,,
1136,1485.0,Exclusive Malts,,,52.30%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,140.0,Single Malt Scotch,UK,,,,,
1137,1486.0,Duncan Taylor,,8 year old,54.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,84.0,Single Malt Scotch,UK,,,,,
1138,1487.0,Gordon & MacPhail,,11 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,60.0,Single Malt Scotch,UK,,,,,
1139,1488.0,Glenugie,,32 year old,55.40%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,410.0,Single Malt Scotch,UK,,,,,
1140,1492.0,Highland Park,,,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,96.0,Single Malt Scotch,UK,,,,,
1141,1493.0,Adelphi,,12 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,69.0,Single Malt Scotch,UK,,,,,
1142,1494.0,Sigurd,,,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,202.0,Single Malt Scotch,UK,,,,,
1143,1495.0,Highland Park,,15 year old,51.20%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,235.0,Single Malt Scotch,UK,,,,,
1144,1498.0,Lagavulin,,12 year old,55.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,119.0,Single Malt Scotch,UK,,,,,
1145,1500.0,Laphroaig,,,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,125.0,Single Malt Scotch,UK,,,,,
1146,1501.0,A. D. Rattray,,22 year old,49.20%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,160.0,Single Malt Scotch,UK,,,,,
1147,1502.0,"Distillery Select 'Craiglodge' (distilled at Loch Lomond), Cask #329, 13 year old, 45%",,13 year old,45.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,70.0,Single Malt Scotch,UK,,,,,
1148,1505.0,The Macallan,,,50.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,2750.0,Single Malt Scotch,UK,,,,,
1149,1507.0,Mortlach,,25 year old,43.40%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,1013.0,Single Malt Scotch,UK,,,,,
1150,1509.0,Old Pulteney,,,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,32.0,Single Malt Scotch,UK,,,,,
1151,1511.0,Duncansby Head,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,75.0,Single Malt Scotch,UK,,,,,
1152,1512.0,Old Pulteney,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,85.0,Single Malt Scotch,UK,,,,,
1153,1514.0,Cadenhead,,11 year old,57.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,98.0,Single Malt Scotch,UK,,,,,
1154,1515.0,Murray McDavid,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,150.0,Single Malt Scotch,UK,,,,,
1155,1516.0,Douglas Laing,,12 year old,50.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,79.0,Single Malt Scotch,UK,,,,,
1156,1517.0,Royal Brackla,,12 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,75.0,Single Malt Scotch,UK,,,,,
1157,1518.0,Springbank,,12 year old,50.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,58.0,Single Malt Scotch,UK,,,,,
1158,1519.0,Springbank,,15 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,115.0,Single Malt Scotch,UK,,,,,
1159,1520.0,Springbank,,12 year old,51.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,113.0,Single Malt Scotch,UK,,,,,
1160,1521.0,Kilkerran,,,60.30%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,95.0,Single Malt Scotch,UK,,,,,
1161,1522.0,Springbank,,14 year old,54.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,100.0,Single Malt Scotch,UK,,,,,
1162,1523.0,Springbank,,14 year old,56.20%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,100.0,Single Malt Scotch,UK,,,,,
1163,1524.0,Springbank,,12 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,90.0,Single Malt Scotch,UK,,,,,
1164,1526.0,Talisker,,25 year old,45.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,353.0,Single Malt Scotch,UK,,,,,
1165,1527.0,Talisker,,,45.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,69.0,Single Malt Scotch,UK,,,,,
1166,1529.0,Douglas Laing,,,50.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,185.0,Single Malt Scotch,UK,,,,,
1167,1531.0,Tomintoul,,16 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,40.0,Single Malt Scotch,UK,,,,,
1168,1532.0,Tomatin,,15 year old,52.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,80.0,Single Malt Scotch,UK,,,,,
1169,1533.0,Tomatin,,14 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,55.0,Single Malt Scotch,UK,,,,,
1170,1534.0,Cù Bòcan ,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,50.0,Single Malt Scotch,UK,,,,,
1171,1535.0,Cuatro Series,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,50.0,Single Malt Scotch,UK,,,,,
1172,1536.0,Cuatro Series,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,50.0,Single Malt Scotch,UK,,,,,
1173,1537.0,Tomatin,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,152.0,Single Malt Scotch,UK,,,,,
1174,1538.0,Tomatin,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,76.0,Single Malt Scotch,UK,,,,,
1175,1539.0,Tomatin,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,125.0,Single Malt Scotch,UK,,,,,
1176,1541.0,Tullibardine,,20 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,125.0,Single Malt Scotch,UK,,,,,
1177,1542.0,The Antiquary,,21 year old,43.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,100.0,Blended Scotch Whisky,UK,,,,,
1178,1543.0,Wemyss,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,87.0,Single Malt Scotch,UK,,,,,
1179,1544.0,Wemyss,,15 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,79.0,Single Malt Scotch,UK,,,,,
1180,1546.0,Wemyss,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,159.0,Single Malt Scotch,UK,,,,,
1181,1547.0,Wemyss,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,129.0,Single Malt Scotch,UK,,,,,
1182,1548.0,Wemyss,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,176.0,Single Malt Scotch,UK,,,,,
1183,1549.0,Wemyss,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,129.0,Single Malt Scotch,UK,,,,,
1184,1550.0,Wemyss,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,122.0,Single Malt Scotch,UK,,,,,
1185,1551.0,Wemyss,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,150.0,Single Malt Scotch,UK,,,,,
1186,1552.0,Wemyss,,,46.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.0,79.0,Blended Malt Scotch Whisky,UK,,,,,
1187,1553.0,Wemyss,,,46.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,54.0,Blended Scotch Whisky,UK,,,,,
1188,1554.0,Black Bull,,8 year old,50.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,39.0,Blended Scotch Whisky,UK,,,,,
