,row,Maker,distilled,age in cast,ABV,Blended,Bourbon,Flavored,Other,Rye,Scotch,single blended grain,single blended malt,world,review score,price,style,country,temperature,precipitation,Unnamed: 0,Temperature,Precipitation
0,1.0,Johnnie Walker,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.0,225.0,Blended Scotch Whisky,UK,,,,,
1,3.0,Bowmore,,46 year old,42.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,97.0,13500.0,Single Malt Scotch,UK,,,,,
2,4.0,Compass Box,,30 years old,53.40%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,96.0,325.0,Blended Malt Scotch Whisky,UK,,,,,
3,5.0,Chivas,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,96.0,160.0,Blended Malt Scotch Whisky,UK,,,,,
4,7.0,Bowmore,,44 year old,44.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,96.0,11000.0,Single Malt Scotch,UK,,,,,
5,8.0,The Dalmore,,50 year old,52.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,96.0,1500.0,Single Malt Scotch,UK,,,,,
6,12.0,The Last Drop,,,44.00%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,96.0,3108.0,Grain Scotch Whisky,UK,,,,,
7,13.0,Compass Box,,,48.90%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.0,105.0,Blended Malt Scotch Whisky,UK,,,,,
8,14.0,Compass Box,,,54.70%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,120.0,Blended Scotch Whisky,UK,,,,,
9,15.0,Johnnie Walker,,,60.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,3500.0,Blended Scotch Whisky,UK,,,,,
10,16.0,Chivas,,18 year old,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,70.0,Blended Scotch Whisky,UK,,,,,
11,17.0,Chivas,,,43.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,3500.0,Blended Scotch Whisky,UK,,,,,
12,19.0,Ardbeg,,,57.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.0,90.0,Single Malt Scotch,UK,,,,,
13,21.0,Bowmore,,50 year old,40.70%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.0,26650.0,Single Malt Scotch,UK,,,,,
14,22.0,Brora,,30 year old,55.70%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.0,400.0,Single Malt Scotch,UK,,,,,
15,26.0,Brora,,35 year old,49.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.0,750.0,Single Malt Scotch,UK,,,,,
16,28.0,Glenfarclas,,40 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.0,460.0,Single Malt Scotch,UK,,,,,
17,29.0,Glenglassaugh,,40 year old,44.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.0,2525.0,Single Malt Scotch,UK,,,,,
18,32.0,Highland Park,,50 year old,42.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.0,15000.0,Single Malt Scotch,UK,,,,,
19,34.0,The Macallan,,,45.70%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.0,215.0,Single Malt Scotch,UK,,,,,
20,38.0,The Last Drop,,50 year old,50.90%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,4000.0,Blended Scotch Whisky,UK,,,,,
21,39.0,Royal Salute,,28 year old,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0,790.0,Blended Scotch Whisky,UK,,,,,
22,41.0,Compass Box,,,46.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,65.0,Blended Malt Scotch Whisky,UK,,,,,
23,43.0,Compass Box,,,46.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,180.0,Blended Scotch Whisky,UK,,,,,
24,44.0,Johnnie Walker,,,55.80%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,300.0,Blended Scotch Whisky,UK,,,,,
25,45.0,The John Walker,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,3500.0,Blended Scotch Whisky,UK,,,,,
26,46.0,John Walker & Sons,,,43.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,600.0,Blended Scotch Whisky,UK,,,,,
27,47.0,Johnnie Walker,,,43.80%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,350.0,Blended Scotch Whisky,UK,,,,,
28,48.0,Chivas,,18 year old,48.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,120.0,Blended Scotch Whisky,UK,,,,,
29,50.0,Aberfeldy,,14 year old,58.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,181.0,Single Malt Scotch,UK,,,,,
30,52.0,Ardbeg,,,54.20%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,80.0,Single Malt Scotch,UK,,,,,
31,54.0,The Balvenie,,,50.30%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,250.0,Single Malt Scotch,UK,,,,,
32,58.0,Bowmore,,50 year old,41.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,30000.0,Single Malt Scotch,UK,,,,,
33,62.0,Bruichladdich,,34 year old,41.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,550.0,Single Malt Scotch,UK,,,,,
34,64.0,The Dalmore,,28 year old,45.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,140.0,Single Malt Scotch,UK,,,,,
35,65.0,GlenDronach,,33 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,400.0,Single Malt Scotch,UK,,,,,
36,66.0,GlenDronach,,31 year old,45.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,700.0,Single Malt Scotch,UK,,,,,
37,67.0,Glenfarclas,,,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,387.0,Single Malt Scotch,UK,,,,,
38,68.0,Glengoyne,,40 year old,45.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,5730.0,Single Malt Scotch,UK,,,,,
39,70.0,Glenmorangie,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,220.0,Single Malt Scotch,UK,,,,,
40,75.0,Highland Park,,30 year old,48.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,350.0,Single Malt Scotch,UK,,,,,
41,78.0,Highland Park,,18 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,112.0,Single Malt Scotch,UK,,,,,
42,79.0,Lagavulin,,12 year old,56.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,109.0,Single Malt Scotch,UK,,,,,
43,82.0,Laphroaig,,,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,100.0,Single Malt Scotch,UK,,,,,
44,83.0,The Macallan,,17 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,120.0,Single Malt Scotch,UK,,,,,
45,84.0,The Macallan,,,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,1900.0,Single Malt Scotch,UK,,,,,
46,85.0,The Antiquary,,21 year old,43.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,100.0,Blended Scotch Whisky,UK,,,,,
47,86.0,Black Bull,,30 year old,50.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,200.0,Blended Scotch Whisky,UK,,,,,
48,87.0,Black Bull,,40 year old,47.60%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,1400.0,Blended Scotch Whisky,UK,,,,,
49,88.0,Blue Hanger,,,45.60%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,84.0,Blended Malt Scotch Whisky,UK,,,,,
50,89.0,Royal Salute,,,43.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,3000.0,Blended Scotch Whisky,UK,,,,,
51,90.0,Scotch Malt Whisky Society,,24 year old,51.30%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.0,225.0,Single Malt Scotch,UK,,,,,
52,93.0,Black Snake,,,60.20%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,100.0,Single Malt Scotch,UK,,,,,
53,94.0,Compass Box,,,46.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,50.0,Blended Malt Scotch Whisky,UK,,,,,
54,96.0,Compass Box,,,46.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,140.0,Blended Malt Scotch Whisky,UK,,,,,
55,97.0,Compass Box,,,46.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,140.0,Blended Malt Scotch Whisky,UK,,,,,
56,99.0,Johnnie Walker,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,1100.0,Blended Malt Scotch Whisky,UK,,,,,
57,100.0,"Diamond Jubilee by John Walker & Sons, 42.5%",,,42.50%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,157000.0,Blended Scotch Whisky,UK,,,,,
58,102.0,Black Bottle,,10 year old,43.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,34.0,Blended Scotch Whisky,UK,,,,,
59,103.0,Royal Salute,,38 year old,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,600.0,Blended Scotch Whisky,UK,,,,,
60,104.0,Chivas,,18 year old,48.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,130.0,Blended Scotch Whisky,UK,,,,,
61,105.0,Dewar,,25 year old,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,225.0,Blended Scotch Whisky,UK,,,,,
62,106.0,Ardbeg,,,46.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,60.0,Single Malt Scotch,UK,,,,,
63,107.0,Ardbeg,,,46.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,60.0,Single Malt Scotch,UK,,,,,
64,110.0,The Balvenie,,25 year old,46.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,250.0,Single Malt Scotch,UK,,,,,
65,115.0,Brora,,38 year old,48.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,2200.0,Single Malt Scotch,UK,,,,,
66,118.0,Bruichladdich,,,43.70%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,1100.0,Single Malt Scotch,UK,,,,,
67,120.0,Murray McDavid,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,150.0,Single Malt Scotch,UK,,,,,
68,121.0,Cragganmore,,29 year old,52.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,300.0,Single Malt Scotch,UK,,,,,
69,122.0,Cragganmore,,,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,135.0,Single Malt Scotch,UK,,,,,
70,124.0,The Dalmore,,40 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,3000.0,Single Malt Scotch,UK,,,,,
71,125.0,The Dalmore,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,750.0,Single Malt Scotch,UK,,,,,
72,126.0,The Dalmore,,50 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,60000.0,Single Malt Scotch,UK,,,,,
73,127.0,The Dalmore,,45 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,12500.0,Single Malt Scotch,UK,,,,,
74,128.0,GlenDronach,,15 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,95.0,Single Malt Scotch,UK,,,,,
75,129.0,GlenDronach,,21 year old,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,262.0,Single Malt Scotch,UK,,,,,
76,130.0,GlenDronach,,24 year old,48.70%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,750.0,Single Malt Scotch,UK,,,,,
77,131.0,GlenDronach,,27 year old,50.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,580.0,Single Malt Scotch,UK,,,,,
78,132.0,Glenfarclas,,,44.70%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,599.0,Single Malt Scotch,UK,,,,,
79,133.0,Glenfarclas,,,47.20%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,9420.0,Single Malt Scotch,UK,,,,,
80,136.0,The Glenlivet,,21 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,100.0,Single Malt Scotch,UK,,,,,
81,137.0,The Glenlivet,,25 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,350.0,Single Malt Scotch,UK,,,,,
82,138.0,Glenmorangie,,,57.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,85.0,Single Malt Scotch,UK,,,,,
83,139.0,Glenmorangie,,,56.70%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,2850.0,Single Malt Scotch,UK,,,,,
84,141.0,The Glenrothes,,,46.70%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,1000.0,Single Malt Scotch,UK,,,,,
85,143.0,Highland Park,,21 year old,47.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,100.0,Single Malt Scotch,UK,,,,,
86,144.0,Highland Park,,40 year old,48.30%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,1900.0,Single Malt Scotch,UK,,,,,
87,148.0,Lagavulin,,25 year old,50.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,1200.0,Single Malt Scotch,UK,,,,,
88,149.0,Laphroaig,,10 year old,58.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,70.0,Single Malt Scotch,UK,,,,,
89,150.0,Laphroaig,,,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,70.0,Single Malt Scotch,UK,,,,,
90,151.0,Laphroaig,,10 year old,58.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,70.0,Single Malt Scotch,UK,,,,,
91,152.0,Longrow,,25 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,525.0,Single Malt Scotch,UK,,,,,
92,153.0,Longrow,,18 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,280.0,Single Malt Scotch,UK,,,,,
93,154.0,The Macallan,,50 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,3500.0,Single Malt Scotch,UK,,,,,
94,156.0,Mortlach,,18 year old,43.40%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,304.0,Single Malt Scotch,UK,,,,,
95,158.0,Port Ellen,,31 year old,54.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,455.0,Single Malt Scotch,UK,,,,,
96,160.0,Port Ellen,,37 year old,55.20%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,4000.0,Single Malt Scotch,UK,,,,,
97,162.0,Springbank,,35 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,580.0,Single Malt Scotch,UK,,,,,
98,163.0,Murray McDavid,,34 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,200.0,Single Malt Scotch,UK,,,,,
99,164.0,Duncan Taylor,,35 year old,45.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,240.0,Single Malt Scotch,UK,,,,,
100,165.0,Talisker,,30 year old,51.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,300.0,Single Malt Scotch,UK,,,,,
101,166.0,Talisker,,18 year old,45.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,65.0,Single Malt Scotch,UK,,,,,
102,167.0,Tamdhu,,,58.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,90.0,Single Malt Scotch,UK,,,,,
103,168.0,The Last Drop,,50 year old,51.80%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,4500.0,Blended Scotch Whisky,UK,,,,,
104,169.0,The Last Drop,,,47.20%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,4000.0,Blended Scotch Whisky,UK,,,,,
105,170.0,Cutty Sark,,25 year old,45.70%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,170.0,Blended Scotch Whisky,UK,,,,,
106,171.0,Port Askaig,,33 year old,50.30%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,800.0,Single Malt Scotch,UK,,,,,
107,172.0,Sheep Dip,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,60.0,Blended Malt Scotch Whisky,UK,,,,,
108,173.0,Glen Moray,,25 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,300.0,Single Malt Scotch,UK,,,,,
109,174.0,Convalmore,,28 year old,57.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,248.0,Single Malt Scotch,UK,,,,,
110,177.0,Big Peat,,25 year old,52.10%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,236.0,Blended Malt Scotch Whisky,UK,,,,,
111,178.0,That Boutique-y Whisky Company,,35 year old,48.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,173.0,Single Malt Scotch,UK,,,,,
112,179.0,That Boutique-y Whisky Company,,29 year old,43.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,560.0,Single Malt Scotch,UK,,,,,
113,180.0,Royal Salute,,32 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,380.0,Single Malt Scotch,UK,,,,,
114,181.0,Douglas Laing,,33 year old,45.40%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,93.0,100.0,Single Grain Whisky,UK,,,,,
115,182.0,Exclusive Malts,,25 year old,48.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,200.0,Single Malt Scotch,UK,,,,,
116,183.0,Exclusive Blend,,23 year old,50.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,145.0,Blended Malt Scotch Whisky,UK,,,,,
117,184.0,Exclusive Malts,,43 year old,48.20%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,93.0,260.0,Grain Scotch Whisky,UK,,,,,
118,186.0,Mackillop,,,56.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,290.0,Single Malt Scotch,UK,,,,,
119,187.0,Port Charlotte,,10 year old,50.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,65.0,Single Malt Scotch,UK,,,,,
120,188.0,Buchanan,,15 year old,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,50.0,Blended Malt Scotch Whisky,UK,,,,,
121,189.0,Compass Box,,,48.90%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,85.0,Blended Malt Scotch Whisky,UK,,,,,
122,190.0,Compass Box,,,54.90%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,85.0,Blended Malt Scotch Whisky,UK,,,,,
123,191.0,Compass Box,,,48.90%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,150.0,Blended Malt Scotch Whisky,UK,,,,,
124,193.0,Compass Box,,,48.90%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,130.0,Blended Malt Scotch Whisky,UK,,,,,
125,194.0,Compass Box,,,45.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,75.0,Blended Scotch Whisky,UK,,,,,
126,195.0,Compass Box,,,53.10%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,225.0,Blended Scotch Whisky,UK,,,,,
127,196.0,Compass Box,,,49.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,275.0,Blended Scotch Whisky,UK,,,,,
128,197.0,Compass Box,,,48.90%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,125.0,Blended Scotch Whisky,UK,,,,,
129,198.0,Compass Box,,,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,92.0,200.0,Grain Scotch Whisky,UK,,,,,
130,200.0,Johnnie Walker,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,53.0,Blended Scotch Whisky,UK,,,,,
131,202.0,Chivas,,18 year old,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,99.0,Blended Scotch Whisky,UK,,,,,
132,203.0,Chivas,,18 year old,48.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,120.0,Blended Scotch Whisky,UK,,,,,
133,204.0,Chivas,,,40.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,69.0,Blended Scotch Whisky,UK,,,,,
134,205.0,Dewar,,,43.00%,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,200.0,Blended Scotch Whisky,UK,,,,,
135,207.0,Duncan Taylor,,16 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,80.0,Single Malt Scotch,UK,,,,,
136,208.0,Aberlour,,18 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,125.0,Single Malt Scotch,UK,,,,,
137,209.0,Aberfeldy,,16 year old,57.40%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,250.0,Single Malt Scotch,UK,,,,,
138,211.0,Ardbeg,,,51.20%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,95.0,Single Malt Scotch,UK,,,,,
139,212.0,Ardbeg,,10 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,56.0,Single Malt Scotch,UK,,,,,
140,213.0,Ardmore,,12 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,155.0,Single Malt Scotch,UK,,,,,
141,214.0,The Balvenie,,,50.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,263.0,Single Malt Scotch,UK,,,,,
142,215.0,Balvenie,,,52.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,400.0,Single Malt Scotch,UK,,,,,
143,219.0,Benromach,,,49.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,1600.0,Single Malt Scotch,UK,,,,,
144,220.0,Benromach,,,48.90%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,1722.0,Single Malt Scotch,UK,,,,,
145,222.0,Bruichladdich,,,63.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,120.0,Single Malt Scotch,UK,,,,,
146,223.0,Bruichladdich,,,48.70%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,1100.0,Single Malt Scotch,UK,,,,,
147,225.0,Bunnahabhain,,18 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,95.0,Single Malt Scotch,UK,,,,,
148,227.0,The Dalmore,,35 year old,40.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,5000.0,Single Malt Scotch,UK,,,,,
149,228.0,The Dalmore,,,45.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,1230.0,Single Malt Scotch,UK,,,,,
150,229.0,The Dalmore,,40 year old,42.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,7500.0,Single Malt Scotch,UK,,,,,
151,231.0,Duncan Taylor,,37 year old,51.50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,336.0,Single Malt Scotch,UK,,,,,
152,232.0,Gordon & MacPhail,,60 year old,42.30%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,12000.0,Single Malt Scotch,UK,,,,,
153,233.0,GlenDronach,,15 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,90.0,Single Malt Scotch,UK,,,,,
154,234.0,GlenDronach,,15 year old,46.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,90.0,Single Malt Scotch,UK,,,,,
155,235.0,Glenfarclas,,,53.40%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,580.0,Single Malt Scotch,UK,,,,,
156,236.0,Glenfiddich,,50 year old,46.10%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,16000.0,Single Malt Scotch,UK,,,,,
157,237.0,Glenfiddich,,25 year old,43.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,383.0,Single Malt Scotch,UK,,,,,
158,238.0,Glen Garioch,,17 year old,50.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,135.0,Single Malt Scotch,UK,,,,,
159,239.0,Glenglassaugh,,37 year old,56.00%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,600.0,Single Malt Scotch,UK,,,,,
160,240.0,Glengoyne,,35 year old,46.80%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,4640.0,Single Malt Scotch,UK,,,,,
161,244.0,The Glenlivet,,,55.60%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.0,375.0,Single Malt Scotch,UK,,,,,
