vintage,avp,size,price,name,precip,temp,max_t,min_t
1979,46.00,700,946.83,Port Ellen Rare Old,2.6527032438926983,12.719560808547714,10.67550235143224,4.0881169142309535
1975,54.90,700,1127.76,Brora Rare Malts,2.0664646464646643,14.542543998910404,12.185248713550598,4.7145905707196025
1977,49.90,700,1290.93,Brora 2013 Release,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
1986,43.00,700,879.1200000000001,Macallan,3.019050000000024,13.127477389763186,11.07586533902323,4.103224101479913
1978,55.30,700,1017.87,Port Ellen 8th Annual Release,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1975,45.60,700,889.1100000000001,Auchentoshan Bourbon Cask,2.0664646464646643,14.542543998910404,12.185248713550598,4.7145905707196025
1977,50.00,700,947.94,Macallan,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
1977,50.40,700,1102.23,Port Ellen Old & Rare,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
1977,56.10,700,845.82,Brora Rare Malts,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
1978,60.90,700,818.07,Port Ellen Rare Malts,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1976,56.00,700,3888.33,Ardbeg Single Cask,2.1732724384432256,14.501037920889175,11.941979949874685,5.118115942028986
1993,55.70,750,1293.15,Glenmorangie Swampt Oak,2.9940524193548455,13.475823617784245,11.211167985109393,4.5293112653497065
1983,53.90,750,2437.5600000000004,Port Ellen 15th Annual Release,2.5845584607795,14.750514929706357,12.311024844720519,4.878980169971671
1981,56.00,500,2249.9700000000007,Macallan Exceptional Cask (First Release),2.577374301676003,13.575082441459406,11.439508832399829,4.271147218119154
1974,61.10,750,2224.44,Caol Ila,2.3416938110749443,14.054673005489633,11.714396551724146,4.6805529075309815
1974,46.00,750,1377.5100000000002,Longrow,2.3416938110749443,14.054673005489633,11.714396551724146,4.6805529075309815
1985,53.30,700,703.74,Glendronach Trump,3.3596845736816383,13.256264274751642,11.091372912801457,4.329782723900369
1978,55.00,700,2137.86,Port Ellen 13th Annual Release,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1973,43.00,750,1672.7700000000002,Bowmore,2.141950207468896,14.013066348271868,11.784318766066836,4.457495164410057
1982,40.00,1500,1683.87,Port Ellen (Magnum),3.2124936515998166,14.421311714121478,12.042975635044048,4.75667215815486
1982,43.00,700,1041.18,Macallan,3.2124936515998166,14.421311714121478,12.042975635044048,4.75667215815486
1991,54.00,700,1494.0600000000006,Macallan Easter Elchie (Seasonal Selection),2.6779240506329285,14.448130516657713,11.968186226964116,4.959888579387185
1974,43.00,700,2323.23,Macallan Anniversary Malt,2.3416938110749443,14.054673005489633,11.714396551724146,4.6805529075309815
1978,55.20,700,2828.28,Port Ellen 16th Annual Release,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1990,59.60,700,2886.0000000000005,Balvenie DCS Compendium (Chapter 2),3.187437686939205,15.03387889454144,12.436621751684307,5.194514285714278
1975,43.00,750,2039.07,Ardbeg,2.0664646464646643,14.542543998910404,12.185248713550598,4.7145905707196025
1981,62.90,700,1135.5300000000002,Lagavulin 111.4,2.577374301676003,13.575082441459406,11.439508832399829,4.271147218119154
1978,60.50,700,806.97,Port Ellen Rare Malts,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1978,51.20,700,570.5400000000002,Glendronach Single Cask,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1973,45.40,700,925.74,Highland Park Single Cask,2.141950207468896,14.013066348271868,11.784318766066836,4.457495164410057
1973,50.40,700,911.31,Highland Park Single Cask,2.141950207468896,14.013066348271868,11.784318766066836,4.457495164410057
1977,54.60,700,892.44,Talisker Cask Strength,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
1979,51.10,700,1083.36,Port Ellen Director´s Cut,2.6527032438926983,12.719560808547714,10.67550235143224,4.0881169142309535
1976,49.30,700,723.72,Tomatin Full Metal Dram,2.1732724384432256,14.501037920889175,11.941979949874685,5.118115942028986
1977,57.20,700,818.07,Lagavulin 2002 Release,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
1974,64.30,750,2095.6800000000007,Port Ellen,2.3416938110749443,14.054673005489633,11.714396551724146,4.6805529075309815
1979,43.00,1000,950.16,Lagavulin Distillers Edition (First Release),2.6527032438926983,12.719560808547714,10.67550235143224,4.0881169142309535
1988,56.70,700,623.82,Macallan,3.1280500000000204,14.568356770439793,11.996206581352816,5.14430037817396
1973,56.40,750,1110.0,Highland Park Dragon,2.141950207468896,14.013066348271868,11.784318766066836,4.457495164410057
1990,52.40,700,941.28,Bowmore Port Cask (Feis Ile 2017),3.187437686939205,15.03387889454144,12.436621751684307,5.194514285714278
1980,57.60,700,874.6800000000003,Ardbeg Kildalton,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1973,56.90,750,878.0100000000001,Highland Park Dragon,2.141950207468896,14.013066348271868,11.784318766066836,4.457495164410057
1981,46.00,700,835.83,Glenmorangie Sauternes Wood Finish,2.577374301676003,13.575082441459406,11.439508832399829,4.271147218119154
1978,50.00,700,899.1,Rosebank The Old Malt Cask,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1985,47.70,700,949.05,Macallan Càrn Mòr (Celebration of the Cask),3.3596845736816383,13.256264274751642,11.091372912801457,4.329782723900369
1982,58.10,700,791.4300000000003,St Magdalene,3.2124936515998166,14.421311714121478,12.042975635044048,4.75667215815486
1980,56.80,700,681.5400000000002,Highland Park Single Cask,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1984,43.00,700,570.5400000000002,Macallan,3.0898433552299305,14.6123176636799,12.174690181124886,4.8752549651100345
1978,57.90,50,16.650000000000002,Aberfeldy,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1980,62.00,700,299.7000000000001,Aberfeldy Flora & Fauna,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1999,58.40,700,193.14,Aberfeldy Single Cask (Festival Bottling),2.9139326800170915,15.033238431412935,12.301209677419328,5.464057507987215
2001,51.60,700,142.08,Aberfeldy Hand Filled,3.2406731317741304,14.064141158480314,11.798156028368792,4.531970260223047
1999,52.80,700,248.64,Aberlour Cask Strength (Distillery Exclusive),2.9139326800170915,15.033238431412935,12.301209677419328,5.464057507987215
1979,58.00,700,421.8,Allt-a-Bhainne 108.1,2.6527032438926983,12.719560808547714,10.67550235143224,4.0881169142309535
1974,46.00,700,574.98,Ardbeg First Cask,2.3416938110749443,14.054673005489633,11.714396551724146,4.6805529075309815
1975,43.00,700,601.62,Ardbeg,2.0664646464646643,14.542543998910404,12.185248713550598,4.7145905707196025
1975,43.00,700,611.61,Ardbeg,2.0664646464646643,14.542543998910404,12.185248713550598,4.7145905707196025
1976,46.00,700,644.9100000000002,Ardbeg,2.1732724384432256,14.501037920889175,11.941979949874685,5.118115942028986
1978,43.00,700,511.71,Ardbeg,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1990,46.00,700,209.79,Ardbeg Airigh Nam Beist,3.187437686939205,15.03387889454144,12.436621751684307,5.194514285714278
1993,58.00,700,112.11,Ardbeg Authentic Collection,2.9940524193548455,13.475823617784245,11.211167985109393,4.5293112653497065
1997,58.90,700,482.85,Ardbeg Very Young (Committee Release),2.910800842992624,15.52876067924086,12.706444444444461,5.6446324695928025
1998,55.60,700,667.11,Ardbeg Single Cask (Cask Strength),3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
2007,60.20,700,218.67,Ardbeg 33.135,2.5903595416831613,14.863119679090655,12.537199765670742,4.651839826839822
1998,54.10,700,152.07000000000005,Ardbeg Almost There,3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
1999,49.00,700,184.26,Ardbeg Galileo,2.9139326800170915,15.033238431412935,12.301209677419328,5.464057507987215
1998,55.90,700,166.50000000000003,Ardbeg Renaissance,3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
1998,56.20,700,154.29000000000005,Ardbeg Still Young,3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
1998,58.30,700,352.98,Ardbeg Very Young,3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
1995,48.80,700,294.1500000000001,Arran Single Cask (Malt and Music Festival 2017),2.8819148936170285,14.874823568142402,12.375935828877013,4.997775478530778
1996,53.30,700,105.45,Arran Single Cask,2.7578364116095044,14.007009312853748,11.569619131975193,4.874780361757108
1996,49.10,700,197.58,Arran,2.7578364116095044,14.007009312853748,11.569619131975193,4.874780361757108
1997,44.40,700,220.89,Arran Old Particular,2.910800842992624,15.52876067924086,12.706444444444461,5.6446324695928025
1997,50.30,700,436.23,Arran Single Cask (Malt and Music Festival 2017),2.910800842992624,15.52876067924086,12.706444444444461,5.6446324695928025
1975,55.40,700,311.91,Aberfeldy,2.0664646464646643,14.542543998910404,12.185248713550598,4.7145905707196025
1998,55.20,700,144.3,Aberfeldy Hand Filled,3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
1996,46.00,700,357.42,Arran Icons of Arran (Peacock),2.7578364116095044,14.007009312853748,11.569619131975193,4.874780361757108
1996,52.50,700,300.81,Arran White Stag (Third Release),2.7578364116095044,14.007009312853748,11.569619131975193,4.874780361757108
1979,50.50,700,581.6400000000001,Auchentoshan (Oloroso Sherry Cask),2.6527032438926983,12.719560808547714,10.67550235143224,4.0881169142309535
2008,59.20,200,39.96,Auchentoshan Distillery Cask (Oloroso Cask),2.7585433070866405,13.284823320768414,12.258376214979991,2.0528942115768465
1999,55.60,700,253.08,Auchroisk Manager´s Dram,2.9139326800170915,15.033238431412935,12.301209677419328,5.464057507987215
1996,46.00,700,56.61000000000001,Auchroisk Connoisseurs Choice,2.7578364116095044,14.007009312853748,11.569619131975193,4.874780361757108
2006,46.00,700,45.51000000000001,Auchroisk,2.5359368836292253,15.203224853982793,12.808910295002985,4.788629117959617
1973,46.00,750,795.8700000000001,Aultmore,2.141950207468896,14.013066348271868,11.784318766066836,4.457495164410057
1983,58.80,700,216.45,Aultmore Flora & Fauna,2.5845584607795,14.750514929706357,12.311024844720519,4.878980169971671
1975,46.00,700,196.47000000000003,Balblair First Cask,2.0664646464646643,14.542543998910404,12.185248713550598,4.7145905707196025
1987,53.30,700,539.46,Balblair Single Cask,2.8253145445395265,13.447738069297746,11.210599721059976,4.474276696475535
1989,60.10,700,241.98,Balblair Single Cask,2.3590113285273047,14.979556941920887,12.444597156398098,5.069919571045569
1999,51.90,700,198.69000000000003,Balblair Single Cask,2.9139326800170915,15.033238431412935,12.301209677419328,5.464057507987215
2005,46.00,700,55.50000000000001,Balblair 1st Release,2.663588621444224,14.732142945041973,12.471951219512201,4.5203834510595415
2006,55.90,700,135.42000000000002,Balblair 70.22,2.5359368836292253,15.203224853982793,12.808910295002985,4.788629117959617
1974,40.00,50,9.99,Balmenach,2.3416938110749443,14.054673005489633,11.714396551724146,4.6805529075309815
1977,58.00,700,248.64,Balmenach Golden Jubilee,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
1977,50.40,700,278.61,Balvenie Single Barrel,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
1977,50.40,700,315.24,Balvenie Single Barrel,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
1980,50.40,700,210.9,Balvenie Single Barrel,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1980,47.80,700,372.96,Balvenie Single Barrel,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1991,40.00,700,167.61,Balvenie Port Wood,2.6779240506329285,14.448130516657713,11.968186226964116,4.959888579387185
1974,40.00,700,258.63,Banff Connoisseurs Choice,2.3416938110749443,14.054673005489633,11.714396551724146,4.6805529075309815
1975,48.30,700,401.82000000000005,Banff The Cross Hill,2.0664646464646643,14.542543998910404,12.185248713550598,4.7145905707196025
1978,43.00,50,42.18000000000001,Banff,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1980,53.10,700,263.07000000000005,Banff Rarest of the Rare,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1982,57.10,700,366.3,Banff Rare Malts,3.2124936515998166,14.421311714121478,12.042975635044048,4.75667215815486
1990,61.60,700,135.42000000000002,Ben Nevis Port Wood Finish,3.187437686939205,15.03387889454144,12.436621751684307,5.194514285714278
1990,60.50,700,270.84000000000003,Ben Nevis Velier Anniversary 70th Anniversary,3.187437686939205,15.03387889454144,12.436621751684307,5.194514285714278
1991,61.30,700,480.63000000000005,Ben Nevis Single Sherry Cask,2.6779240506329285,14.448130516657713,11.968186226964116,4.959888579387185
1997,50.00,700,138.75,Ben Nevis Old Particular,2.910800842992624,15.52876067924086,12.706444444444461,5.6446324695928025
1982,62.40,750,188.7,BenRiach Cask Strength,3.2124936515998166,14.421311714121478,12.042975635044048,4.75667215815486
1982,60.00,50,32.190000000000005,BenRiach,3.2124936515998166,14.421311714121478,12.042975635044048,4.75667215815486
1991,50.60,700,227.55,BenRiach Single Cask (Burgundy Finish),2.6779240506329285,14.448130516657713,11.968186226964116,4.959888579387185
1995,53.90,700,169.83,BenRiach Single Cask (Madeira Finish),2.8819148936170285,14.874823568142402,12.375935828877013,4.997775478530778
1996,54.40,700,150.96,BenRiach Single Cask (Pedro Ximénez Finish),2.7578364116095044,14.007009312853748,11.569619131975193,4.874780361757108
1982,57.40,700,375.18,Benrinnes,3.2124936515998166,14.421311714121478,12.042975635044048,4.75667215815486
1988,50.40,700,169.83,Benrinnes,3.1280500000000204,14.568356770439793,11.996206581352816,5.14430037817396
1978,43.00,50,22.20000000000001,Benromach,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1980,46.00,700,144.3,Bladnoch First Cask,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1984,43.00,50,21.090000000000003,Bladnoch,3.0898433552299305,14.6123176636799,12.174690181124886,4.8752549651100345
1973,46.00,700,193.14,Blair Athol First Cask,2.141950207468896,14.013066348271868,11.784318766066836,4.457495164410057
2002,59.60,700,237.54,Bowmore (Feis Ile 2015),3.9481401617250937,14.807007103819394,12.38391539596657,4.84618341570565
1982,46.00,700,167.61,Bowmore First Cask,3.2124936515998166,14.421311714121478,12.042975635044048,4.75667215815486
1984,58.80,700,365.19000000000005,Bowmore,3.0898433552299305,14.6123176636799,12.174690181124886,4.8752549651100345
1989,53.30,700,730.3800000000001,Bowmore (Feis Ile 2014),2.3590113285273047,14.979556941920887,12.444597156398098,5.069919571045569
1991,54.60,700,429.57000000000005,Bowmore Càrn Mòr (Celebration of the Cask),2.6779240506329285,14.448130516657713,11.968186226964116,4.959888579387185
1993,54.60,700,225.33,Bowmore,2.9940524193548455,13.475823617784245,11.211167985109393,4.5293112653497065
1996,55.00,700,148.74,Bowmore 3.263,2.7578364116095044,14.007009312853748,11.569619131975193,4.874780361757108
1998,54.30,700,457.32000000000005,Bowmore Hand Filled (Feis Ile 2017),3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
1998,53.10,700,214.23,Bowmore Stillman´s Dram (Distillery Exclusive),3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
1999,57.40,700,165.39,Bowmore (Feis Ile 2008),2.9139326800170915,15.033238431412935,12.301209677419328,5.464057507987215
1999,57.10,700,155.4,Bowmore (Feis Ile 2009),2.9139326800170915,15.033238431412935,12.301209677419328,5.464057507987215
1999,57.00,700,138.75,Bowmore 3.293,2.9139326800170915,15.033238431412935,12.301209677419328,5.464057507987215
1977,53.30,700,411.81000000000006,Brechin Cask Strength,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
1981,53.80,700,657.12,Brora,2.577374301676003,13.575082441459406,11.439508832399829,4.271147218119154
1979,43.00,50,29.97,Bruichladdich,2.6527032438926983,12.719560808547714,10.67550235143224,4.0881169142309535
1984,46.00,700,167.61,Bruichladdich,3.0898433552299305,14.6123176636799,12.174690181124886,4.8752549651100345
1984,51.00,700,325.23,Bruichladdich Golder Still,3.0898433552299305,14.6123176636799,12.174690181124886,4.8752549651100345
1984,50.40,700,366.3,Bruichladdich Redder Still,3.0898433552299305,14.6123176636799,12.174690181124886,4.8752549651100345
1986,46.00,700,270.84000000000003,Bruichladdich LMDW 50th Anniversary,3.019050000000024,13.127477389763186,11.07586533902323,4.103224101479913
1989,51.10,700,377.4,Bruichladdich Black Art (1st Edition),2.3590113285273047,14.979556941920887,12.444597156398098,5.069919571045569
1990,48.10,700,362.97,Bruichladdich Sherry Cask,3.187437686939205,15.03387889454144,12.436621751684307,5.194514285714278
1991,46.00,700,218.67,Bruichladdich Yellow Submarine WMD II,2.6779240506329285,14.448130516657713,11.968186226964116,4.959888579387185
1993,50.20,700,140.97,Bruichladdich,2.9940524193548455,13.475823617784245,11.211167985109393,4.5293112653497065
1993,46.00,700,128.76000000000002,Bruichladdich The Italian Collection (Sassicaia French Oak),2.9940524193548455,13.475823617784245,11.211167985109393,4.5293112653497065
1998,46.00,700,166.50000000000003,Bruichladdich Sherry Edition,3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
1998,46.00,700,204.24,Bruichladdich Sherry Edition (Oloroso),3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
2001,46.00,700,269.73,Bruichladdich Single Cask (Wee Ruari),3.2406731317741304,14.064141158480314,11.798156028368792,4.531970260223047
2003,55.30,700,162.06,Bruichladdich Inspiration (Robin Laing),2.2150142993327044,14.322894131362364,12.8377448385389,2.9702985856469364
2005,48.80,500,168.72000000000003,Bruichladdich Valinch (Chloe Wood ),2.663588621444224,14.732142945041973,12.471951219512201,4.5203834510595415
2005,54.80,700,118.77,Bruichladdich,2.663588621444224,14.732142945041973,12.471951219512201,4.5203834510595415
2006,54.80,700,125.43,Bruichladdich,2.5359368836292253,15.203224853982793,12.808910295002985,4.788629117959617
2006,55.70,700,138.75,Bruichladdich,2.5359368836292253,15.203224853982793,12.808910295002985,4.788629117959617
2007,64.00,500,157.62,Bruichladdich Valinch (Frazer Matthews),2.5903595416831613,14.863119679090655,12.537199765670742,4.651839826839822
2008,62.60,500,165.39,Bruichladdich Valinch (Steven Vanbockrijck),2.7585433070866405,13.284823320768414,12.258376214979991,2.0528942115768465
2006,50.00,700,64.38000000000001,Bruichladdich Islay Barley (Dunlossit Farm),2.5359368836292253,15.203224853982793,12.808910295002985,4.788629117959617
1980,46.00,700,144.3,Bunnahabhain First Cask,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1997,52.20,700,277.5,Bunnahabhain American Oak (Feis Ile 2017),2.910800842992624,15.52876067924086,12.706444444444461,5.6446324695928025
2003,57.90,700,152.07000000000005,Bunnahabhain Artist Collection (Gold Label),2.2150142993327044,14.322894131362364,12.8377448385389,2.9702985856469364
2004,55.60,700,172.05,Bunnahabhain Moine Port Pipe Finish (Feis Ile 2017),3.0506012506012645,13.555997645203286,12.400163043478274,2.311669203450025
2006,58.20,700,48.84,Bunnahabhain,2.5359368836292253,15.203224853982793,12.808910295002985,4.788629117959617
2003,58.40,700,160.95000000000005,Bunnahabhain Moine (Feis Ile 2009),2.2150142993327044,14.322894131362364,12.8377448385389,2.9702985856469364
1975,40.00,750,498.39,Caol Ila Connoisseurs Choice,2.0664646464646643,14.542543998910404,12.185248713550598,4.7145905707196025
1980,65.10,700,331.8900000000001,Caol Ila 53.7,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1982,60.10,700,556.11,Caol Ila Small Batch,3.2124936515998166,14.421311714121478,12.042975635044048,4.75667215815486
1983,55.10,700,563.88,Caol Ila,2.5845584607795,14.750514929706357,12.311024844720519,4.878980169971671
1989,57.10,50,15.54,Caol Ila,2.3590113285273047,14.979556941920887,12.444597156398098,5.069919571045569
1996,60.50,700,165.39,Caol Ila 53.233,2.7578364116095044,14.007009312853748,11.569619131975193,4.874780361757108
1998,57.30,700,177.60000000000005,Caol Ila (Feis Ile 2015),3.3203372508942413,14.7847224026167,12.09317573595004,5.3830933333333215
1996,50.20,700,147.63000000000005,Caperdonich Raw Cask,2.7578364116095044,14.007009312853748,11.569619131975193,4.874780361757108
1996,58.60,700,183.15,Caperdonich,2.7578364116095044,14.007009312853748,11.569619131975193,4.874780361757108
1973,60.02,700,340.7700000000001,Cardhu Rare Malts,2.141950207468896,14.013066348271868,11.784318766066836,4.457495164410057
1982,57.80,700,280.83000000000004,Cardhu Cask Strength,3.2124936515998166,14.421311714121478,12.042975635044048,4.75667215815486
1987,56.90,700,150.96,Cardhu Authentic Collection,2.8253145445395265,13.447738069297746,11.210599721059976,4.474276696475535
1980,43.00,50,22.20000000000001,Clynelish,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1984,43.00,700,185.37,Clynelish,3.0898433552299305,14.6123176636799,12.174690181124886,4.8752549651100345
1984,57.60,700,362.97,Clynelish 26.105,3.0898433552299305,14.6123176636799,12.174690181124886,4.8752549651100345
1978,62.00,50,41.07,Coleburn,2.462170790103774,13.541765044858787,11.201489995742874,4.6805500982318256
1980,50.00,700,301.92,Coleburn The Old Malt Cask,2.6509119746233423,13.813051614560447,11.37663391712943,4.8728353948620375
1977,61.40,700,324.12,Convalmore Authentic Collection,2.4811183144246565,13.490555041137837,11.258641188959663,4.463827704356338
