Index,Maker,Year Distrilled,age in cast,ABV,Single Malt Scotch,Flavored Whiskey and Liqueurs,Bourbon, Blended Malt Scotch Whisky ,Blended Scotch Whisky,Blended Whiskey (Multi-country), Single Malt Whisky (Multi-country), Single Grain Whisky (Multi-country),Japan, Canada,Irish,Generic Whisky (Multi-country),Rye Whisky,White Whisky,Craft Whisky,SUM,Review Score (Points), price ,Original Style,country
766,The Glenlivet,1972,,52.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$700 ,Single Malt Scotch,UK
767,Duncan Taylor,,39 years old,44.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$305 ,Single Malt Scotch,UK
768,Glenmorangie,1975,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$200 ,Single Malt Scotch,UK
769,Glenmorangie,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$75 ,Single Malt Scotch,UK
770,Glenmorangie,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$99 ,Single Malt Scotch,UK
771,Glenmorangie,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$99 ,Single Malt Scotch,UK
772,Glenmorangie,,12 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$52 ,Single Malt Scotch,UK
773,Glenmorangie,,18 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$119 ,Single Malt Scotch,UK
774,Gordon & MacPhail,1986,18 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$80 ,Single Malt Scotch,UK
775,The Glenrothes,1985,,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$120 ,Single Malt Scotch,UK
776,Glenrothes,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$55 ,Single Malt Scotch,UK
777,Glenrothes,,,45.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$123 ,Single Malt Scotch,UK
778,Glenturret,,,46.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$313 ,Single Malt Scotch,UK
779,Glenury,,40 years old,59.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$824 ,Single Malt Scotch,UK
780,Peerless,,,40.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$165 ,Single Malt Scotch,UK
781,Murray McDavid,1979,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$210 ,Single Malt Scotch,UK
782,Murray McDavid,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$150 ,Single Malt Scotch,UK
783,Highland Park,1976,,49.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,"$2,880 ",Single Malt Scotch,UK
784,A. D. Rattray,,19 years old,48.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$120 ,Single Malt Scotch,UK
785,Thorfinn,,,45.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,"$1,348 ",Single Malt Scotch,UK
786,Inchgower,,27 years old,55.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$359 ,Single Malt Scotch,UK
787,Lagavulin,,21 years old,56.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$300 ,Single Malt Scotch,UK
788,Murray McDavid,,12 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$63 ,Single Malt Scotch,UK
789,The Exclusive Malts,2005,8 years old,55.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$85 ,Single Malt Scotch,UK
790,Lp4 Elements of Islay,,,54.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$108 ,Single Malt Scotch,UK
791,Lp4 Elements of Islay,,,52.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$118 ,Single Malt Scotch,UK
792,Ledaig,,42 years old,46.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,"$5,450 ",Single Malt Scotch,UK
793,Ledaig,,19 years old,51.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$155 ,Single Malt Scotch,UK
794,Ledaig,,,55.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$200 ,Single Malt Scotch,UK
795,Exclusive Malts,,14 years old,55.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$105 ,Single Malt Scotch,UK
796,Longmorn,,16 years old,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$90 ,Single Malt Scotch,UK
797,Longmorn,,16 years old,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$110 ,Single Malt Scotch,UK
798,Duncan Taylor,,,52.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$154 ,Single Malt Scotch,UK
799,Scott's Selection,,,50.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$230 ,Single Malt Scotch,UK
800,The Macallan,,21 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$220 ,Single Malt Scotch,UK
801,Adelphi,,22 years old,56.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$151 ,Single Malt Scotch,UK
802,Mackillop,1982,22 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$100 ,Single Malt Scotch,UK
803,Berry Bros & Rudd,,21 years old,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$94 ,Single Malt Scotch,UK
804,Mortlach,,20 years old,43.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$200 ,Single Malt Scotch,UK
805,Mortlach,,12 years old,43.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Single Malt Scotch,UK
806,Gordon & MacPhail,1994,,45.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$100 ,Single Malt Scotch,UK
807,Old Pulteney,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$63 ,Single Malt Scotch,UK
808,Old Pulteney,,15 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$90 ,Single Malt Scotch,UK
809,Provenance,1982,21 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$195 ,Single Malt Scotch,UK
810,Port Ellen,,29 years old,55.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$400 ,Single Malt Scotch,UK
811,The Whisky Exchange,,,57.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$279 ,Single Malt Scotch,UK
812,Port Ellen,2015,32 years old,53.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,"$3,700 ",Single Malt Scotch,UK
813,Rosebank,2011,21 years old,53.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$261 ,Single Malt Scotch,UK
814,Scapa,,25 years old,54.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$300 ,Single Malt Scotch,UK
815,Signatory,1969,34 years old,54.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$485 ,Single Malt Scotch,UK
816,Springbank,,11 years old,58.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$105 ,Single Malt Scotch,UK
817,Springbank,,17 years old,57.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$200 ,Single Malt Scotch,UK
818,Springbank,,10 years old,49.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$66 ,Single Malt Scotch,UK
819,Springbank,,17 years old,52.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$130 ,Single Malt Scotch,UK
820,Gordon & MacPhail,,40 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$200 ,Single Malt Scotch,UK
821,Talisker,,25 years old,57.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$225 ,Single Malt Scotch,UK
822,Talisker,,30 years old,50.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$350 ,Single Malt Scotch,UK
823,Talisker,,,45.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$61 ,Single Malt Scotch,UK
824,Talisker,,,45.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$72 ,Single Malt Scotch,UK
825,Tamdhu,,10 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$52 ,Single Malt Scotch,UK
826,Tobermory,2005,,55.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$175 ,Single Malt Scotch,UK
827,Tomintoul,,33 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$290 ,Single Malt Scotch,UK
828,Tomatin,,,51.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$262 ,Single Malt Scotch,UK
829,Scotch Malt Whisky Society,,21 years old,57.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$140 ,Single Malt Scotch,UK
830,Duncan Taylor,,30 years old,48.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$275 ,Single Malt Scotch,UK
831,Oban,,21 years old,58.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$625 ,Single Malt Scotch,UK
832,Oban,,21 years old,57.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$549 ,Single Malt Scotch,UK
833,Cutty Sark,,,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,$31 ,Blended Malt Scotch Whisky,UK
834,Cutty Sark,,18 years old,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$80 ,Blended Scotch Whisky,UK
835,Cutty Sark,,,51.40%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$53 ,Blended Scotch Whisky,UK
836,Wemyss,,,44.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$172 ,Single Malt Scotch,UK
837,Wemyss,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$124 ,Single Malt Scotch,UK
838,Wemyss,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,$64 ,Blended Malt Scotch Whisky,UK
839,Port Askaig,,,55.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$75 ,Single Malt Scotch,UK
840,Black Bull,,12 years old,50.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Blended Scotch Whisky,UK
841,Kilchoman,2011,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$65 ,Single Malt Scotch,UK
842,Kilchoman,,,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$100 ,Single Malt Scotch,UK
843,Kilchoman,2018,,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$125 ,Single Malt Scotch,UK
844,Kilchoman,2018,,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$100 ,Single Malt Scotch,UK
845,Teaninich,2017,17 years old,55.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$310 ,Single Malt Scotch,UK
846,Signatory,,,55.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$140 ,Single Malt Scotch,UK
847,Glen Moray,,10 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$53 ,Single Malt Scotch,UK
848,Auchroisk,,20 years old,58.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$175 ,Single Malt Scotch,UK
849,The Naked Grouse,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$35 ,Blended Scotch Whisky,UK
850,Speyburn,,25 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$300 ,Single Malt Scotch,UK
851,Speyburn,,18 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$120 ,Single Malt Scotch,UK
852,Singleton of Glendullan,,18 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$70 ,Single Malt Scotch,UK
853,Ballantine,,30 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$380 ,Blended Scotch Whisky,UK
854,Ballantine,,17 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$69 ,Blended Scotch Whisky,UK
855,Cambus,,40 years old,52.70%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,89,"$1,150 ",Single Grain Whisky,UK
856,Clan Denny,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,$45 ,Blended Malt Scotch Whisky,UK
857,That Boutique-y Whisky Company,,19 years old,49.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$69 ,Single Malt Scotch,UK
858,That Boutique-y Whisky Company,,,48.30%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,$74 ,Blended Malt Scotch Whisky,UK
859,That Boutique-y Whisky Company,,50 years old,46.60%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$190 ,Blended Scotch Whisky,UK
860,Poit Dhubh,,21 years old,43.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,$120 ,Blended Malt Scotch Whisky,UK
861,Douglas Laing,,18 years old,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$181 ,Single Malt Scotch,UK
862,Scallywag,,13 years old,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,$83 ,Blended Malt Scotch Whisky,UK
863,Exclusive Malts,2000,14 years old,54.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$130 ,Single Malt Scotch,UK
864,The Exclusive Malts,,42 years old,51.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$255 ,Single Malt Scotch,UK
865,Exclusive Malts,2002,14 years old,54.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$140 ,Single Malt Scotch,UK
866,Exclusive Malts,2006,11 years old,49.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$100 ,Single Malt Scotch,UK
867,Exclusive Malts,2006,11 years old,58.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$100 ,Single Malt Scotch,UK
868,The Whisky Exchange,,16 years old,55.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$114 ,Single Malt Scotch,UK
869,Peat Elements of Islay,,,59.30%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,$46 ,Blended Malt Scotch Whisky,UK
870,GlenAllachie,,10 years old,57.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$80 ,Single Malt Scotch,UK
871,GlenAllachie,,12 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$60 ,Single Malt Scotch,UK
872,Craigellachie,,19 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$168 ,Single Malt Scotch,UK
873,Craigellachie,,31 years old,52.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$718 ,Single Malt Scotch,UK
874,The Maltman,,17 years old,49.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$130 ,Single Malt Scotch,UK
875,Gordon & MacPhail,2005,,57.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$100 ,Single Malt Scotch,UK
876,The Tweeddale,,12 years old,46.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$68 ,Blended Scotch Whisky,UK
877,Girvan,,30 years old,42.00%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,89,$549 ,Single Grain Whisky,UK
878,The Exceptional Grain,,,43.00%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,89,$100 ,Grain Scotch Whisky,UK
879,Highland Queen,,15 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$57 ,Single Malt Scotch,UK
880,Berry Bros & Rudd,,,44.20%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$40 ,Blended Scotch Whisky,UK
881,Last Drop Distillers,,,45.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,"$7,000 ",Single Malt Scotch,UK
882,Douglas Laing,,27 years old,57.90%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,89,$128 ,Single Grain Whisky,UK
883,Port Charlotte,,,61.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$150 ,Single Malt Scotch,UK
884,Port Charlotte,,,58.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$168 ,Single Malt Scotch,UK
885,Port Charlotte,2011,,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$80 ,Single Malt Scotch,UK
886,Port Charlotte,2010,,59.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$120 ,Single Malt Scotch,UK
887,The Golden Age,,,44.30%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$503 ,Blended Scotch Whisky,UK
888,The Half Century,,,45.50%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$749 ,Blended Scotch Whisky,UK
889,Jura,,30 years old,44.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$560 ,Single Malt Scotch,UK
890,Jura,,,51.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$111 ,Single Malt Scotch,UK
891,Bruichladdich,,,59.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$165 ,Single Malt Scotch,UK
892,Octomore,,,59.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$175 ,Single Malt Scotch,UK
893,anCnoc,2002,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$84 ,Single Malt Scotch,UK
894,Buchanan,,18 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$90 ,Blended Scotch Whisky,UK
895,Exclusive Regions,,,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$55 ,Single Malt Scotch,UK
896,Inchmoan,1992,,48.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$350 ,Single Malt Scotch,UK
897,J. Mossman,,18 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,89,$68 ,Blended Scotch Whisky,UK
898,Single Cask Nation,,21 years old,49.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$165 ,Single Malt Scotch,UK
899,Mossburn,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,$50 ,Blended Malt Scotch Whisky,UK
900,Smokey Joe Islay,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,$37 ,Blended Malt Scotch Whisky,UK
901,MacNair,,12 years old,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,89,$60 ,Blended Malt Scotch Whisky,UK
902,Cardhu,1997,,57.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$406 ,Single Malt Scotch,UK
903,Compass Box,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,88,$50 ,Blended Malt Scotch Whisky,UK
904,Compass Box,,,43.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,88,$65 ,Blended Malt Scotch Whisky,UK
905,Compass Box,,,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88,$38 ,Blended Scotch Whisky,UK
906,Compass Box,,,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88,$45 ,Blended Scotch Whisky,UK
907,The Famous Grouse,,18 years old,43.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,88,$55 ,Blended Malt Scotch Whisky,UK
908,The Famous Grouse,,,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,88,$126 ,Blended Malt Scotch Whisky,UK
909,The Famous Grouse,,40 years old,47.30%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,88,"$3,378 ",Blended Malt Scotch Whisky,UK
910,The Famous Grouse,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88,$40 ,Blended Scotch Whisky,UK
911,Johnnie Walker,,,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,88,$43 ,Blended Malt Scotch Whisky,UK
912,Johnnie Walker,,12 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88,$30 ,Blended Scotch Whisky,UK
913,Johnnie Walker,,,49.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88,$80 ,Blended Scotch Whisky,UK
915,Johnnie Walker,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88,$79 ,Blended Scotch Whisky,UK
916,Johnnie Walker,,,41.70%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88,$36 ,Blended Scotch Whisky,UK
917,Chivas,,25 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88,$300 ,Blended Scotch Whisky,UK
918,Classic Cask,,23 years old,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88,$160 ,Blended Scotch Whisky,UK
919,Aberlour,,16 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$80 ,Single Malt Scotch,UK
920,Aberfeldy,,21 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$190 ,Single Malt Scotch,UK
921,Old Malt Cask,1992,,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$125 ,Single Malt Scotch,UK
922,Ardbeg,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$119 ,Single Malt Scotch,UK
923,Arran,,,52.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$130 ,Single Malt Scotch,UK
924,Arran,,,51.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$130 ,Single Malt Scotch,UK
925,Arran,,16 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$110 ,Single Malt Scotch,UK
926,Auchentoshan,,,45.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$820 ,Single Malt Scotch,UK
927,Auchentoshan,,,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$70 ,Single Malt Scotch,UK
928,Balblair,1997,,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$65 ,Single Malt Scotch,UK
929,Balblair,,,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$130 ,Single Malt Scotch,UK
930,Balblair,2001,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$53 ,Single Malt Scotch,UK
931,Balblair,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$85 ,Single Malt Scotch,UK
932,The Balvenie,,17 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$90 ,Single Malt Scotch,UK
933,The Balvenie,,40 years old,48.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,"$3,982 ",Single Malt Scotch,UK
934,The Balvenie,,25 years old,47.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$599 ,Single Malt Scotch,UK
935,The Balvenie,2002,14 years old,48.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$99 ,Single Malt Scotch,UK
936,Balvenie,,12 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$55 ,Single Malt Scotch,UK
937,Balvenie,2009,,64.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$661 ,Single Malt Scotch,UK
938,Ben Nevis,,15 years old,57.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$140 ,Single Malt Scotch,UK
939,BenRiach,,25 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$195 ,Single Malt Scotch,UK
940,BenRiach,,10 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$50 ,Single Malt Scotch,UK
941,BenRiach,,15 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$100 ,Single Malt Scotch,UK
942,Benromach,,24 years old,58.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$160 ,Single Malt Scotch,UK
943,Benromach,,10 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$50 ,Single Malt Scotch,UK
944,Benromach,,35 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$610 ,Single Malt Scotch,UK
945,Scott's Selection,,,59.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$75 ,Single Malt Scotch,UK
946,Scotch Malt Whisky Society,,18 years old,56.90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$130 ,Single Malt Scotch,UK
947,Bladnoch,,25 years old,49.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$385 ,Single Malt Scotch,UK
948,Bowmore,,10 years old,56.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$100 ,Single Malt Scotch,UK
949,Exclusive Malts,2001,,58.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$120 ,Single Malt Scotch,UK
950,Bowmore,,27 years old,48.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$520 ,Single Malt Scotch,UK
951,Signatory,,18 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$65 ,Single Malt Scotch,UK
952,Elements of Islay Pl1,,,60.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$101 ,Single Malt Scotch,UK
953,Exclusive Malts,,26 years old,47.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$230 ,Single Malt Scotch,UK
954,Bunnahabhain,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$66 ,Single Malt Scotch,UK
955,Bunnahabhain,,15 years old,54.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$99 ,Single Malt Scotch,UK
956,Caol Ila,,12 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$50 ,Single Malt Scotch,UK
957,Gordon & MacPhail,,15 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$85 ,Single Malt Scotch,UK
958,Caol Ila,,25 years old,59.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$225 ,Single Malt Scotch,UK
